onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	13.406	13406.0	learning	LS1	PICTURE_212.jpg	c	n/a
13.406	10.058	10058.0	learning	LS1	PICTURE_659.jpg	c	n/a
23.464	7.508	7508.0	learning	LS1	PICTURE_26.jpg	i	n/a
30.972	12.631	12631.0	learning	LS1	PICTURE_38.jpg	c	n/a
43.603	13.917	13917.0	learning	LS1	PICTURE_654.jpg	c	n/a
57.520	10.411	10411.0	learning	LS1	PICTURE_212.jpg	i	n/a
67.931	11.379	11379.0	learning	LS1	PICTURE_26.jpg	c	n/a
79.310	9.630	9630.0	learning	LS1	PICTURE_659.jpg	i	n/a
88.940	10.596	10596.0	learning	LS1	PICTURE_654.jpg	i	n/a
99.536	13.323	13323.0	learning	LS1	PICTURE_38.jpg	i	n/a
112.859	11.606	11606.0	learning	LS2	PICTURE_659.jpg	i	n/a
124.465	7.778	7778.0	learning	LS2	PICTURE_38.jpg	c	n/a
132.243	9.063	9063.0	learning	LS2	PICTURE_654.jpg	i	n/a
141.306	11.147	11147.0	learning	LS2	PICTURE_38.jpg	i	n/a
152.453	13.076	13076.0	learning	LS2	PICTURE_212.jpg	i	n/a
165.529	9.091	9091.0	learning	LS2	PICTURE_26.jpg	c	n/a
174.620	12.296	12296.0	learning	LS2	PICTURE_212.jpg	c	n/a
186.916	10.385	10385.0	learning	LS2	PICTURE_654.jpg	c	n/a
197.301	10.554	10554.0	learning	LS2	PICTURE_659.jpg	c	n/a
207.855	7.367	7367.0	learning	LS2	PICTURE_26.jpg	i	n/a
215.222	10.598	10598.0	learning	LS3	PICTURE_38.jpg	i	n/a
225.820	8.049	8049.0	learning	LS3	PICTURE_659.jpg	i	n/a
233.869	8.218	8218.0	learning	LS3	PICTURE_212.jpg	i	n/a
242.087	12.380	12380.0	learning	LS3	PICTURE_26.jpg	c	n/a
254.467	9.033	9033.0	learning	LS3	PICTURE_212.jpg	c	n/a
263.500	9.676	9676.0	learning	LS3	PICTURE_659.jpg	c	n/a
273.176	9.203	9203.0	learning	LS3	PICTURE_654.jpg	c	n/a
282.379	8.415	8415.0	learning	LS3	PICTURE_26.jpg	i	n/a
290.794	9.542	9542.0	learning	LS3	PICTURE_38.jpg	c	n/a
300.336	10.505	10505.0	learning	LS3	PICTURE_654.jpg	i	n/a
310.841	7.988	7988.0	learning	LS4	PICTURE_659.jpg	c	n/a
318.829	9.752	9752.0	learning	LS4	PICTURE_212.jpg	c	n/a
328.581	8.798	8798.0	learning	LS4	PICTURE_26.jpg	c	n/a
337.379	8.802	8802.0	learning	LS4	PICTURE_654.jpg	c	n/a
346.181	8.491	8491.0	learning	LS4	PICTURE_659.jpg	i	n/a
354.672	8.819	8819.0	learning	LS4	PICTURE_654.jpg	i	n/a
363.491	10.423	10423.0	learning	LS4	PICTURE_38.jpg	i	n/a
373.914	10.914	10914.0	learning	LS4	PICTURE_26.jpg	i	n/a
384.828	12.997	12997.0	learning	LS4	PICTURE_212.jpg	i	n/a
397.825	9.328	9328.0	learning	LS4	PICTURE_38.jpg	c	n/a
407.153	9.815	9815.0	control	LS1	PICTURE_540.jpg	c	n/a
416.968	8.707	8707.0	control	LS1	PICTURE_116.jpg	c	n/a
425.675	11.431	11431.0	control	LS1	PICTURE_491.jpg	i	n/a
437.106	9.040	9040.0	control	LS1	PICTURE_263.jpg	c	n/a
446.146	8.890	8890.0	control	LS1	PICTURE_116.jpg	i	n/a
455.036	11.618	11618.0	control	LS1	PICTURE_491.jpg	c	n/a
466.654	10.987	10987.0	control	LS1	PICTURE_135.jpg	c	n/a
477.641	9.875	9875.0	control	LS1	PICTURE_263.jpg	i	n/a
487.516	8.444	8444.0	control	LS1	PICTURE_135.jpg	i	n/a
495.960	15.645	15645.0	control	LS1	PICTURE_540.jpg	i	n/a
511.605	8.490	8490.0	control	LS2	PICTURE_135.jpg	c	n/a
520.095	8.338	8338.0	control	LS2	PICTURE_540.jpg	i	n/a
528.433	8.508	8508.0	control	LS2	PICTURE_491.jpg	c	n/a
536.941	8.197	8197.0	control	LS2	PICTURE_116.jpg	i	n/a
545.138	9.482	9482.0	control	LS2	PICTURE_540.jpg	c	n/a
554.620	9.011	9011.0	control	LS2	PICTURE_263.jpg	i	n/a
563.631	9.978	9978.0	control	LS2	PICTURE_116.jpg	c	n/a
573.609	8.227	8227.0	control	LS2	PICTURE_263.jpg	c	n/a
581.836	8.555	8555.0	control	LS2	PICTURE_135.jpg	i	n/a
590.391	8.245	8245.0	control	LS2	PICTURE_491.jpg	i	n/a
598.636	10.041	10041.0	control	LS3	PICTURE_151.jpg	c	n/a
608.677	8.769	8769.0	control	LS3	PICTURE_119.jpg	i	n/a
617.446	9.414	9414.0	control	LS3	PICTURE_111.jpg	i	n/a
626.860	9.101	9101.0	control	LS3	PICTURE_234.jpg	i	n/a
635.961	11.346	11346.0	control	LS3	PICTURE_621.jpg	c	n/a
647.307	11.033	11033.0	control	LS3	PICTURE_151.jpg	i	n/a
658.340	12.475	12475.0	control	LS3	PICTURE_111.jpg	c	n/a
670.815	11.364	11364.0	control	LS3	PICTURE_234.jpg	c	n/a
682.179	7.535	7535.0	control	LS3	PICTURE_119.jpg	c	n/a
689.714	8.344	8344.0	control	LS3	PICTURE_621.jpg	i	n/a
698.058	9.496	9496.0	control	LS4	PICTURE_621.jpg	i	n/a
707.554	8.068	8068.0	control	LS4	PICTURE_111.jpg	c	n/a
715.622	12.708	12708.0	control	LS4	PICTURE_119.jpg	c	n/a
728.330	8.720	8720.0	control	LS4	PICTURE_151.jpg	c	n/a
737.050	12.882	12882.0	control	LS4	PICTURE_234.jpg	i	n/a
749.932	14.009	14009.0	control	LS4	PICTURE_111.jpg	i	n/a
763.941	11.300	11300.0	control	LS4	PICTURE_151.jpg	i	n/a
775.241	13.386	13386.0	control	LS4	PICTURE_119.jpg	i	n/a
788.627	12.592	12592.0	control	LS4	PICTURE_234.jpg	c	n/a
801.219	8.765	8765.0	control	LS4	PICTURE_621.jpg	c	n/a
809.984	8.132	8132.0	learning	LS1	PICTURE_100.jpg	c	n/a
818.116	8.619	8619.0	learning	LS1	PICTURE_97.jpg	i	n/a
826.735	7.825	7825.0	learning	LS1	PICTURE_32.jpg	i	n/a
834.560	8.792	8792.0	learning	LS1	PICTURE_267.jpg	c	n/a
843.352	11.998	11998.0	learning	LS1	PICTURE_100.jpg	i	n/a
855.350	8.650	8650.0	learning	LS1	PICTURE_32.jpg	c	n/a
864.000	13.612	13612.0	learning	LS1	PICTURE_77.jpg	i	n/a
877.612	12.185	12185.0	learning	LS1	PICTURE_267.jpg	i	n/a
889.797	12.513	12513.0	learning	LS1	PICTURE_97.jpg	c	n/a
902.310	9.482	9482.0	learning	LS1	PICTURE_77.jpg	c	n/a
911.792	12.395	12395.0	learning	LS2	PICTURE_32.jpg	i	n/a
924.187	7.928	7928.0	learning	LS2	PICTURE_100.jpg	c	n/a
932.115	11.612	11612.0	learning	LS2	PICTURE_97.jpg	c	n/a
943.727	16.091	16091.0	learning	LS2	PICTURE_267.jpg	i	n/a
959.818	8.267	8267.0	learning	LS2	PICTURE_97.jpg	i	n/a
968.085	10.672	10672.0	learning	LS2	PICTURE_77.jpg	i	n/a
978.757	8.764	8764.0	learning	LS2	PICTURE_100.jpg	i	n/a
987.521	8.452	8452.0	learning	LS2	PICTURE_32.jpg	c	n/a
995.973	8.782	8782.0	learning	LS2	PICTURE_77.jpg	c	n/a
1004.755	13.421	13421.0	learning	LS2	PICTURE_267.jpg	c	n/a
1018.176	8.501	8501.0	learning	LS3	PICTURE_77.jpg	c	n/a
1026.677	8.509	8509.0	learning	LS3	PICTURE_97.jpg	i	n/a
1035.186	13.150	13150.0	learning	LS3	PICTURE_32.jpg	c	n/a
1048.336	8.204	8204.0	learning	LS3	PICTURE_267.jpg	i	n/a
1056.540	9.332	9332.0	learning	LS3	PICTURE_77.jpg	i	n/a
1065.872	13.970	13970.0	learning	LS3	PICTURE_32.jpg	i	n/a
1079.842	8.385	8385.0	learning	LS3	PICTURE_100.jpg	c	n/a
1088.227	9.832	9832.0	learning	LS3	PICTURE_97.jpg	c	n/a
1098.059	7.442	7442.0	learning	LS3	PICTURE_100.jpg	i	n/a
1105.501	12.883	12883.0	learning	LS3	PICTURE_267.jpg	c	n/a
1118.384	11.963	11963.0	learning	LS4	PICTURE_97.jpg	i	n/a
1130.347	7.016	7016.0	learning	LS4	PICTURE_267.jpg	c	n/a
1137.363	9.901	9901.0	learning	LS4	PICTURE_32.jpg	i	n/a
1147.264	9.269	9269.0	learning	LS4	PICTURE_97.jpg	c	n/a
1156.533	11.355	11355.0	learning	LS4	PICTURE_32.jpg	c	n/a
1167.888	9.609	9609.0	learning	LS4	PICTURE_100.jpg	i	n/a
1177.497	16.490	16490.0	learning	LS4	PICTURE_77.jpg	i	n/a
1193.987	8.190	8190.0	learning	LS4	PICTURE_267.jpg	i	n/a
1202.177	7.396	7396.0	learning	LS4	PICTURE_77.jpg	c	n/a
1209.573	7.885	7885.0	learning	LS4	PICTURE_100.jpg	c	n/a
1217.458	8.691	8691.0	learning	LS1	PICTURE_71.jpg	i	n/a
1226.149	7.419	7419.0	learning	LS1	PICTURE_72.jpg	i	n/a
1233.568	7.108	7108.0	learning	LS1	PICTURE_67.jpg	i	n/a
1240.676	10.948	10948.0	learning	LS1	PICTURE_72.jpg	c	n/a
1251.624	9.356	9356.0	learning	LS1	PICTURE_67.jpg	c	n/a
1260.980	10.961	10961.0	learning	LS1	PICTURE_74.jpg	i	n/a
1271.941	7.929	7929.0	learning	LS1	PICTURE_68.jpg	c	n/a
1279.870	9.694	9694.0	learning	LS1	PICTURE_71.jpg	c	n/a
1289.564	16.730	16730.0	learning	LS1	PICTURE_68.jpg	i	n/a
1306.294	11.946	11946.0	learning	LS1	PICTURE_74.jpg	c	n/a
1318.240	8.473	8473.0	learning	LS2	PICTURE_68.jpg	i	n/a
1326.713	8.481	8481.0	learning	LS2	PICTURE_72.jpg	i	n/a
1335.194	8.012	8012.0	learning	LS2	PICTURE_71.jpg	c	n/a
1343.206	16.332	16332.0	learning	LS2	PICTURE_72.jpg	c	n/a
1359.538	11.707	11707.0	learning	LS2	PICTURE_74.jpg	i	n/a
1371.245	9.475	9475.0	learning	LS2	PICTURE_71.jpg	i	n/a
1380.720	7.724	7724.0	learning	LS2	PICTURE_67.jpg	c	n/a
1388.444	8.375	8375.0	learning	LS2	PICTURE_74.jpg	c	n/a
1396.819	8.702	8702.0	learning	LS2	PICTURE_67.jpg	i	n/a
1405.521	8.865	8865.0	learning	LS2	PICTURE_68.jpg	c	n/a
1414.386	10.979	10979.0	learning	LS3	PICTURE_71.jpg	i	n/a
1425.365	9.870	9870.0	learning	LS3	PICTURE_72.jpg	c	n/a
1435.235	10.199	10199.0	learning	LS3	PICTURE_67.jpg	i	n/a
1445.434	7.969	7969.0	learning	LS3	PICTURE_71.jpg	c	n/a
1453.403	12.450	12450.0	learning	LS3	PICTURE_74.jpg	i	n/a
1465.853	8.623	8623.0	learning	LS3	PICTURE_68.jpg	c	n/a
1474.476	10.231	10231.0	learning	LS3	PICTURE_67.jpg	c	n/a
1484.707	10.722	10722.0	learning	LS3	PICTURE_68.jpg	i	n/a
1495.429	9.930	9930.0	learning	LS3	PICTURE_72.jpg	i	n/a
1505.359	8.821	8821.0	learning	LS3	PICTURE_74.jpg	c	n/a
1514.180	9.657	9657.0	learning	LS4	PICTURE_68.jpg	i	n/a
1523.837	9.187	9187.0	learning	LS4	PICTURE_71.jpg	i	n/a
1533.024	8.715	8715.0	learning	LS4	PICTURE_74.jpg	i	n/a
1541.739	9.840	9840.0	learning	LS4	PICTURE_72.jpg	c	n/a
1551.579	7.610	7610.0	learning	LS4	PICTURE_71.jpg	c	n/a
1559.189	10.814	10814.0	learning	LS4	PICTURE_67.jpg	c	n/a
1570.003	9.380	9380.0	learning	LS4	PICTURE_72.jpg	i	n/a
1579.383	8.909	8909.0	learning	LS4	PICTURE_67.jpg	i	n/a
1588.292	10.356	10356.0	learning	LS4	PICTURE_74.jpg	c	n/a
1598.648	11.164	11164.0	learning	LS4	PICTURE_68.jpg	c	n/a
1609.812	11.652	11652.0	learning	LS1	PICTURE_465.jpg	c	n/a
1621.464	8.621	8621.0	learning	LS1	PICTURE_379.jpg	i	n/a
1630.085	8.951	8951.0	learning	LS1	PICTURE_692.jpg	c	n/a
1639.036	11.194	11194.0	learning	LS1	PICTURE_379.jpg	c	n/a
1650.230	11.524	11524.0	learning	LS1	PICTURE_465.jpg	i	n/a
1661.754	9.935	9935.0	learning	LS1	PICTURE_692.jpg	i	n/a
1671.689	6.906	6906.0	learning	LS1	PICTURE_592.jpg	c	n/a
1678.595	8.510	8510.0	learning	LS1	PICTURE_640.jpg	c	n/a
1687.105	9.795	9795.0	learning	LS1	PICTURE_592.jpg	i	n/a
1696.900	9.643	9643.0	learning	LS1	PICTURE_640.jpg	i	n/a
1706.543	11.439	11439.0	learning	LS2	PICTURE_465.jpg	i	n/a
1717.982	10.648	10648.0	learning	LS2	PICTURE_592.jpg	i	n/a
1728.630	10.976	10976.0	learning	LS2	PICTURE_640.jpg	i	n/a
1739.606	13.864	13864.0	learning	LS2	PICTURE_465.jpg	c	n/a
1753.470	9.879	9879.0	learning	LS2	PICTURE_692.jpg	c	n/a
1763.349	21.073	21073.0	learning	LS2	PICTURE_592.jpg	c	n/a
1784.422	13.569	13569.0	learning	LS2	PICTURE_379.jpg	c	n/a
1797.991	11.181	11181.0	learning	LS2	PICTURE_692.jpg	i	n/a
1809.172	15.344	15344.0	learning	LS2	PICTURE_640.jpg	c	n/a
1824.516	9.282	9282.0	learning	LS2	PICTURE_379.jpg	i	n/a
1833.798	6.920	6920.0	learning	LS3	PICTURE_465.jpg	i	n/a
1840.718	10.286	10286.0	learning	LS3	PICTURE_640.jpg	c	n/a
1851.004	9.013	9013.0	learning	LS3	PICTURE_592.jpg	c	n/a
1860.017	7.265	7265.0	learning	LS3	PICTURE_692.jpg	i	n/a
1867.282	9.032	9032.0	learning	LS3	PICTURE_465.jpg	c	n/a
1876.314	9.521	9521.0	learning	LS3	PICTURE_640.jpg	i	n/a
1885.835	8.249	8249.0	learning	LS3	PICTURE_379.jpg	i	n/a
1894.084	6.976	6976.0	learning	LS3	PICTURE_692.jpg	c	n/a
1901.060	9.063	9063.0	learning	LS3	PICTURE_379.jpg	c	n/a
1910.123	10.030	10030.0	learning	LS3	PICTURE_592.jpg	i	n/a
1920.153	10.064	10064.0	learning	LS4	PICTURE_640.jpg	i	n/a
1930.217	6.876	6876.0	learning	LS4	PICTURE_592.jpg	c	n/a
1937.093	9.917	9917.0	learning	LS4	PICTURE_465.jpg	c	n/a
1947.010	8.009	8009.0	learning	LS4	PICTURE_692.jpg	c	n/a
1955.019	14.732	14732.0	learning	LS4	PICTURE_640.jpg	c	n/a
1969.751	7.227	7227.0	learning	LS4	PICTURE_379.jpg	c	n/a
1976.978	9.955	9955.0	learning	LS4	PICTURE_692.jpg	i	n/a
1986.933	10.442	10442.0	learning	LS4	PICTURE_465.jpg	i	n/a
1997.375	17.962	17962.0	learning	LS4	PICTURE_592.jpg	i	n/a
2015.337	9.341	9341.0	learning	LS4	PICTURE_379.jpg	i	n/a
2024.678	8.873	8873.0	control	LS1	PICTURE_255.jpg	i	n/a
2033.551	8.884	8884.0	control	LS1	PICTURE_391.jpg	c	n/a
2042.435	10.809	10809.0	control	LS1	PICTURE_368.jpg	c	n/a
2053.244	10.500	10500.0	control	LS1	PICTURE_398.jpg	i	n/a
2063.744	9.707	9707.0	control	LS1	PICTURE_338.jpg	c	n/a
2073.451	8.757	8757.0	control	LS1	PICTURE_391.jpg	i	n/a
2082.208	8.923	8923.0	control	LS1	PICTURE_398.jpg	c	n/a
2091.131	13.087	13087.0	control	LS1	PICTURE_368.jpg	i	n/a
2104.218	8.140	8140.0	control	LS1	PICTURE_255.jpg	c	n/a
2112.358	14.222	14222.0	control	LS1	PICTURE_338.jpg	i	n/a
2126.580	7.708	7708.0	control	LS2	PICTURE_338.jpg	c	n/a
2134.288	9.635	9635.0	control	LS2	PICTURE_255.jpg	i	n/a
2143.923	9.484	9484.0	control	LS2	PICTURE_398.jpg	i	n/a
2153.407	11.567	11567.0	control	LS2	PICTURE_368.jpg	i	n/a
2164.974	9.496	9496.0	control	LS2	PICTURE_255.jpg	c	n/a
2174.470	7.425	7425.0	control	LS2	PICTURE_368.jpg	c	n/a
2181.895	9.030	9030.0	control	LS2	PICTURE_398.jpg	c	n/a
2190.925	8.081	8081.0	control	LS2	PICTURE_391.jpg	c	n/a
2199.006	9.685	9685.0	control	LS2	PICTURE_338.jpg	i	n/a
2208.691	12.731	12731.0	control	LS2	PICTURE_391.jpg	i	n/a
2221.422	8.453	8453.0	control	LS3	PICTURE_551.jpg	c	n/a
2229.875	8.624	8624.0	control	LS3	PICTURE_708.jpg	c	n/a
2238.499	7.514	7514.0	control	LS3	PICTURE_343.jpg	i	n/a
2246.013	9.283	9283.0	control	LS3	PICTURE_19.jpg	c	n/a
2255.296	10.087	10087.0	control	LS3	PICTURE_185.jpg	c	n/a
2265.383	9.777	9777.0	control	LS3	PICTURE_19.jpg	i	n/a
2275.160	8.830	8830.0	control	LS3	PICTURE_185.jpg	i	n/a
2283.990	8.199	8199.0	control	LS3	PICTURE_708.jpg	i	n/a
