trial_index	trial_type	block_number	path_length
55	go	4	499.414433
56	go	4	749.083314
57	go	4	613.306666
58	nogo	4	492.265257
59	go	4	498.109916
60	nogo	4	471.510633
61	go	4	623.533788
62	go	4	831.638033
63	nogo	4	591.043456
64	go	4	n/a
65	go	4	777.673312
66	go	4	511.771316
67	go	4	543.580704
68	nogo	4	519.152374
69	go	4	n/a
70	go	4	595.555444
71	go	4	549.967006
72	go	4	618.261977
73	nogo	4	532.498547
74	go	4	497.786670
75	go	4	813.209477
76	nogo	4	588.063717
77	go	4	740.411460
78	go	4	586.064733
79	go	4	581.954088
80	go	4	532.852106
81	go	4	696.606954
82	go	4	878.454914
83	nogo	4	666.690421
84	go	4	652.378298
85	go	4	772.321666
86	go	4	582.037802
87	nogo	4	574.584553
88	go	4	711.052328
89	go	4	585.765964
90	go	4	878.364155
91	go	4	612.813940
92	go	4	963.828307
93	go	4	660.226714
94	go	4	936.932308
95	nogo	4	561.797255
96	go	4	544.850362
97	go	4	547.093018
98	go	4	563.346876
99	go	4	n/a
100	nogo	4	486.898671
101	go	4	435.369201
102	go	4	509.871924
103	go	4	736.671013
104	go	4	n/a
105	go	4	629.401844
106	go	4	679.518265
107	nogo	4	797.332236
108	go	4	391.928567
109	go	4	n/a
110	nogo	4	586.694384
111	go	4	522.977832
112	go	4	555.776211
113	go	4	553.967232
114	go	4	576.855197
115	go	5	545.788909
116	go	5	567.320445
117	go	5	538.719233
118	go	5	613.378604
119	go	5	607.800541
120	go	5	516.674096
121	go	5	580.792435
122	nogo	5	607.574971
123	go	5	867.853386
124	nogo	5	895.874268
125	go	5	872.880775
126	go	5	690.044195
127	go	5	549.189284
128	go	5	640.759506
129	nogo	5	n/a
130	go	5	611.245103
131	go	5	691.444629
132	go	5	839.577102
133	go	5	621.974192
134	go	5	840.769502
135	nogo	5	415.607865
136	go	5	569.455721
137	go	5	713.836895
138	go	5	555.974114
139	go	5	589.599241
140	nogo	5	532.284602
141	go	5	613.656296
142	go	5	518.701303
143	go	5	511.082759
144	go	5	535.033194
145	go	5	599.236199
146	go	5	519.793177
147	nogo	5	597.087843
148	go	5	666.286976
149	go	5	612.898529
150	go	5	703.124068
151	go	5	771.452056
152	go	5	603.424610
153	go	5	717.891637
154	nogo	5	539.867776
155	go	5	572.333626
156	go	5	506.172458
157	go	5	507.357708
158	go	5	558.530912
159	nogo	5	479.499286
160	go	5	706.029921
161	nogo	5	702.830060
162	go	5	512.918211
163	go	5	572.528113
164	go	5	605.197182
165	go	5	591.820875
166	go	5	536.797975
167	go	5	558.379562
168	go	5	605.002785
169	nogo	5	637.522533
170	go	5	n/a
171	nogo	5	636.104060
172	go	5	523.792557
173	nogo	5	609.735535
174	go	5	n/a
193	go	7	594.376990
194	go	7	569.138131
195	go	7	527.466223
196	go	7	475.411812
197	go	7	553.801398
198	go	7	600.539462
199	go	7	574.041106
200	go	7	499.572310
201	go	7	577.128370
202	go	7	972.914757
203	nogo	7	702.028510
204	go	7	801.597686
205	go	7	683.274189
206	go	7	524.195821
207	go	7	565.699998
208	go	7	n/a
209	go	7	761.652505
210	go	7	592.915572
211	go	7	564.621912
212	go	7	576.749561
213	go	7	663.237014
214	nogo	7	632.165652
215	go	7	745.385231
216	go	7	980.113960
217	go	7	589.979638
218	nogo	7	n/a
219	go	7	967.789646
220	nogo	7	546.019871
221	go	7	543.725638
222	go	7	n/a
223	go	7	663.350466
224	nogo	7	n/a
225	go	7	n/a
226	nogo	7	543.971825
227	go	7	588.285969
228	nogo	7	609.531612
229	go	7	1167.826438
230	nogo	7	697.372992
231	go	7	n/a
232	go	7	548.199996
233	go	7	592.811529
234	go	7	552.802685
235	go	7	587.880031
236	nogo	7	559.655585
237	go	7	660.292413
238	go	7	805.893673
239	go	7	585.397815
240	go	7	563.457143
241	go	7	631.903263
242	nogo	7	697.066434
243	go	7	711.979253
244	go	7	604.557998
245	nogo	7	638.136604
246	go	7	577.956106
247	go	7	620.158441
248	go	7	n/a
249	nogo	7	587.236615
250	go	7	600.251528
251	go	7	644.969539
252	go	7	713.954598
253	go	8	n/a
254	go	8	644.638791
255	go	8	555.978848
256	go	8	646.480230
257	nogo	8	515.443546
258	go	8	607.166300
259	go	8	757.007073
260	go	8	578.505793
261	go	8	516.137885
262	nogo	8	579.755888
263	go	8	537.887883
264	go	8	634.868679
265	go	8	533.617092
266	go	8	567.382864
267	nogo	8	n/a
268	go	8	640.295272
269	go	8	568.737647
270	go	8	604.723879
271	go	8	576.411277
272	go	8	606.513688
273	go	8	615.354551
274	go	8	n/a
275	nogo	8	524.715887
276	go	8	634.508242
277	go	8	595.584861
