trial_index	trial_type	block_number	mean_velocity
55	go	4	1614.840951
56	go	4	1464.435410
57	go	4	1697.308568
58	nogo	4	967.411395
59	go	4	1525.550443
60	nogo	4	923.954177
61	go	4	1464.873801
62	go	4	1402.059722
63	nogo	4	996.344740
64	go	4	n/a
65	go	4	1477.373510
66	go	4	1488.478379
67	go	4	1577.621086
68	nogo	4	1085.920177
69	go	4	n/a
70	go	4	1509.767562
71	go	4	1238.664427
72	go	4	1567.553668
73	nogo	4	977.600042
74	go	4	981.530194
75	go	4	1298.333256
76	nogo	4	1081.562329
77	go	4	1666.517273
78	go	4	1373.579774
79	go	4	1312.457940
80	go	4	1158.488733
81	go	4	1319.981843
82	go	4	1839.551302
83	nogo	4	1192.889903
84	go	4	1368.995620
85	go	4	1668.529656
86	go	4	1219.795880
87	nogo	4	1088.655122
88	go	4	1608.745157
89	go	4	1429.612426
90	go	4	1903.627844
91	go	4	824.507136
92	go	4	1323.799056
93	go	4	1336.529201
94	go	4	1457.314791
95	nogo	4	852.708600
96	go	4	1513.423621
97	go	4	1105.344042
98	go	4	1493.798655
99	go	4	n/a
100	nogo	4	897.299674
101	go	4	1264.188870
102	go	4	1738.898856
103	go	4	1656.723042
104	go	4	n/a
105	go	4	1122.989555
106	go	4	1116.067516
107	nogo	4	1238.390055
108	go	4	1050.554180
109	go	4	n/a
110	nogo	4	755.963736
111	go	4	775.628961
112	go	4	1086.661994
113	go	4	1159.704363
114	go	4	1404.562779
115	go	5	1188.940385
116	go	5	1568.822146
117	go	5	1089.156043
118	go	5	1496.195360
119	go	5	1270.186855
120	go	5	1310.244858
121	go	5	1137.878981
122	nogo	5	1148.800291
123	go	5	1599.480607
124	nogo	5	1468.661991
125	go	5	1604.151543
126	go	5	1445.346660
127	go	5	1590.332730
128	go	5	1868.786740
129	nogo	5	n/a
130	go	5	1489.685574
131	go	5	1444.849611
132	go	5	1645.789121
133	go	5	966.748671
134	go	5	1758.936796
135	nogo	5	974.645314
136	go	5	1652.163695
137	go	5	1398.099512
138	go	5	1204.946741
139	go	5	1150.361900
140	nogo	5	1198.893467
141	go	5	1696.720968
142	go	5	1084.167749
143	go	5	1069.391337
144	go	5	1119.878353
145	go	5	1297.697741
146	go	5	1127.698881
147	nogo	5	1453.513269
148	go	5	1260.928976
149	go	5	1091.590580
150	go	5	1119.720237
151	go	5	1295.219321
152	go	5	1414.246819
153	go	5	1405.073703
154	nogo	5	935.818301
155	go	5	1336.794264
156	go	5	1279.903655
157	go	5	904.300666
158	go	5	1358.636001
159	nogo	5	854.397429
160	go	5	1379.957072
161	nogo	5	1152.300946
162	go	5	1307.311254
163	go	5	1515.931227
164	go	5	1603.430866
165	go	5	1636.565058
166	go	5	1051.814967
