trial_index	trial_type	block_number	response_time_ms
55	go	4	n/a
56	go	4	427.430
57	go	4	n/a
58	nogo	4	758.848
59	go	4	443.342
60	go	4	361.320
61	go	4	377.160
62	nogo	4	475.249
63	go	4	344.505
64	go	4	528.370
65	nogo	4	544.616
66	go	4	443.133
67	nogo	4	593.401
68	go	4	409.017
69	go	4	378.493
70	go	4	396.298
71	nogo	4	527.677
72	go	4	477.466
73	go	4	426.979
74	go	4	495.057
75	nogo	4	243.103
76	go	4	327.028
77	nogo	4	425.397
78	go	4	n/a
79	go	4	445.134
80	go	4	361.034
81	go	4	477.541
82	nogo	4	593.038
83	go	4	410.607
84	go	4	577.561
85	go	4	362.289
86	go	4	343.085
87	go	4	361.467
88	go	4	410.964
89	go	4	410.612
90	go	4	326.747
91	go	4	n/a
92	go	4	376.957
93	nogo	4	661.314
94	go	4	395.204
95	nogo	4	711.457
96	go	4	n/a
97	go	4	477.719
98	go	4	479.245
99	go	4	428.198
100	nogo	4	411.583
101	go	4	593.791
102	go	4	576.244
103	go	4	425.985
104	go	4	460.029
105	go	4	445.183
106	go	4	361.602
107	go	4	476.619
108	go	4	n/a
109	go	4	495.644
110	go	4	461.194
111	nogo	4	727.990
112	go	4	n/a
113	go	4	428.321
114	go	4	429.242
115	go	5	412.624
116	go	5	477.164
117	go	5	295.236
118	go	5	426.762
119	go	5	310.336
120	go	5	325.649
121	nogo	5	394.228
122	go	5	477.918
123	nogo	5	461.160
124	go	5	428.861
125	go	5	361.513
126	go	5	393.630
127	go	5	310.992
128	go	5	429.016
129	go	5	n/a
130	go	5	476.219
131	go	5	577.287
132	go	5	328.703
133	nogo	5	391.850
134	go	5	461.489
135	go	5	378.853
136	go	5	429.006
137	nogo	5	511.697
138	go	5	427.671
139	nogo	5	361.926
140	go	5	475.968
141	nogo	5	443.466
142	go	5	361.814
143	go	5	326.486
144	go	5	694.668
145	go	5	410.556
146	go	5	409.978
147	go	5	311.147
148	go	5	360.940
149	nogo	5	359.574
150	go	5	378.258
151	go	5	378.769
152	go	5	425.827
153	go	5	443.234
154	go	5	411.811
155	go	5	261.076
156	nogo	5	461.025
157	go	5	494.441
158	nogo	5	n/a
159	go	5	727.730
160	go	5	478.848
161	go	5	477.226
162	nogo	5	478.000
163	go	5	460.042
164	nogo	5	245.300
165	go	5	376.447
166	go	5	560.318
167	go	5	592.181
168	go	5	392.607
169	nogo	5	376.096
170	go	5	361.151
171	go	5	496.687
172	go	5	474.611
173	go	5	593.925
174	go	5	394.405
193	nogo	7	394.999
194	go	7	n/a
195	nogo	7	361.473
196	go	7	359.972
197	go	7	328.953
198	go	7	441.910
199	go	7	377.911
200	go	7	346.520
201	go	7	360.873
202	go	7	344.360
203	nogo	7	410.704
204	go	7	511.256
205	go	7	328.426
206	go	7	461.995
207	nogo	7	377.923
208	go	7	395.090
209	go	7	346.647
210	go	7	444.922
211	go	7	594.771
212	go	7	476.790
213	go	7	360.592
214	go	7	377.954
215	nogo	7	445.829
216	go	7	509.155
217	go	7	311.937
218	go	7	342.597
219	go	7	494.007
220	go	7	344.301
221	nogo	7	n/a
222	go	7	559.596
223	go	7	477.093
224	go	7	360.872
225	go	7	392.612
226	nogo	7	n/a
227	go	7	411.116
228	go	7	n/a
229	go	7	578.228
230	nogo	7	n/a
231	go	7	409.404
232	go	7	427.437
233	go	7	762.079
234	go	7	478.832
235	go	7	461.771
236	go	7	377.665
237	go	7	463.718
238	go	7	361.548
239	go	7	430.114
240	go	7	395.673
241	nogo	7	343.894
242	go	7	361.379
243	nogo	7	411.499
244	go	7	411.491
245	nogo	7	359.972
246	go	7	393.088
247	go	7	561.304
248	go	7	360.388
249	go	7	427.880
250	go	7	444.666
251	go	7	527.500
252	nogo	7	261.829
253	nogo	8	394.504
254	go	8	394.263
255	go	8	360.048
256	go	8	362.212
257	go	8	n/a
258	go	8	529.506
259	go	8	n/a
260	go	8	477.261
261	nogo	8	394.786
262	go	8	277.890
263	go	8	495.190
264	go	8	328.100
265	go	8	376.146
266	go	8	n/a
267	nogo	8	376.175
268	go	8	393.888
269	go	8	443.059
270	go	8	379.882
271	go	8	443.805
272	go	8	328.912
273	go	8	327.405
274	nogo	8	376.055
275	go	8	376.604
276	nogo	8	278.129
277	go	8	394.609
278	go	8	279.165
279	go	8	393.657
280	go	8	n/a
281	go	8	444.618
282	go	8	478.583
283	nogo	8	528.062
284	go	8	492.953
285	go	8	379.721
286	go	8	428.386
287	go	8	444.112
288	go	8	n/a
289	nogo	8	560.834
290	go	8	708.033
291	go	8	561.738
292	go	8	744.671
293	go	8	442.270
294	go	8	376.466
295	nogo	8	461.369
296	go	8	460.809
297	go	8	410.527
298	go	8	392.271
299	go	8	511.895
300	go	8	461.271
301	go	8	511.688
302	nogo	8	442.664
303	go	8	361.270
304	nogo	8	425.197
305	go	8	345.651
306	nogo	8	n/a
307	go	8	425.478
308	nogo	8	409.702
309	go	8	394.983
310	go	8	394.279
311	go	8	428.067
312	go	8	593.044
331	go	10	426.307
332	go	10	n/a
333	go	10	986.181
334	go	10	476.692
335	go	10	560.856
336	go	10	478.138
337	go	10	562.082
338	go	10	560.383
339	go	10	644.381
340	nogo	10	378.210
341	go	10	610.510
342	go	10	511.897
343	go	10	427.612
344	nogo	10	411.614
345	go	10	494.731
346	go	10	393.596
347	go	10	395.184
348	go	10	410.413
349	go	10	873.951
350	go	10	460.124
351	go	10	710.769
352	nogo	10	458.997
353	go	10	745.861
354	go	10	443.410
355	nogo	10	n/a
356	go	10	428.075
357	nogo	10	426.775
358	go	10	478.323
359	nogo	10	145.837
360	go	10	476.833
361	go	10	560.071
362	go	10	360.046
363	nogo	10	261.470
364	go	10	326.826
365	nogo	10	377.053
366	go	10	494.887
367	go	10	596.667
368	go	10	411.750
369	go	10	n/a
370	go	10	428.333
371	go	10	n/a
372	go	10	312.133
373	go	10	477.717
374	go	10	543.640
375	go	10	411.487
376	go	10	411.617
377	nogo	10	427.899
378	go	10	443.998
379	go	10	379.736
380	nogo	10	n/a
381	go	10	527.838
382	nogo	10	410.011
383	go	10	559.237
384	go	10	462.695
385	go	10	477.314
386	go	10	511.073
387	nogo	10	359.291
388	go	10	443.479
389	go	10	n/a
390	go	10	328.245
391	go	11	427.718
392	nogo	11	228.255
393	go	11	426.456
394	go	11	443.478
395	go	11	444.942
396	go	11	560.853
397	nogo	11	376.956
398	go	11	428.686
399	go	11	444.772
400	go	11	360.439
401	go	11	394.880
402	go	11	477.757
403	go	11	427.486
404	nogo	11	376.725
405	go	11	512.150
406	nogo	11	361.409
407	go	11	510.443
408	nogo	11	445.070
409	go	11	378.952
410	go	11	376.059
411	nogo	11	378.753
412	go	11	428.369
413	go	11	428.644
414	go	11	411.185
415	go	11	428.736
416	go	11	427.965
417	go	11	428.501
418	go	11	346.557
419	nogo	11	394.258
420	go	11	495.330
421	nogo	11	261.617
422	go	11	445.077
423	go	11	394.885
424	go	11	445.385
425	go	11	443.266
426	nogo	11	377.301
427	go	11	461.710
428	go	11	377.746
429	go	11	n/a
430	go	11	544.684
431	nogo	11	126.273
432	go	11	494.347
433	go	11	610.791
434	go	11	461.352
435	go	11	394.384
436	go	11	344.115
437	go	11	361.147
438	go	11	395.277
439	go	11	378.491
440	go	11	395.923
441	go	11	379.579
442	go	11	463.479
443	nogo	11	160.489
444	go	11	310.849
445	go	11	461.379
446	go	11	309.539
447	go	11	480.113
448	nogo	11	244.355
449	go	11	1466.752
450	go	11	410.200
469	go	13	396.548
470	go	13	277.424
471	go	13	293.138
472	nogo	13	392.743
473	go	13	444.080
474	go	13	394.729
475	nogo	13	408.584
476	go	13	429.035
477	nogo	13	n/a
478	go	13	545.098
479	go	13	494.258
480	go	13	459.460
481	go	13	362.037
482	nogo	13	345.201
483	go	13	409.570
484	go	13	425.717
485	go	13	430.169
486	go	13	379.526
487	go	13	495.443
488	go	13	644.405
489	go	13	395.352
490	go	13	458.763
491	go	13	445.364
492	nogo	13	394.220
493	go	13	409.347
494	go	13	442.588
495	go	13	294.502
496	go	13	427.283
497	go	13	311.141
498	go	13	310.376
499	go	13	n/a
500	go	13	343.391
501	go	13	n/a
502	nogo	13	425.408
503	go	13	443.022
504	go	13	395.306
505	go	13	462.119
506	go	13	494.900
507	go	13	543.012
508	go	13	462.217
509	go	13	462.674
510	go	13	494.197
511	nogo	13	n/a
512	go	13	393.748
513	go	13	444.043
514	go	13	394.357
515	nogo	13	245.012
516	go	13	477.870
517	go	13	428.453
518	nogo	13	128.793
519	go	13	412.871
520	go	13	395.252
521	go	13	513.870
522	go	13	376.728
523	nogo	13	144.387
524	go	13	443.642
525	go	13	378.603
526	nogo	13	376.572
527	go	13	409.857
528	nogo	13	394.370
529	go	14	808.642
530	nogo	14	445.175
531	go	14	460.892
532	go	14	959.329
533	nogo	14	145.841
534	go	14	759.054
535	go	14	575.906
536	go	14	576.369
537	go	14	510.603
538	nogo	14	676.682
539	go	14	526.962
540	nogo	14	260.536
541	go	14	461.355
542	go	14	661.192
543	go	14	494.677
544	go	14	562.154
545	go	14	428.654
546	go	14	494.463
547	go	14	460.400
548	go	14	561.393
549	go	14	427.543
550	nogo	14	394.265
551	go	14	427.648
552	go	14	444.466
553	go	14	543.326
554	nogo	14	410.908
555	go	14	411.857
556	nogo	14	425.895
557	go	14	462.415
558	nogo	14	427.956
559	go	14	526.137
560	go	14	394.790
561	go	14	409.449
562	go	14	510.070
563	go	14	326.980
564	go	14	495.067
565	go	14	429.860
566	go	14	544.613
567	nogo	14	411.571
568	go	14	529.012
569	nogo	14	193.939
570	go	14	376.988
571	go	14	409.040
572	nogo	14	544.626
573	go	14	410.011
574	go	14	512.124
575	go	14	510.463
576	go	14	396.248
577	go	14	410.998
578	go	14	562.430
579	go	14	477.012
580	go	14	394.827
581	go	14	477.892
582	go	14	392.683
583	go	14	444.889
584	go	14	478.816
585	go	14	444.048
586	go	14	676.270
587	nogo	14	409.315
588	go	14	459.910
