onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	24.419	correct	learning	LS1	PICTURE_576.jpg	i	correct rejection
24.419	14.358	incorrect	learning	LS1	PICTURE_52.jpg	c	miss
38.777	19.163	incorrect	learning	LS1	PICTURE_594.jpg	i	false alarm
57.940	13.736	correct	learning	LS1	PICTURE_581.jpg	i	correct rejection
71.676	17.735	correct	learning	LS1	PICTURE_605.jpg	c	hit
89.411	19.021	correct	learning	LS1	PICTURE_594.jpg	c	hit
108.432	19.189	incorrect	learning	LS1	PICTURE_581.jpg	c	miss
127.621	12.804	correct	learning	LS1	PICTURE_576.jpg	c	hit
140.425	14.087	incorrect	learning	LS1	PICTURE_52.jpg	i	false alarm
154.512	16.011	incorrect	learning	LS1	PICTURE_605.jpg	i	false alarm
170.523	20.201	correct	learning	LS2	PICTURE_581.jpg	c	hit
190.724	20.371	correct	learning	LS2	PICTURE_52.jpg	i	correct rejection
211.095	8.389	correct	learning	LS2	PICTURE_576.jpg	c	hit
219.484	12.230	correct	learning	LS2	PICTURE_594.jpg	c	hit
231.714	n/a	n/a	learning	LS2	PICTURE_605.jpg	c	late
256.714	16.402	correct	learning	LS2	PICTURE_581.jpg	i	correct rejection
273.116	11.938	correct	learning	LS2	PICTURE_594.jpg	i	correct rejection
285.054	14.504	correct	learning	LS2	PICTURE_605.jpg	i	correct rejection
299.558	10.357	correct	learning	LS2	PICTURE_52.jpg	c	hit
309.915	10.843	correct	learning	LS2	PICTURE_576.jpg	i	correct rejection
320.758	12.311	incorrect	learning	LS3	PICTURE_594.jpg	i	false alarm
333.069	9.282	correct	learning	LS3	PICTURE_52.jpg	i	correct rejection
342.351	9.609	correct	learning	LS3	PICTURE_594.jpg	c	hit
351.960	15.208	incorrect	learning	LS3	PICTURE_52.jpg	c	miss
367.168	13.459	incorrect	learning	LS3	PICTURE_605.jpg	i	false alarm
380.627	13.626	correct	learning	LS3	PICTURE_576.jpg	c	hit
394.253	17.312	correct	learning	LS3	PICTURE_581.jpg	i	correct rejection
411.565	8.208	correct	learning	LS3	PICTURE_605.jpg	c	hit
419.773	14.449	correct	learning	LS3	PICTURE_581.jpg	c	hit
434.222	7.745	correct	learning	LS3	PICTURE_576.jpg	i	correct rejection
441.967	14.651	correct	learning	LS4	PICTURE_594.jpg	c	hit
456.618	11.465	correct	learning	LS4	PICTURE_52.jpg	i	correct rejection
468.083	10.513	correct	learning	LS4	PICTURE_605.jpg	i	correct rejection
478.596	10.677	correct	learning	LS4	PICTURE_581.jpg	i	correct rejection
489.273	10.207	correct	learning	LS4	PICTURE_576.jpg	c	hit
