onset	duration	accuracy_binary	trial_type	learning_stage	stimulus
0.0	2.126	1	study	Phase1	study/STIM_000.jpg
5.655	1.983	1	study	Phase1	study/STIM_000.jpg
9.89	1.822	1	study	Phase1	study/STIM_000.jpg
14.192	2.113	0	study	Phase1	study/STIM_001.jpg
19.193	1.21	1	study	Phase1	study/STIM_001.jpg
23.394	1.258	0	study	Phase1	study/STIM_001.jpg
27.193	1.855	1	study	Phase1	study/STIM_002.jpg
32.245	1.542	1	study	Phase1	study/STIM_002.jpg
36.941	1.211	1	study	Phase1	study/STIM_002.jpg
40.966	1.476	1	study	Phase1	study/STIM_003.jpg
45.506	0.971	1	study	Phase1	study/STIM_003.jpg
48.483	1.85	1	study	Phase1	study/STIM_003.jpg
53.271	0.994	1	study	Phase1	study/STIM_004.jpg
57.617	1.216	1	study	Phase1	study/STIM_004.jpg
60.994	1.458	1	study	Phase1	study/STIM_004.jpg
66.358	1.96	0	study	Phase1	study/STIM_005.jpg
70.355	1.588	1	study	Phase1	study/STIM_005.jpg
74.364	1.528	1	study	Phase1	study/STIM_005.jpg
78.134	1.221	1	study	Phase1	study/STIM_006.jpg
83.081	1.996	1	study	Phase1	study/STIM_006.jpg
88.789	1.928	0	study	Phase1	study/STIM_006.jpg
93.737	1.446	1	study	Phase1	study/STIM_007.jpg
98.495	1.84	0	study	Phase1	study/STIM_007.jpg
103.603	1.724	1	study	Phase1	study/STIM_007.jpg
107.97	1.009	1	study	Phase1	study/STIM_008.jpg
112.264	1.44	1	study	Phase1	study/STIM_008.jpg
117.296	1.575	0	study	Phase1	study/STIM_008.jpg
121.649	2.087	1	study	Phase1	study/STIM_009.jpg
127.311	1.628	1	study	Phase1	study/STIM_009.jpg
132.875	1.357	1	study	Phase1	study/STIM_009.jpg
138.092	2.078	1	study	Phase1	study/STIM_010.jpg
143.716	1.539	1	study	Phase1	study/STIM_010.jpg
148.335	1.283	0	study	Phase1	study/STIM_010.jpg
152.262	1.071	0	study	Phase1	study/STIM_011.jpg
156.238	1.494	1	study	Phase1	study/STIM_011.jpg
159.866	0.936	1	study	Phase1	study/STIM_011.jpg
162.903	0.992	0	study	Phase1	study/STIM_012.jpg
167.003	1.209	0	study	Phase1	study/STIM_012.jpg
171.62	0.958	1	study	Phase1	study/STIM_012.jpg
175.812	1.149	1	study	Phase1	study/STIM_013.jpg
179.194	1.513	1	study	Phase1	study/STIM_013.jpg
184.452	1.042	1	study	Phase1	study/STIM_013.jpg
189.052	1.56	1	study	Phase1	study/STIM_014.jpg
193.439	1.402	0	study	Phase1	study/STIM_014.jpg
198.715	1.602	0	study	Phase1	study/STIM_014.jpg
203.897	1.638	0	study	Phase1	study/STIM_015.jpg
208.756	0.962	0	study	Phase1	study/STIM_015.jpg
212.509	0.941	1	study	Phase1	study/STIM_015.jpg
215.895	2.103	1	study	Phase1	study/STIM_016.jpg
221.215	1.186	1	study	Phase1	study/STIM_016.jpg
224.702	1.378	1	study	Phase1	study/STIM_016.jpg
228.737	1.32	0	study	Phase1	study/STIM_017.jpg
233.044	1.325	1	study	Phase1	study/STIM_017.jpg
236.819	1.729	1	study	Phase1	study/STIM_017.jpg
241.305	1.893	1	study	Phase1	study/STIM_018.jpg
245.882	0.947	0	study	Phase1	study/STIM_018.jpg
250.399	1.479	1	study	Phase1	study/STIM_018.jpg
254.302	1.781	1	study	Phase1	study/STIM_019.jpg
258.463	1.79	0	study	Phase1	study/STIM_019.jpg
263.106	0.875	1	study	Phase1	study/STIM_019.jpg
266.67	1.043	0	study	Phase1	study/STIM_020.jpg
271.541	1.34	1	study	Phase1	study/STIM_020.jpg
275.72	1.212	1	study	Phase1	study/STIM_020.jpg
279.089	1.228	0	study	Phase1	study/STIM_021.jpg
284.138	1.842	1	study	Phase1	study/STIM_021.jpg
289.94	1.034	1	study	Phase1	study/STIM_021.jpg
294.472	1.809	0	study	Phase1	study/STIM_022.jpg
299.772	1.435	1	study	Phase1	study/STIM_022.jpg
303.519	1.593	0	study	Phase1	study/STIM_022.jpg
307.419	1.598	1	study	Phase1	study/STIM_023.jpg
312.087	1.738	1	study	Phase1	study/STIM_023.jpg
317.403	1.169	1	study	Phase1	study/STIM_023.jpg
321.414	1.086	1	study	Phase1	study/STIM_024.jpg
325.81	1.34	0	study	Phase1	study/STIM_024.jpg
330.765	1.678	1	study	Phase1	study/STIM_024.jpg
334.795	1.488	1	study	Phase1	study/STIM_025.jpg
340.176	1.042	1	study	Phase1	study/STIM_025.jpg
344.142	1.962	1	study	Phase1	study/STIM_025.jpg
349.852	1.396	0	study	Phase1	study/STIM_026.jpg
355.063	1.593	1	study	Phase1	study/STIM_026.jpg
359.878	1.644	0	study	Phase1	study/STIM_026.jpg
364.79	1.502	1	study	Phase1	study/STIM_027.jpg
368.515	1.159	1	study	Phase1	study/STIM_027.jpg
372.938	1.3	1	study	Phase1	study/STIM_027.jpg
377.845	2.019	1	study	Phase1	study/STIM_028.jpg
382.645	1.37	0	study	Phase1	study/STIM_028.jpg
386.362	1.95	1	study	Phase1	study/STIM_028.jpg
390.585	1.874	0	study	Phase1	study/STIM_029.jpg
394.823	1.385	1	study	Phase1	study/STIM_029.jpg
398.552	1.839	1	study	Phase1	study/STIM_029.jpg
402.417	0.925	1	test	Phase1	test/STIM_000.jpg
405.818	0.835	0	test	Phase1	test/STIM_000.jpg
409.24	0.808	1	test	Phase1	test/STIM_000.jpg
413.759	1.194	1	test	Phase1	test/STIM_001.jpg
418.259	0.925	1	test	Phase1	test/STIM_001.jpg
421.794	1.192	0	test	Phase1	test/STIM_001.jpg
426.404	0.959	0	test	Phase1	test/STIM_002.jpg
429.407	1.295	1	test	Phase1	test/STIM_002.jpg
