onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	15.346	incorrect	learning	LS1	PICTURE_605.jpg	i	false alarm
15.346	17.753	incorrect	learning	LS1	PICTURE_594.jpg	i	false alarm
33.099	17.285	correct	learning	LS1	PICTURE_581.jpg	c	hit
50.384	13.618	incorrect	learning	LS1	PICTURE_576.jpg	c	miss
64.002	14.424	incorrect	learning	LS1	PICTURE_52.jpg	i	false alarm
78.426	12.360	correct	learning	LS1	PICTURE_605.jpg	c	hit
90.786	11.570	correct	learning	LS1	PICTURE_576.jpg	i	correct rejection
102.356	10.780	correct	learning	LS1	PICTURE_52.jpg	c	hit
113.136	12.389	correct	learning	LS1	PICTURE_594.jpg	c	hit
125.525	12.086	correct	learning	LS1	PICTURE_581.jpg	i	correct rejection
137.611	8.136	correct	learning	LS2	PICTURE_594.jpg	c	hit
145.747	10.863	correct	learning	LS2	PICTURE_52.jpg	i	correct rejection
156.610	10.873	correct	learning	LS2	PICTURE_576.jpg	c	hit
167.483	14.242	correct	learning	LS2	PICTURE_594.jpg	i	correct rejection
181.725	20.004	correct	learning	LS2	PICTURE_576.jpg	i	correct rejection
201.729	20.012	correct	learning	LS2	PICTURE_52.jpg	c	hit
221.741	8.676	correct	learning	LS2	PICTURE_605.jpg	c	hit
230.417	8.043	correct	learning	LS2	PICTURE_581.jpg	c	hit
238.460	9.491	correct	learning	LS2	PICTURE_605.jpg	i	correct rejection
247.951	9.500	correct	learning	LS2	PICTURE_581.jpg	i	correct rejection
257.451	8.904	correct	learning	LS3	PICTURE_594.jpg	c	hit
266.355	11.152	correct	learning	LS3	PICTURE_52.jpg	i	correct rejection
277.507	7.004	incorrect	learning	LS3	PICTURE_576.jpg	i	false alarm
284.511	7.657	correct	learning	LS3	PICTURE_581.jpg	c	hit
292.168	17.098	incorrect	learning	LS3	PICTURE_594.jpg	i	false alarm
309.266	10.395	correct	learning	LS3	PICTURE_581.jpg	i	correct rejection
319.661	8.487	correct	learning	LS3	PICTURE_576.jpg	c	hit
328.148	12.493	correct	learning	LS3	PICTURE_605.jpg	i	correct rejection
340.641	8.506	correct	learning	LS3	PICTURE_52.jpg	c	hit
349.147	7.234	correct	learning	LS3	PICTURE_605.jpg	c	hit
356.381	9.827	correct	learning	LS4	PICTURE_52.jpg	i	correct rejection
366.208	6.798	correct	learning	LS4	PICTURE_581.jpg	c	hit
