onset	duration	accuracy	trial_type	learning_stage	stimulus
0.0	1.112	correct	incongruent	Block1	incongruent/STIM_000.jpg
3.13	0.8	correct	incongruent	Block1	incongruent/STIM_000.jpg
6.453	0.845	correct	incongruent	Block1	incongruent/STIM_000.jpg
9.346	1.092	correct	incongruent	Block1	incongruent/STIM_000.jpg
13.889	0.888	correct	incongruent	Block1	incongruent/STIM_000.jpg
17.429	1.664	correct	incongruent	Block1	incongruent/STIM_001.jpg
21.998	1.065	correct	incongruent	Block1	incongruent/STIM_001.jpg
27.022	1.348	correct	incongruent	Block1	incongruent/STIM_001.jpg
31.007	1.319	correct	incongruent	Block1	incongruent/STIM_001.jpg
34.689	1.214	correct	incongruent	Block1	incongruent/STIM_001.jpg
39.837	0.87	correct	incongruent	Block1	incongruent/STIM_002.jpg
44.372	1.491	correct	incongruent	Block1	incongruent/STIM_002.jpg
49.482	1.0	correct	incongruent	Block1	incongruent/STIM_002.jpg
52.543	1.323	correct	incongruent	Block1	incongruent/STIM_002.jpg
57.67	0.998	correct	incongruent	Block1	incongruent/STIM_002.jpg
61.039	1.496	correct	incongruent	Block1	incongruent/STIM_003.jpg
64.79	0.934	correct	incongruent	Block1	incongruent/STIM_003.jpg
68.04	0.863	correct	incongruent	Block1	incongruent/STIM_003.jpg
71.256	0.866	correct	incongruent	Block1	incongruent/STIM_003.jpg
75.89	0.81	correct	incongruent	Block1	incongruent/STIM_003.jpg
79.912	1.298	correct	incongruent	Block1	incongruent/STIM_004.jpg
84.573	1.555	correct	incongruent	Block1	incongruent/STIM_004.jpg
88.457	0.962	correct	incongruent	Block1	incongruent/STIM_004.jpg
93.216	1.459	correct	incongruent	Block1	incongruent/STIM_004.jpg
97.557	0.859	correct	incongruent	Block1	incongruent/STIM_004.jpg
101.907	1.26	correct	incongruent	Block1	incongruent/STIM_005.jpg
106.25	1.253	correct	incongruent	Block1	incongruent/STIM_005.jpg
109.874	1.018	correct	incongruent	Block1	incongruent/STIM_005.jpg
113.597	1.268	correct	incongruent	Block1	incongruent/STIM_005.jpg
116.966	1.0	correct	incongruent	Block1	incongruent/STIM_005.jpg
121.465	1.6	correct	incongruent	Block1	incongruent/STIM_006.jpg
125.941	1.41	correct	incongruent	Block1	incongruent/STIM_006.jpg
130.78	1.03	correct	incongruent	Block1	incongruent/STIM_006.jpg
134.608	0.866	incorrect	incongruent	Block1	incongruent/STIM_006.jpg
137.545	1.157	correct	incongruent	Block1	incongruent/STIM_006.jpg
142.538	1.346	correct	incongruent	Block1	incongruent/STIM_007.jpg
