onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	15.363	incorrect	learning	LS1	PICTURE_405.jpg	i	false alarm
15.363	14.248	correct	learning	LS1	PICTURE_462.jpg	c	hit
29.611	15.059	incorrect	learning	LS1	PICTURE_400.jpg	i	false alarm
44.670	15.547	correct	learning	LS1	PICTURE_462.jpg	i	correct rejection
60.217	15.875	correct	learning	LS1	PICTURE_405.jpg	c	hit
76.092	15.883	correct	learning	LS1	PICTURE_402.jpg	c	hit
91.975	13.813	incorrect	learning	LS1	PICTURE_400.jpg	c	miss
105.788	13.982	correct	learning	LS1	PICTURE_21.jpg	c	hit
119.770	19.105	incorrect	learning	LS1	PICTURE_402.jpg	i	false alarm
138.875	11.601	correct	learning	LS1	PICTURE_21.jpg	i	correct rejection
150.476	12.759	correct	learning	LS2	PICTURE_402.jpg	c	hit
163.235	16.764	correct	learning	LS2	PICTURE_400.jpg	i	correct rejection
179.999	8.625	correct	learning	LS2	PICTURE_405.jpg	c	hit
188.624	9.113	correct	learning	LS2	PICTURE_462.jpg	i	correct rejection
197.737	8.644	correct	learning	LS2	PICTURE_21.jpg	i	correct rejection
206.381	8.651	correct	learning	LS2	PICTURE_462.jpg	c	hit
215.032	11.532	correct	learning	LS2	PICTURE_402.jpg	i	correct rejection
226.564	11.861	correct	learning	LS2	PICTURE_405.jpg	i	correct rejection
238.425	8.037	correct	learning	LS2	PICTURE_21.jpg	c	hit
246.462	20.508	incorrect	learning	LS2	PICTURE_400.jpg	c	miss
266.970	8.394	correct	learning	LS3	PICTURE_21.jpg	i	correct rejection
275.364	7.123	correct	learning	LS3	PICTURE_400.jpg	c	hit
282.487	11.927	correct	learning	LS3	PICTURE_402.jpg	c	hit
294.414	8.418	correct	learning	LS3	PICTURE_21.jpg	c	hit
302.832	7.308	correct	learning	LS3	PICTURE_462.jpg	c	hit
310.140	7.158	correct	learning	LS3	PICTURE_405.jpg	i	correct rejection
317.298	8.443	correct	learning	LS3	PICTURE_462.jpg	i	correct rejection
325.741	8.452	correct	learning	LS3	PICTURE_400.jpg	i	correct rejection
334.193	9.743	correct	learning	LS3	PICTURE_402.jpg	i	correct rejection
343.936	9.431	correct	learning	LS3	PICTURE_405.jpg	c	hit
353.367	8.991	correct	learning	LS4	PICTURE_462.jpg	i	correct rejection
362.358	9.955	correct	learning	LS4	PICTURE_402.jpg	c	hit
372.313	9.155	correct	learning	LS4	PICTURE_400.jpg	i	correct rejection
381.468	7.726	correct	learning	LS4	PICTURE_405.jpg	i	correct rejection
389.194	8.694	correct	learning	LS4	PICTURE_21.jpg	i	correct rejection
397.888	10.141	correct	learning	LS4	PICTURE_402.jpg	i	correct rejection
408.029	9.510	correct	learning	LS4	PICTURE_400.jpg	c	hit
417.539	10.316	correct	learning	LS4	PICTURE_405.jpg	c	hit
427.855	8.886	correct	learning	LS4	PICTURE_21.jpg	c	hit
436.741	8.893	correct	learning	LS4	PICTURE_462.jpg	c	hit
445.634	11.135	incorrect	learning	LS1	PICTURE_599.jpg	i	false alarm
456.769	8.746	correct	learning	LS1	PICTURE_610.jpg	c	hit
465.515	9.713	correct	learning	LS1	PICTURE_43.jpg	c	hit
475.228	15.473	incorrect	learning	LS1	PICTURE_741.jpg	c	miss
