onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	15.363	15363.0	learning	LS1	PICTURE_405.jpg	i	n/a
15.363	14.248	14248.0	learning	LS1	PICTURE_462.jpg	c	n/a
29.611	15.059	15059.0	learning	LS1	PICTURE_400.jpg	i	n/a
44.670	15.547	15547.0	learning	LS1	PICTURE_462.jpg	i	n/a
60.217	15.875	15875.0	learning	LS1	PICTURE_405.jpg	c	n/a
76.092	15.883	15883.0	learning	LS1	PICTURE_402.jpg	c	n/a
91.975	13.813	13813.0	learning	LS1	PICTURE_400.jpg	c	n/a
105.788	13.982	13982.0	learning	LS1	PICTURE_21.jpg	c	n/a
119.770	19.105	19105.0	learning	LS1	PICTURE_402.jpg	i	n/a
138.875	11.601	11601.0	learning	LS1	PICTURE_21.jpg	i	n/a
150.476	12.759	12759.0	learning	LS2	PICTURE_402.jpg	c	n/a
163.235	16.764	16764.0	learning	LS2	PICTURE_400.jpg	i	n/a
179.999	8.625	8625.0	learning	LS2	PICTURE_405.jpg	c	n/a
188.624	9.113	9113.0	learning	LS2	PICTURE_462.jpg	i	n/a
197.737	8.644	8644.0	learning	LS2	PICTURE_21.jpg	i	n/a
206.381	8.651	8651.0	learning	LS2	PICTURE_462.jpg	c	n/a
215.032	11.532	11532.0	learning	LS2	PICTURE_402.jpg	i	n/a
226.564	11.861	11861.0	learning	LS2	PICTURE_405.jpg	i	n/a
238.425	8.037	8037.0	learning	LS2	PICTURE_21.jpg	c	n/a
246.462	20.508	20508.0	learning	LS2	PICTURE_400.jpg	c	n/a
266.970	8.394	8394.0	learning	LS3	PICTURE_21.jpg	i	n/a
275.364	7.123	7123.0	learning	LS3	PICTURE_400.jpg	c	n/a
282.487	11.927	11927.0	learning	LS3	PICTURE_402.jpg	c	n/a
294.414	8.418	8418.0	learning	LS3	PICTURE_21.jpg	c	n/a
302.832	7.308	7308.0	learning	LS3	PICTURE_462.jpg	c	n/a
310.140	7.158	7158.0	learning	LS3	PICTURE_405.jpg	i	n/a
317.298	8.443	8443.0	learning	LS3	PICTURE_462.jpg	i	n/a
325.741	8.452	8452.0	learning	LS3	PICTURE_400.jpg	i	n/a
334.193	9.743	9743.0	learning	LS3	PICTURE_402.jpg	i	n/a
343.936	9.431	9431.0	learning	LS3	PICTURE_405.jpg	c	n/a
353.367	8.991	8991.0	learning	LS4	PICTURE_462.jpg	i	n/a
362.358	9.955	9955.0	learning	LS4	PICTURE_402.jpg	c	n/a
372.313	9.155	9155.0	learning	LS4	PICTURE_400.jpg	i	n/a
381.468	7.726	7726.0	learning	LS4	PICTURE_405.jpg	i	n/a
389.194	8.694	8694.0	learning	LS4	PICTURE_21.jpg	i	n/a
397.888	10.141	10141.0	learning	LS4	PICTURE_402.jpg	i	n/a
408.029	9.510	9510.0	learning	LS4	PICTURE_400.jpg	c	n/a
417.539	10.316	10316.0	learning	LS4	PICTURE_405.jpg	c	n/a
427.855	8.886	8886.0	learning	LS4	PICTURE_21.jpg	c	n/a
436.741	8.893	8893.0	learning	LS4	PICTURE_462.jpg	c	n/a
445.634	11.135	11135.0	learning	LS1	PICTURE_599.jpg	i	n/a
456.769	8.746	8746.0	learning	LS1	PICTURE_610.jpg	c	n/a
465.515	9.713	9713.0	learning	LS1	PICTURE_43.jpg	c	n/a
475.228	15.473	15473.0	learning	LS1	PICTURE_741.jpg	c	n/a
490.701	9.720	9720.0	learning	LS1	PICTURE_247.jpg	i	n/a
500.421	11.164	11164.0	learning	LS1	PICTURE_741.jpg	i	n/a
511.585	16.924	16924.0	learning	LS1	PICTURE_247.jpg	c	n/a
528.509	18.210	18210.0	learning	LS1	PICTURE_599.jpg	c	n/a
546.719	11.506	11506.0	learning	LS1	PICTURE_610.jpg	i	n/a
558.225	9.436	9436.0	learning	LS1	PICTURE_43.jpg	i	n/a
567.661	9.472	9472.0	learning	LS2	PICTURE_247.jpg	i	n/a
577.133	9.804	9804.0	learning	LS2	PICTURE_599.jpg	c	n/a
586.937	7.731	7731.0	learning	LS2	PICTURE_43.jpg	c	n/a
594.668	9.814	9814.0	learning	LS2	PICTURE_741.jpg	i	n/a
604.482	14.457	14457.0	learning	LS2	PICTURE_610.jpg	c	n/a
618.939	10.309	10309.0	learning	LS2	PICTURE_599.jpg	i	n/a
629.248	13.994	13994.0	learning	LS2	PICTURE_741.jpg	c	n/a
643.242	8.569	8569.0	learning	LS2	PICTURE_247.jpg	c	n/a
651.811	8.255	8255.0	learning	LS2	PICTURE_610.jpg	i	n/a
660.066	9.382	9382.0	learning	LS2	PICTURE_43.jpg	i	n/a
669.448	8.778	8778.0	learning	LS3	PICTURE_247.jpg	i	n/a
678.226	8.467	8467.0	learning	LS3	PICTURE_610.jpg	i	n/a
686.693	7.193	7193.0	learning	LS3	PICTURE_247.jpg	c	n/a
693.886	8.478	8478.0	learning	LS3	PICTURE_43.jpg	i	n/a
702.364	8.486	8486.0	learning	LS3	PICTURE_741.jpg	i	n/a
710.850	10.729	10729.0	learning	LS3	PICTURE_599.jpg	c	n/a
721.579	8.181	8181.0	learning	LS3	PICTURE_43.jpg	c	n/a
729.760	11.542	11542.0	learning	LS3	PICTURE_610.jpg	c	n/a
741.302	8.196	8196.0	learning	LS3	PICTURE_599.jpg	i	n/a
749.498	8.044	8044.0	learning	LS3	PICTURE_741.jpg	c	n/a
757.542	7.763	7763.0	learning	LS4	PICTURE_741.jpg	i	n/a
765.305	8.088	8088.0	learning	LS4	PICTURE_599.jpg	c	n/a
773.393	7.137	7137.0	learning	LS4	PICTURE_610.jpg	c	n/a
780.530	7.143	7143.0	learning	LS4	PICTURE_247.jpg	i	n/a
787.673	8.266	8266.0	learning	LS4	PICTURE_610.jpg	i	n/a
795.939	7.792	7792.0	learning	LS4	PICTURE_43.jpg	c	n/a
803.731	8.597	8597.0	learning	LS4	PICTURE_741.jpg	c	n/a
812.328	8.286	8286.0	learning	LS4	PICTURE_43.jpg	i	n/a
820.614	8.775	8775.0	learning	LS4	PICTURE_599.jpg	i	n/a
829.389	16.293	16293.0	learning	LS4	PICTURE_247.jpg	c	n/a
845.682	14.683	14683.0	control	LS1	PICTURE_718.jpg	i	n/a
860.365	8.294	8294.0	control	LS1	PICTURE_430.jpg	c	n/a
868.659	8.294	8294.0	control	LS1	PICTURE_292.jpg	c	n/a
876.953	9.093	9093.0	control	LS1	PICTURE_2.jpg	i	n/a
886.046	9.413	9413.0	control	LS1	PICTURE_286.jpg	c	n/a
895.459	7.983	7983.0	control	LS1	PICTURE_718.jpg	c	n/a
903.442	8.946	8946.0	control	LS1	PICTURE_430.jpg	i	n/a
912.388	9.113	9113.0	control	LS1	PICTURE_2.jpg	c	n/a
921.501	9.123	9123.0	control	LS1	PICTURE_292.jpg	i	n/a
930.624	9.930	9930.0	control	LS1	PICTURE_286.jpg	i	n/a
940.554	8.531	8531.0	control	LS2	PICTURE_718.jpg	c	n/a
949.085	8.697	8697.0	control	LS2	PICTURE_2.jpg	i	n/a
957.782	9.662	9662.0	control	LS2	PICTURE_718.jpg	i	n/a
967.444	12.070	12070.0	control	LS2	PICTURE_2.jpg	c	n/a
979.514	9.201	9201.0	control	LS2	PICTURE_292.jpg	c	n/a
988.715	7.769	7769.0	control	LS2	PICTURE_286.jpg	c	n/a
996.484	7.618	7618.0	control	LS2	PICTURE_430.jpg	c	n/a
1004.102	8.582	8582.0	control	LS2	PICTURE_286.jpg	i	n/a
1012.684	8.272	8272.0	control	LS2	PICTURE_430.jpg	i	n/a
1020.956	7.481	7481.0	control	LS2	PICTURE_292.jpg	i	n/a
1028.437	9.753	9753.0	control	LS3	PICTURE_645.jpg	c	n/a
1038.190	11.199	11199.0	control	LS3	PICTURE_98.jpg	i	n/a
1049.389	11.201	11201.0	control	LS3	PICTURE_134.jpg	i	n/a
1060.590	9.451	9451.0	control	LS3	PICTURE_733.jpg	i	n/a
1070.041	9.776	9776.0	control	LS3	PICTURE_731.jpg	c	n/a
1079.817	7.698	7698.0	control	LS3	PICTURE_134.jpg	c	n/a
1087.515	14.414	14414.0	control	LS3	PICTURE_733.jpg	c	n/a
1101.929	10.588	10588.0	control	LS3	PICTURE_98.jpg	c	n/a
1112.517	9.320	9320.0	control	LS3	PICTURE_731.jpg	i	n/a
1121.837	8.846	8846.0	control	LS3	PICTURE_645.jpg	i	n/a
1130.683	8.725	8725.0	control	LS4	PICTURE_731.jpg	i	n/a
1139.408	6.974	6974.0	control	LS4	PICTURE_733.jpg	c	n/a
1146.382	7.622	7622.0	control	LS4	PICTURE_134.jpg	c	n/a
1154.004	13.702	13702.0	control	LS4	PICTURE_645.jpg	i	n/a
1167.706	10.666	10666.0	control	LS4	PICTURE_134.jpg	i	n/a
1178.372	10.515	10515.0	control	LS4	PICTURE_645.jpg	c	n/a
1188.887	7.804	7804.0	control	LS4	PICTURE_98.jpg	c	n/a
1196.691	8.451	8451.0	control	LS4	PICTURE_731.jpg	c	n/a
1205.142	15.170	15170.0	control	LS4	PICTURE_98.jpg	i	n/a
1220.312	12.460	12460.0	control	LS4	PICTURE_733.jpg	i	n/a
1232.772	9.589	9589.0	learning	LS1	PICTURE_23.jpg	i	n/a
1242.361	8.957	8957.0	learning	LS1	PICTURE_297.jpg	i	n/a
1251.318	10.564	10564.0	learning	LS1	PICTURE_746.jpg	c	n/a
1261.882	11.846	11846.0	learning	LS1	PICTURE_235.jpg	i	n/a
1273.728	13.934	13934.0	learning	LS1	PICTURE_297.jpg	c	n/a
1287.662	7.069	7069.0	learning	LS1	PICTURE_23.jpg	c	n/a
1294.731	13.631	13631.0	learning	LS1	PICTURE_720.jpg	i	n/a
1308.362	13.639	13639.0	learning	LS1	PICTURE_235.jpg	c	n/a
1322.001	14.606	14606.0	learning	LS1	PICTURE_720.jpg	c	n/a
1336.607	18.285	18285.0	learning	LS1	PICTURE_746.jpg	i	n/a
