onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
211.789	n/a	to late	learning	LS1	h80_p30_k_down_q2_right.jpg	n/a
258.45	1.568	correct	learning	LS1	h61_p5_k_up_q2_right.jpg	98
305.277	1.252	correct	learning	LS1	h76_p29_k_down_q1_left.jpg	98
352.104	1.399	correct	learning	LS1	h61_p25_i_up_left.jpg	97
398.932	1.003	correct	learning	LS1	h50_p45_k_up_q3_right.jpg	98
445.759	1.95	correct	learning	LS1	h80_p25_i_down_right.jpg	97
492.586	0.945	correct	learning	LS1	h102_p40_k_down_q2_right.jpg	98
539.414	1.636	correct	learning	LS1	h50_p37_i_up_right.jpg	97
586.574	1.303	correct	learning	LS1	h76_p49_i_down_right.jpg	97
633.901	0.888	correct	learning	LS1	h102_p43_i_down_left.jpg	97
726.39	1.172	correct	learning	LS2	h50_p21_i_up_right.jpg	97
773.55	1.19	incorrect	learning	LS2	h61_p15_i_up_right.jpg	98
820.711	0.872	correct	learning	LS2	h102_p20_i_down_left.jpg	97
867.871	2.233	correct	learning	LS2	h80_p16_i_down_right.jpg	97
915.032	1.372	correct	learning	LS2	h61_p5_k_up_q2_right.jpg	98
962.193	1.502	correct	learning	LS2	h50_p45_k_up_q3_right.jpg	98
1009.353	0.976	correct	learning	LS2	h76_p29_k_down_q1_left.jpg	98
1056.514	1.25	correct	learning	LS2	h80_p30_k_down_q2_right.jpg	98
1103.675	0.82	correct	learning	LS2	h76_p11_i_down_right.jpg	97
1150.835	0.806	correct	learning	LS2	h102_p40_k_down_q2_right.jpg	98
1242.99	2.242	correct	learning	LS3	h61_p25_i_up_left.jpg	97
1289.984	0.726	correct	learning	LS3	h102_p40_k_down_q2_right.jpg	98
1336.978	0.696	correct	learning	LS3	h80_p30_k_down_q2_right.jpg	98
1383.805	1.004	correct	learning	LS3	h76_p49_i_down_right.jpg	97
1430.799	0.99	correct	learning	LS3	h50_p45_k_up_q3_right.jpg	98
1477.793	0.833	correct	learning	LS3	h61_p5_k_up_q2_right.jpg	98
1524.621	0.693	correct	learning	LS3	h76_p29_k_down_q1_left.jpg	98
1571.448	0.872	correct	learning	LS3	h102_p43_i_down_left.jpg	97
1618.275	1.179	correct	learning	LS3	h50_p37_i_up_right.jpg	97
1665.102	1.758	correct	learning	LS3	h80_p25_i_down_right.jpg	97
1757.424	1.131	correct	learning	LS4	h76_p29_k_down_q1_left.jpg	98
1804.751	1.612	correct	learning	LS4	h50_p21_i_up_right.jpg	97
1852.079	1.23	correct	learning	LS4	h80_p16_i_down_right.jpg	97
1899.406	1.087	correct	learning	LS4	h102_p20_i_down_left.jpg	97
1946.566	0.913	correct	learning	LS4	h76_p11_i_down_right.jpg	97
1993.894	1.555	correct	learning	LS4	h61_p15_i_up_right.jpg	97
2041.054	0.837	correct	learning	LS4	h102_p40_k_down_q2_right.jpg	98
2088.215	1.063	correct	learning	LS4	h50_p45_k_up_q3_right.jpg	98
2135.375	0.809	correct	learning	LS4	h80_p30_k_down_q2_right.jpg	98
2182.536	0.859	correct	learning	LS4	h61_p5_k_up_q2_right.jpg	98
2455.501	1.471	correct	control	LS1	h50_p45_k_up_q3_right.jpg	97
2501.495	1.398	correct	control	LS1	h97_p23_k_down_q2_right.jpg	97
2547.489	1.565	correct	control	LS1	h88_p16_i_down_right.jpg	97
2593.483	1.492	correct	control	LS1	h38_p37_k_up_q3_right.jpg	97
2639.477	2.058	correct	control	LS1	h50_p21_i_up_right.jpg	97
2685.472	1.825	correct	control	LS1	h38_p25_i_up_left.jpg	98
2731.466	1.752	correct	control	LS1	h88_p35_k_down_q1_left.jpg	98
2777.46	1.631	correct	control	LS1	h56_p13_k_up_q2_right.jpg	97
2823.454	1.302	correct	control	LS1	h97_p33_i_down_right.jpg	97
2869.781	1.067	correct	control	LS1	h56_p2_i_up_left.jpg	98
2961.436	1.738	correct	control	LS2	h56_p13_k_up_q2_right.jpg	97
3007.764	1.615	correct	control	LS2	h50_p45_k_up_q3_right.jpg	97
3054.091	1.445	correct	control	LS2	h97_p35_i_down_left.jpg	98
3100.418	n/a	to late	control	LS2	h88_p35_k_down_q1_left.jpg	n/a
3151.745	1.292	correct	control	LS2	h38_p47_i_up_left.jpg	98
3197.906	1.01	correct	control	LS2	h56_p49_i_up_left.jpg	98
3244.067	1.928	correct	control	LS2	h50_p37_i_up_right.jpg	97
3290.227	1.39	correct	control	LS2	h97_p23_k_down_q2_right.jpg	97
3336.388	1.54	correct	control	LS2	h38_p37_k_up_q3_right.jpg	97
3382.549	1.994	correct	control	LS2	h88_p2_i_down_right.jpg	97
3473.87	1.866	correct	control	LS3	h97_p23_k_down_q2_right.jpg	97
3519.865	1.201	correct	control	LS3	h56_p2_i_up_left.jpg	98
3565.859	1.432	correct	control	LS3	h88_p16_i_down_right.jpg	97
3612.019	0.734	correct	control	LS3	h38_p37_k_up_q3_right.jpg	97
3658.013	0.741	correct	control	LS3	h56_p13_k_up_q2_right.jpg	97
3704.174	0.635	correct	control	LS3	h97_p33_i_down_right.jpg	97
3750.168	0.498	correct	control	LS3	h50_p45_k_up_q3_right.jpg	97
3796.162	0.713	correct	control	LS3	h38_p25_i_up_left.jpg	98
3842.157	0.831	correct	control	LS3	h50_p21_i_up_right.jpg	97
3888.151	0.838	correct	control	LS3	h88_p35_k_down_q1_left.jpg	98
3979.472	0.966	correct	control	LS4	h56_p49_i_up_left.jpg	98
4025.8	0.636	correct	control	LS4	h97_p35_i_down_left.jpg	98
4072.127	0.433	correct	control	LS4	h97_p23_k_down_q2_right.jpg	97
4118.454	0.759	correct	control	LS4	h56_p13_k_up_q2_right.jpg	97
4164.782	0.844	correct	control	LS4	h88_p35_k_down_q1_left.jpg	98
4211.109	0.626	correct	control	LS4	h38_p47_i_up_left.jpg	98
4257.437	0.679	correct	control	LS4	h50_p45_k_up_q3_right.jpg	97
4303.597	1.469	correct	control	LS4	h50_p37_i_up_right.jpg	97
4349.758	0.867	correct	control	LS4	h38_p37_k_up_q3_right.jpg	97
4395.919	0.825	correct	control	LS4	h88_p2_i_down_right.jpg	97
4667.884	1.138	incorrect	learning	LS1	h101_p37_i_down_left.jpg	98
4714.878	1.093	incorrect	learning	LS1	h93_p48_i_down_left.jpg	98
4761.872	1.239	correct	learning	LS1	h57_p36_k_down_q1_left.jpg	98
4808.866	0.682	correct	learning	LS1	h101_p49_k_down_q2_right.jpg	98
4855.693	1.486	incorrect	learning	LS1	h60_p48_i_up_right.jpg	98
4902.52	1.265	incorrect	learning	LS1	h34_p21_i_up_right.jpg	98
4949.514	1.3	correct	learning	LS1	h93_p27_k_down_q1_left.jpg	98
4996.342	1.111	correct	learning	LS1	h34_p41_k_up_q4_left.jpg	98
5043.169	1.61	correct	learning	LS1	h57_p34_i_down_left.jpg	97
5090.163	1.005	correct	learning	LS1	h60_p49_k_up_q4_left.jpg	98
5182.651	1.065	correct	learning	LS2	h60_p35_i_up_right.jpg	97
5229.978	0.986	correct	learning	LS2	h34_p17_i_up_left.jpg	97
5277.139	1.164	correct	learning	LS2	h101_p21_i_down_left.jpg	97
5324.466	0.894	correct	learning	LS2	h93_p27_k_down_q1_left.jpg	98
5371.627	1.184	correct	learning	LS2	h60_p49_k_up_q4_left.jpg	98
5418.954	1.009	correct	learning	LS2	h57_p15_i_down_left.jpg	97
5466.115	0.659	correct	learning	LS2	h101_p49_k_down_q2_right.jpg	98
5513.275	1.109	correct	learning	LS2	h34_p41_k_up_q4_left.jpg	98
5560.436	1.159	correct	learning	LS2	h93_p35_i_down_left.jpg	97
5607.597	1.081	correct	learning	LS2	h57_p36_k_down_q1_left.jpg	98
5699.752	0.95	correct	learning	LS3	h101_p49_k_down_q2_right.jpg	98
5746.912	1.416	correct	learning	LS3	h57_p34_i_down_left.jpg	97
5793.739	0.924	correct	learning	LS3	h34_p41_k_up_q4_left.jpg	98
5840.733	0.814	correct	learning	LS3	h93_p27_k_down_q1_left.jpg	98
5887.561	0.898	correct	learning	LS3	h101_p37_i_down_left.jpg	97
5934.388	1.013	correct	learning	LS3	h60_p48_i_up_right.jpg	97
5981.215	1.241	correct	learning	LS3	h34_p21_i_up_right.jpg	97
6028.209	1.451	correct	learning	LS3	h60_p49_k_up_q4_left.jpg	98
6075.203	1.326	correct	learning	LS3	h93_p48_i_down_left.jpg	97
6122.031	1.266	correct	learning	LS3	h57_p36_k_down_q1_left.jpg	98
6214.186	1.086	correct	learning	LS4	h34_p17_i_up_left.jpg	97
6261.513	0.832	correct	learning	LS4	h93_p27_k_down_q1_left.jpg	98
6308.84	0.881	correct	learning	LS4	h60_p35_i_up_right.jpg	97
6356.167	1.299	correct	learning	LS4	h101_p49_k_down_q2_right.jpg	98
6403.495	1.028	correct	learning	LS4	h57_p15_i_down_left.jpg	97
6450.822	0.902	correct	learning	LS4	h93_p35_i_down_left.jpg	97
6497.982	1.112	correct	learning	LS4	h101_p21_i_down_left.jpg	97
6545.31	0.953	correct	learning	LS4	h57_p36_k_down_q1_left.jpg	98
6592.47	1.163	correct	learning	LS4	h60_p49_k_up_q4_left.jpg	98
6639.631	0.989	correct	learning	LS4	h34_p41_k_up_q4_left.jpg	98
6912.763	2.081	correct	control	LS1	h84_p8_k_down_q3_right.jpg	98
6958.757	0.744	correct	control	LS1	h102_p20_i_down_left.jpg	97
7004.917	0.958	correct	control	LS1	h57_p15_i_down_left.jpg	97
7050.912	0.565	correct	control	LS1	h102_p40_k_down_q2_right.jpg	98
7096.906	0.572	correct	control	LS1	h61_p15_i_up_right.jpg	98
7142.9	0.659	correct	control	LS1	h75_p13_i_down_left.jpg	97
7188.894	0.554	correct	control	LS1	h61_p5_k_up_q2_right.jpg	98
7234.888	0.704	correct	control	LS1	h84_p34_i_down_left.jpg	97
7280.882	0.519	correct	control	LS1	h75_p37_k_down_q1_left.jpg	97
7326.876	0.718	correct	control	LS1	h57_p36_k_down_q1_left.jpg	97
7418.531	0.668	correct	control	LS2	h61_p25_i_up_left.jpg	97
7464.858	0.625	correct	control	LS2	h84_p47_i_down_right.jpg	98
7511.186	0.599	correct	control	LS2	h57_p36_k_down_q1_left.jpg	97
7557.513	0.732	correct	control	LS2	h102_p43_i_down_left.jpg	97
7603.841	0.674	correct	control	LS2	h102_p40_k_down_q2_right.jpg	98
7650.001	1.16	correct	control	LS2	h75_p16_i_down_right.jpg	98
7696.162	0.654	correct	control	LS2	h57_p34_i_down_left.jpg	97
7742.323	0.436	correct	control	LS2	h84_p8_k_down_q3_right.jpg	98
7788.484	0.554	correct	control	LS2	h61_p5_k_up_q2_right.jpg	98
7834.644	0.672	correct	control	LS2	h75_p37_k_down_q1_left.jpg	97
7925.966	1.136	correct	control	LS3	h57_p36_k_down_q1_left.jpg	97
