onset	duration	response_time_ms	trial_type	learning_stage	stimulus	response_port
241.563	1.7	1700.1	learning	LS1	h51_p24_k_up_q3_right.jpg	97
288.261	1.984	1984.4	learning	LS1	h101_p49_k_down_q2_right.jpg	97
335.127	2.14	2140.0	learning	LS1	h34_p17_i_up_left.jpg	98
381.992	1.736	1736.0	learning	LS1	h61_p5_k_up_q2_right.jpg	97
428.691	2.084	2083.9	learning	LS1	h101_p21_i_down_left.jpg	97
475.556	2.351	2351.4	learning	LS1	h61_p15_i_up_right.jpg	97
522.088	2.396	2396.4	learning	LS1	h34_p41_k_up_q4_left.jpg	98
568.786	1.754	1753.7	learning	LS1	h102_p40_k_down_q2_right.jpg	97
615.485	1.734	1734.3	learning	LS1	h51_p13_i_up_right.jpg	98
662.184	2.05	2050.2	learning	LS1	h102_p20_i_down_left.jpg	97
753.913	2.578	2577.7	learning	LS2	h101_p49_k_down_q2_right.jpg	98
800.612	1.2	1199.7	learning	LS2	h51_p17_i_up_left.jpg	97
847.31	1.1	1100.2	learning	LS2	h102_p40_k_down_q2_right.jpg	98
894.176	1.336	1335.9	learning	LS2	h101_p37_i_down_left.jpg	97
940.874	1.252	1252.2	learning	LS2	h51_p24_k_up_q3_right.jpg	98
987.573	1.233	1233.1	learning	LS2	h61_p25_i_up_left.jpg	97
1034.105	1.15	1150.5	learning	LS2	h34_p41_k_up_q4_left.jpg	98
1080.97	1.61	1609.7	learning	LS2	h102_p43_i_down_left.jpg	97
1127.835	1.142	1142.3	learning	LS2	h34_p21_i_up_right.jpg	97
1174.534	1.522	1522.4	learning	LS2	h61_p5_k_up_q2_right.jpg	98
1266.263	2.13	2129.8	learning	LS3	h61_p15_i_up_right.jpg	97
1312.795	1.025	1024.6	learning	LS3	h51_p24_k_up_q3_right.jpg	98
1359.494	2.475	2475.1	learning	LS3	h101_p21_i_down_left.jpg	97
1406.026	1.034	1033.9	learning	LS3	h51_p13_i_up_right.jpg	97
1452.557	2.5	2500.3	learning	LS3	h101_p49_k_down_q2_right.jpg	97
1498.922	0.981	980.8	learning	LS3	h34_p17_i_up_left.jpg	97
1545.454	1.026	1025.6	learning	LS3	h102_p40_k_down_q2_right.jpg	98
