onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
212.337	1.834	correct	learning	LS1	h50_p37_i_up_right.jpg	97
259.664	1.257	correct	learning	LS1	h88_p35_k_down_q1_left.jpg	98
306.825	1.161	incorrect	learning	LS1	h75_p37_k_down_q1_left.jpg	97
353.986	1.529	incorrect	learning	LS1	h57_p34_i_down_left.jpg	98
401.313	1.703	correct	learning	LS1	h75_p16_i_down_right.jpg	97
448.474	1.687	incorrect	learning	LS1	h61_p25_i_up_left.jpg	98
495.634	1.207	correct	learning	LS1	h88_p2_i_down_right.jpg	97
542.962	2.07	incorrect	learning	LS1	h57_p36_k_down_q1_left.jpg	97
590.122	1.206	correct	learning	LS1	h50_p45_k_up_q3_right.jpg	98
637.283	1.461	incorrect	learning	LS1	h61_p5_k_up_q2_right.jpg	97
729.604	1.661	correct	learning	LS2	h75_p13_i_down_left.jpg	97
776.598	1.469	correct	learning	LS2	h50_p21_i_up_right.jpg	97
823.759	1.086	correct	learning	LS2	h61_p5_k_up_q2_right.jpg	98
870.753	1.565	correct	learning	LS2	h57_p15_i_down_left.jpg	97
917.913	1.022	correct	learning	LS2	h50_p45_k_up_q3_right.jpg	98
964.907	1.262	incorrect	learning	LS2	h88_p35_k_down_q1_left.jpg	97
1011.901	1.614	correct	learning	LS2	h57_p36_k_down_q1_left.jpg	98
1058.729	1.487	correct	learning	LS2	h88_p16_i_down_right.jpg	97
1105.556	1.632	incorrect	learning	LS2	h61_p15_i_up_right.jpg	98
1152.55	1.856	correct	learning	LS2	h75_p37_k_down_q1_left.jpg	98
1244.871	1.528	correct	learning	LS3	h57_p36_k_down_q1_left.jpg	98
1292.199	1.239	correct	learning	LS3	h50_p37_i_up_right.jpg	97
1340.026	1.108	correct	learning	LS3	h88_p2_i_down_right.jpg	97
1388.02	1.456	correct	learning	LS3	h61_p5_k_up_q2_right.jpg	98
1435.347	1.136	correct	learning	LS3	h57_p34_i_down_left.jpg	97
1482.508	1.199	correct	learning	LS3	h75_p16_i_down_right.jpg	97
1529.835	0.878	correct	learning	LS3	h50_p45_k_up_q3_right.jpg	98
1577.162	0.734	correct	learning	LS3	h75_p37_k_down_q1_left.jpg	98
1624.323	0.606	correct	learning	LS3	h88_p35_k_down_q1_left.jpg	98
1671.483	0.845	correct	learning	LS3	h61_p25_i_up_left.jpg	97
1763.805	0.9	correct	learning	LS4	h88_p35_k_down_q1_left.jpg	98
1810.965	1.044	correct	learning	LS4	h57_p36_k_down_q1_left.jpg	98
1858.126	0.916	correct	learning	LS4	h75_p13_i_down_left.jpg	97
1904.953	0.869	correct	learning	LS4	h50_p45_k_up_q3_right.jpg	98
1951.947	0.709	correct	learning	LS4	h75_p37_k_down_q1_left.jpg	98
1998.941	1.045	incorrect	learning	LS4	h61_p5_k_up_q2_right.jpg	97
2045.935	1.174	correct	learning	LS4	h88_p16_i_down_right.jpg	97
2092.929	1.03	correct	learning	LS4	h57_p15_i_down_left.jpg	97
2139.757	1.031	correct	learning	LS4	h61_p15_i_up_right.jpg	97
2186.751	1.048	correct	learning	LS4	h50_p21_i_up_right.jpg	97
2460.216	2.22	correct	control	LS1	h20_p53_k_up_q3_right.jpg	97
2506.543	1.919	correct	control	LS1	h88_p16_i_down_right.jpg	97
2553.037	1.89	correct	control	LS1	h20_p12_i_up_right.jpg	97
2599.364	1.365	correct	control	LS1	h77_p16_i_down_right.jpg	97
2645.525	0.874	correct	control	LS1	h55_p11_i_down_right.jpg	97
2691.686	1.437	correct	control	LS1	h88_p35_k_down_q1_left.jpg	98
2737.847	0.466	correct	control	LS1	h55_p24_k_down_q4_left.jpg	98
2784.007	1.445	correct	control	LS1	h93_p27_k_down_q1_left.jpg	98
2830.168	1.081	correct	control	LS1	h77_p42_k_down_q1_left.jpg	98
2876.329	0.941	correct	control	LS1	h93_p35_i_down_left.jpg	98
2967.65	1.8	correct	control	LS2	h88_p2_i_down_right.jpg	97
3013.811	1.004	correct	control	LS2	h93_p48_i_down_left.jpg	98
3059.805	1.152	correct	control	LS2	h93_p27_k_down_q1_left.jpg	98
3105.966	0.916	correct	control	LS2	h55_p15_i_down_left.jpg	98
3152.127	0.553	correct	control	LS2	h55_p24_k_down_q4_left.jpg	98
3198.287	0.477	correct	control	LS2	h77_p35_i_down_left.jpg	98
3244.282	0.546	correct	control	LS2	h88_p35_k_down_q1_left.jpg	98
