trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
1	go	1	go_only	1	0	54	0.874216	784.924860	5716.855907	897.861878	200927.227465	19799.978229
2	go	1	go_only	1	0	37	0.590571	621.458725	4803.728729	1052.301815	113026.258587	24717.424019
3	go	1	go_only	1	0	43	0.691584	611.949601	2658.403010	884.851655	80672.259016	19124.103981
4	go	1	go_only	1	0	32	0.507469	597.213336	2817.290535	1176.847629	72612.040603	23716.630362
5	go	1	go_only	1	0	38	0.611869	624.121528	4439.079366	1020.024591	249232.587405	23446.026322
6	go	1	go_only	1	0	22	0.342382	503.180302	4059.107344	1469.644181	112787.759085	32863.721148
7	go	1	go_only	1	0	34	0.543412	777.007317	6493.684449	1429.868319	226378.241635	36739.912472
8	go	1	go_only	1	0	33	0.526794	597.372052	5010.362101	1133.976567	222481.379620	28559.637832
9	go	1	go_only	1	0	26	0.409528	650.914329	5456.778335	1589.426868	122908.704845	32564.816722
10	go	1	go_only	1	0	26	0.409595	597.552093	7356.456566	1458.886291	255492.533620	43776.422838
11	go	1	go_only	1	0	27	0.424001	588.375637	5810.703151	1387.675770	121384.730949	37297.317187
12	go	1	go_only	1	0	33	0.525941	626.901161	4319.269692	1191.960095	110383.658517	26045.296532
13	go	1	go_only	1	0	28	0.442079	589.090642	5430.133760	1332.544882	168491.885101	41652.966987
14	go	1	go_only	1	0	31	0.492108	564.671368	3758.282660	1147.454618	129486.580244	30638.381400
15	go	1	go_only	1	0	29	0.459678	591.770886	8831.368659	1287.360720	283399.568910	41749.633417
17	go	1	go_only	1	0	37	0.593142	643.971123	4757.708618	1085.694696	234313.338654	23955.800187
18	go	1	go_only	1	0	34	0.544716	686.429384	6178.639779	1260.160359	223763.096425	27965.454933
20	go	2	go_nogo_prac	1	0	37	0.593394	628.693075	4294.454930	1059.487276	123000.317747	24986.063813
21	go	2	go_nogo_prac	1	0	31	0.493047	662.176550	6456.251733	1343.029810	175494.048547	27851.830310
22	go	2	go_nogo_prac	1	0	25	0.393605	583.418073	8052.838325	1482.242535	300520.128617	43863.626307
