onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	n/a	n/a	learning	LS1	PICTURE_247.jpg	i	late
25.000	8.377	correct	learning	LS1	PICTURE_599.jpg	c	hit
33.377	7.592	incorrect	learning	LS1	PICTURE_741.jpg	c	miss
40.969	12.719	incorrect	learning	LS1	PICTURE_610.jpg	i	false alarm
53.688	11.931	correct	learning	LS1	PICTURE_43.jpg	c	hit
65.619	12.422	incorrect	learning	LS1	PICTURE_599.jpg	i	false alarm
78.041	16.274	correct	learning	LS1	PICTURE_610.jpg	c	hit
94.315	17.086	incorrect	learning	LS1	PICTURE_43.jpg	i	false alarm
111.401	14.222	incorrect	learning	LS1	PICTURE_741.jpg	i	false alarm
125.623	10.879	correct	learning	LS1	PICTURE_247.jpg	c	hit
136.502	15.241	incorrect	learning	LS2	PICTURE_599.jpg	i	false alarm
151.743	12.219	incorrect	learning	LS2	PICTURE_247.jpg	i	false alarm
163.962	12.391	correct	learning	LS2	PICTURE_43.jpg	i	correct rejection
176.353	12.564	incorrect	learning	LS2	PICTURE_610.jpg	i	false alarm
188.917	11.939	correct	learning	LS2	PICTURE_247.jpg	c	hit
200.856	9.715	correct	learning	LS2	PICTURE_741.jpg	c	hit
210.571	10.686	correct	learning	LS2	PICTURE_43.jpg	c	hit
221.257	10.381	correct	learning	LS2	PICTURE_599.jpg	c	hit
231.638	12.791	incorrect	learning	LS2	PICTURE_610.jpg	c	miss
244.429	10.888	correct	learning	LS2	PICTURE_741.jpg	i	correct rejection
255.317	15.728	correct	learning	LS3	PICTURE_599.jpg	c	hit
271.045	12.226	correct	learning	LS3	PICTURE_247.jpg	i	correct rejection
283.271	10.963	correct	learning	LS3	PICTURE_610.jpg	c	hit
294.234	9.857	correct	learning	LS3	PICTURE_247.jpg	c	hit
304.091	9.870	correct	learning	LS3	PICTURE_43.jpg	c	hit
313.961	12.440	correct	learning	LS3	PICTURE_599.jpg	i	correct rejection
326.401	9.256	correct	learning	LS3	PICTURE_741.jpg	c	hit
335.657	9.747	correct	learning	LS3	PICTURE_43.jpg	i	correct rejection
345.404	13.915	correct	learning	LS3	PICTURE_610.jpg	i	correct rejection
359.319	10.729	correct	learning	LS3	PICTURE_741.jpg	i	correct rejection
370.048	10.143	correct	learning	LS4	PICTURE_610.jpg	i	correct rejection
380.191	9.194	correct	learning	LS4	PICTURE_247.jpg	i	correct rejection
389.385	10.165	correct	learning	LS4	PICTURE_741.jpg	i	correct rejection
399.550	8.739	correct	learning	LS4	PICTURE_247.jpg	c	hit
408.289	10.031	correct	learning	LS4	PICTURE_43.jpg	c	hit
418.320	8.925	correct	learning	LS4	PICTURE_741.jpg	c	hit
427.245	9.419	correct	learning	LS4	PICTURE_599.jpg	c	hit
436.664	9.433	correct	learning	LS4	PICTURE_43.jpg	i	correct rejection
446.097	11.047	correct	learning	LS4	PICTURE_610.jpg	c	hit
457.144	10.419	correct	learning	LS4	PICTURE_599.jpg	i	correct rejection
467.563	19.397	incorrect	control	LS1	PICTURE_350.jpg	c	miss
486.960	15.090	correct	control	LS1	PICTURE_549.jpg	i	correct rejection
502.050	10.310	correct	control	LS1	PICTURE_485.jpg	i	correct rejection
512.360	12.081	correct	control	LS1	PICTURE_418.jpg	c	hit
524.441	9.055	correct	control	LS1	PICTURE_498.jpg	i	correct rejection
533.496	10.991	correct	control	LS1	PICTURE_549.jpg	c	hit
544.487	9.726	correct	control	LS1	PICTURE_485.jpg	c	hit
554.213	8.619	correct	control	LS1	PICTURE_498.jpg	c	hit
562.832	8.953	correct	control	LS1	PICTURE_418.jpg	i	correct rejection
571.785	12.485	incorrect	control	LS1	PICTURE_350.jpg	i	false alarm
584.270	13.809	correct	control	LS2	PICTURE_498.jpg	i	correct rejection
598.079	9.188	correct	control	LS2	PICTURE_418.jpg	i	correct rejection
607.267	9.520	correct	control	LS2	PICTURE_549.jpg	i	correct rejection
616.787	8.096	correct	control	LS2	PICTURE_350.jpg	i	correct rejection
624.883	9.707	correct	control	LS2	PICTURE_485.jpg	i	correct rejection
634.590	9.401	correct	control	LS2	PICTURE_350.jpg	c	hit
643.991	6.696	correct	control	LS2	PICTURE_549.jpg	c	hit
650.687	7.988	correct	control	LS2	PICTURE_418.jpg	c	hit
658.675	7.683	correct	control	LS2	PICTURE_485.jpg	c	hit
666.358	7.217	correct	control	LS2	PICTURE_498.jpg	c	hit
673.575	9.504	correct	control	LS3	PICTURE_663.jpg	c	hit
683.079	8.239	correct	control	LS3	PICTURE_552.jpg	i	correct rejection
691.318	8.413	correct	control	LS3	PICTURE_314.jpg	i	correct rejection
699.731	9.065	correct	control	LS3	PICTURE_663.jpg	i	correct rejection
708.796	9.238	correct	control	LS3	PICTURE_476.jpg	i	correct rejection
718.034	8.134	correct	control	LS3	PICTURE_552.jpg	c	hit
726.168	9.106	correct	control	LS3	PICTURE_476.jpg	c	hit
735.274	9.434	correct	control	LS3	PICTURE_388.jpg	i	correct rejection
744.708	8.487	correct	control	LS3	PICTURE_314.jpg	c	hit
753.195	9.140	correct	control	LS3	PICTURE_388.jpg	c	hit
762.335	9.030	correct	control	LS4	PICTURE_314.jpg	i	correct rejection
771.365	8.564	correct	control	LS4	PICTURE_663.jpg	c	hit
779.929	7.777	correct	control	LS4	PICTURE_476.jpg	i	correct rejection
787.706	7.951	correct	control	LS4	PICTURE_314.jpg	c	hit
795.657	7.642	correct	control	LS4	PICTURE_476.jpg	c	hit
803.299	8.773	correct	control	LS4	PICTURE_388.jpg	c	hit
812.072	9.907	correct	control	LS4	PICTURE_552.jpg	i	correct rejection
821.979	8.800	correct	control	LS4	PICTURE_388.jpg	i	correct rejection
830.779	8.657	correct	control	LS4	PICTURE_663.jpg	i	correct rejection
839.436	8.668	correct	control	LS4	PICTURE_552.jpg	c	hit
848.104	12.213	incorrect	learning	LS1	PICTURE_405.jpg	c	miss
