trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.706398	1	stopped_near_deadline	0	n/a	0
2	go	1	go_only	1	1	1	0.926922	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.926922	1
3	go	1	go_only	1	1	1	0.712091	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.712091	1
4	go	1	go_only	1	1	1	0.674839	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.674839	1
5	go	1	go_only	1	1	1	0.675902	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.675902	1
6	go	1	go_only	1	1	1	0.559202	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.559202	1
7	go	1	go_only	1	1	1	0.644025	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644025	1
8	go	1	go_only	1	1	1	0.493609	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493609	1
9	go	1	go_only	1	1	1	0.477412	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.477412	1
10	go	1	go_only	1	1	1	0.444925	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.444925	1
11	go	1	go_only	1	1	1	0.626623	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.626623	1
12	go	1	go_only	1	1	1	0.545051	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545051	1
13	go	1	go_only	1	1	1	0.644662	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.644662	1
14	go	1	go_only	1	1	1	0.544685	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.544685	1
15	go	1	go_only	1	1	1	0.577930	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.577930	1
16	go	1	go_only	1	1	1	0.545492	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.545492	1
