onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	7.499	FLOW_B	B	1	1	1	3 + 109	112	112.0	7499.3	1	0
11.555	5.516	FLOW_B	B	1	2	1	7 + 109	116	106.0	5515.9	0	0
21.111	1.982	FLOW_B	B	1	3	1	103 + 7	110	110.0	1982.0	1	0
27.139	10.876	FLOW_B	B	1	4	1	8 + 105	113	113.0	10876.5	1	0
42.054	3.436	FLOW_B	B	1	5	1	100 + 8	108	108.0	3435.8	1	0
49.491	1.964	FLOW_B	B	1	6	1	8 + 100	108	108.0	1964.0	1	0
55.508	7.18	FLOW_B	B	1	7	1	103 + 8	111	111.0	7180.4	1	0
66.743	2.042	FLOW_B	B	1	8	1	101 + 4	105	105.0	2041.8	1	0
72.79	1.941	FLOW_B	B	1	9	1	2 + 108	110	110.0	1941.4	1	0
78.742	1.814	FLOW_B	B	1	10	1	5 + 105	110	110.0	1813.9	1	0
84.558	2.572	FLOW_B	B	1	11	1	6 + 101	107	107.0	2572.5	1	0
91.183	1.69	FLOW_B	B	1	12	1	101 + 4	105	105.0	1689.5	1	0
96.88	6.582	FLOW_B	B	1	13	1	7 + 107	114	114.0	6581.8	1	0
107.486	2.74	FLOW_B	B	1	14	1	102 + 4	106	106.0	2739.8	1	0
114.245	6.812	FLOW_B	B	1	15	1	107 + 8	115	115.0	6812.4	1	0
125.105	4.192	FLOW_B	B	1	16	1	5 + 108	113	113.0	4192.0	1	0
133.344	11.332	FLOW_B	B	1	17	1	7 + 107	114	114.0	11331.7	1	0
148.725	1.81	FLOW_B	B	1	18	1	1 + 109	110	110.0	1809.8	1	0
154.586	1.535	FLOW_B	B	1	19	1	5 + 105	110	110.0	1535.2	1	0
160.171	1.866	FLOW_B	B	1	20	1	5 + 104	109	109.0	1866.5	1	0
166.091	2.541	FLOW_B	B	1	21	1	105 + 4	109	109.0	2540.8	1	0
208.786	18.006	FLOW_O	O	2	1	6	75 + 107 + 58 + 47	287	n/a	18006.2	0	1
230.838	18.002	FLOW_O	O	2	2	6	42 + 106 + 37 + 48	233	n/a	18001.6	0	1
