onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	12.698	0	learning	LS1	PICTURE_592.jpg	i
12.698	n/a	n/a	learning	LS1	PICTURE_379.jpg	i
37.698	n/a	n/a	learning	LS1	PICTURE_465.jpg	c
62.698	n/a	n/a	learning	LS1	PICTURE_692.jpg	c
87.698	14.374	1	learning	LS1	PICTURE_592.jpg	c
102.072	n/a	n/a	learning	LS1	PICTURE_640.jpg	i
127.072	12.105	1	learning	LS1	PICTURE_379.jpg	c
139.177	14.417	1	learning	LS1	PICTURE_640.jpg	c
153.594	15.768	1	learning	LS1	PICTURE_692.jpg	i
169.362	9.443	0	learning	LS1	PICTURE_465.jpg	i
178.805	16.011	0	learning	LS2	PICTURE_640.jpg	i
194.816	10.965	1	learning	LS2	PICTURE_692.jpg	i
205.781	7.679	1	learning	LS2	PICTURE_379.jpg	c
213.460	13.676	0	learning	LS2	PICTURE_465.jpg	i
227.136	15.674	1	learning	LS2	PICTURE_692.jpg	c
242.810	9.036	1	learning	LS2	PICTURE_379.jpg	i
251.846	10.714	1	learning	LS2	PICTURE_592.jpg	i
262.560	19.431	1	learning	LS2	PICTURE_640.jpg	c
281.991	8.155	1	learning	LS2	PICTURE_592.jpg	c
290.146	13.992	1	learning	LS2	PICTURE_465.jpg	c
304.138	10.325	1	learning	LS3	PICTURE_640.jpg	c
314.463	10.244	0	learning	LS3	PICTURE_692.jpg	i
324.707	7.744	1	learning	LS3	PICTURE_465.jpg	c
332.451	7.956	1	learning	LS3	PICTURE_592.jpg	i
340.407	8.655	1	learning	LS3	PICTURE_465.jpg	i
349.062	14.151	1	learning	LS3	PICTURE_640.jpg	i
363.213	6.853	1	learning	LS3	PICTURE_379.jpg	c
370.066	6.600	1	learning	LS3	PICTURE_592.jpg	c
376.666	7.785	1	learning	LS3	PICTURE_692.jpg	c
384.451	8.658	1	learning	LS3	PICTURE_379.jpg	i
393.109	6.750	1	learning	LS4	PICTURE_592.jpg	c
399.859	8.902	1	learning	LS4	PICTURE_640.jpg	c
408.761	8.178	1	learning	LS4	PICTURE_465.jpg	c
416.939	7.607	1	learning	LS4	PICTURE_379.jpg	c
424.546	7.840	1	learning	LS4	PICTURE_640.jpg	i
432.386	6.633	1	learning	LS4	PICTURE_692.jpg	c
439.019	6.865	1	learning	LS4	PICTURE_592.jpg	i
445.884	13.501	0	learning	LS4	PICTURE_465.jpg	i
459.385	8.462	1	learning	LS4	PICTURE_692.jpg	i
467.847	8.854	1	learning	LS4	PICTURE_379.jpg	i
476.701	12.134	1	control	LS1	PICTURE_540.jpg	c
488.835	10.595	1	control	LS1	PICTURE_263.jpg	i
499.430	8.575	1	control	LS1	PICTURE_540.jpg	i
508.005	8.634	1	control	LS1	PICTURE_116.jpg	i
516.639	8.214	1	control	LS1	PICTURE_491.jpg	c
524.853	7.475	1	control	LS1	PICTURE_263.jpg	c
532.328	6.263	1	control	LS1	PICTURE_116.jpg	c
538.591	8.087	1	control	LS1	PICTURE_135.jpg	i
546.678	8.313	1	control	LS1	PICTURE_491.jpg	i
554.991	8.706	1	control	LS1	PICTURE_135.jpg	c
563.697	n/a	n/a	control	LS2	PICTURE_116.jpg	c
588.697	6.231	1	control	LS2	PICTURE_491.jpg	c
594.928	8.384	1	control	LS2	PICTURE_540.jpg	i
603.312	6.217	1	control	LS2	PICTURE_135.jpg	c
609.529	6.770	1	control	LS2	PICTURE_263.jpg	i
616.299	6.203	1	control	LS2	PICTURE_540.jpg	c
622.502	8.361	1	control	LS2	PICTURE_491.jpg	i
630.863	7.160	1	control	LS2	PICTURE_116.jpg	i
638.023	6.914	1	control	LS2	PICTURE_135.jpg	i
644.937	7.474	1	control	LS2	PICTURE_263.jpg	c
652.411	9.252	1	control	LS3	PICTURE_621.jpg	i
661.663	9.811	1	control	LS3	PICTURE_234.jpg	c
671.474	8.771	1	control	LS3	PICTURE_151.jpg	c
680.245	7.552	1	control	LS3	PICTURE_119.jpg	c
687.797	6.492	1	control	LS3	PICTURE_621.jpg	c
694.289	6.552	1	control	LS3	PICTURE_111.jpg	c
700.841	7.731	1	control	LS3	PICTURE_151.jpg	i
708.572	7.949	1	control	LS3	PICTURE_119.jpg	i
716.521	7.695	1	control	LS3	PICTURE_111.jpg	i
724.216	7.921	1	control	LS3	PICTURE_234.jpg	i
732.137	7.134	1	control	LS4	PICTURE_151.jpg	i
739.271	6.886	1	control	LS4	PICTURE_621.jpg	c
746.157	8.398	1	control	LS4	PICTURE_119.jpg	i
754.555	7.350	1	control	LS4	PICTURE_234.jpg	i
761.905	7.583	1	control	LS4	PICTURE_151.jpg	c
769.488	6.857	1	control	LS4	PICTURE_234.jpg	c
776.345	6.608	1	control	LS4	PICTURE_111.jpg	i
782.953	6.527	1	control	LS4	PICTURE_621.jpg	i
789.480	7.406	1	control	LS4	PICTURE_111.jpg	c
796.886	7.159	1	control	LS4	PICTURE_119.jpg	c
804.045	16.368	1	learning	LS1	PICTURE_148.jpg	c
820.413	14.529	1	learning	LS1	PICTURE_202.jpg	c
834.942	10.903	0	learning	LS1	PICTURE_165.jpg	i
845.845	14.160	0	learning	LS1	PICTURE_358.jpg	i
860.005	17.897	1	learning	LS1	PICTURE_453.jpg	c
877.902	11.878	1	learning	LS1	PICTURE_148.jpg	i
889.780	10.019	1	learning	LS1	PICTURE_202.jpg	i
899.799	10.246	1	learning	LS1	PICTURE_358.jpg	c
910.045	11.112	1	learning	LS1	PICTURE_453.jpg	i
921.157	9.746	1	learning	LS1	PICTURE_165.jpg	c
930.903	7.997	1	learning	LS2	PICTURE_202.jpg	c
938.900	8.391	0	learning	LS2	PICTURE_148.jpg	i
947.291	8.783	1	learning	LS2	PICTURE_453.jpg	i
956.074	9.336	1	learning	LS2	PICTURE_165.jpg	c
965.410	10.688	1	learning	LS2	PICTURE_358.jpg	i
976.098	6.929	1	learning	LS2	PICTURE_453.jpg	c
983.027	6.841	1	learning	LS2	PICTURE_358.jpg	c
989.868	8.040	1	learning	LS2	PICTURE_202.jpg	i
997.908	7.160	1	learning	LS2	PICTURE_148.jpg	c
1005.068	12.670	1	learning	LS2	PICTURE_165.jpg	i
1017.738	7.571	1	learning	LS3	PICTURE_358.jpg	i
1025.309	7.163	1	learning	LS3	PICTURE_148.jpg	c
1032.472	7.723	1	learning	LS3	PICTURE_165.jpg	c
1040.195	6.843	1	learning	LS3	PICTURE_358.jpg	c
1047.038	7.708	1	learning	LS3	PICTURE_453.jpg	i
1054.746	7.928	1	learning	LS3	PICTURE_202.jpg	c
1062.674	9.427	1	learning	LS3	PICTURE_148.jpg	i
1072.101	6.926	1	learning	LS3	PICTURE_453.jpg	c
1079.027	8.266	1	learning	LS3	PICTURE_165.jpg	i
1087.293	8.172	1	learning	LS3	PICTURE_202.jpg	i
1095.465	8.019	1	learning	LS4	PICTURE_202.jpg	i
1103.484	6.166	1	learning	LS4	PICTURE_358.jpg	c
1109.650	7.838	1	learning	LS4	PICTURE_165.jpg	i
1117.488	6.472	1	learning	LS4	PICTURE_453.jpg	c
1123.960	6.386	1	learning	LS4	PICTURE_148.jpg	c
1130.346	6.611	1	learning	LS4	PICTURE_358.jpg	i
1136.957	6.203	1	learning	LS4	PICTURE_202.jpg	c
1143.160	7.235	1	learning	LS4	PICTURE_165.jpg	c
1150.395	6.834	1	learning	LS4	PICTURE_453.jpg	i
1157.229	7.547	1	learning	LS4	PICTURE_148.jpg	i
1164.776	10.516	0	learning	LS1	PICTURE_659.jpg	c
1175.292	9.315	0	learning	LS1	PICTURE_654.jpg	i
1184.607	17.072	1	learning	LS1	PICTURE_212.jpg	c
1201.679	11.047	0	learning	LS1	PICTURE_26.jpg	i
1212.726	n/a	n/a	learning	LS1	PICTURE_38.jpg	c
1237.726	15.477	1	learning	LS1	PICTURE_212.jpg	i
1253.203	11.217	0	learning	LS1	PICTURE_659.jpg	i
1264.420	9.358	1	learning	LS1	PICTURE_38.jpg	i
1273.778	10.704	1	learning	LS1	PICTURE_654.jpg	c
1284.482	13.169	1	learning	LS1	PICTURE_26.jpg	c
1297.651	13.982	1	learning	LS2	PICTURE_654.jpg	i
1311.633	8.938	1	learning	LS2	PICTURE_26.jpg	i
1320.571	8.212	1	learning	LS2	PICTURE_212.jpg	c
1328.783	7.485	1	learning	LS2	PICTURE_659.jpg	c
1336.268	7.558	1	learning	LS2	PICTURE_654.jpg	c
1343.826	5.078	1	learning	LS2	PICTURE_38.jpg	c
1348.904	8.669	1	learning	LS2	PICTURE_659.jpg	i
1357.573	8.583	1	learning	LS2	PICTURE_38.jpg	i
1366.156	6.743	0	learning	LS2	PICTURE_212.jpg	i
1372.899	11.301	1	learning	LS2	PICTURE_26.jpg	c
