onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	12.784	0	learning	LS1	PICTURE_224.jpg	i
12.784	9.121	0	learning	LS1	PICTURE_414.jpg	c
21.905	12.648	0	learning	LS1	PICTURE_224.jpg	c
34.553	16.334	1	learning	LS1	PICTURE_203.jpg	c
50.887	11.870	0	learning	LS1	PICTURE_42.jpg	i
62.757	16.994	0	learning	LS1	PICTURE_566.jpg	i
79.751	17.965	1	learning	LS1	PICTURE_42.jpg	c
97.716	12.221	1	learning	LS1	PICTURE_414.jpg	i
109.937	16.388	1	learning	LS1	PICTURE_566.jpg	c
126.325	12.398	1	learning	LS1	PICTURE_203.jpg	i
138.723	18.518	0	learning	LS2	PICTURE_414.jpg	i
157.241	14.694	1	learning	LS2	PICTURE_224.jpg	i
171.935	13.105	1	learning	LS2	PICTURE_414.jpg	c
185.040	10.400	1	learning	LS2	PICTURE_203.jpg	i
195.440	16.162	1	learning	LS2	PICTURE_566.jpg	i
211.602	12.659	1	learning	LS2	PICTURE_42.jpg	i
224.261	13.631	1	learning	LS2	PICTURE_566.jpg	c
237.892	12.522	1	learning	LS2	PICTURE_42.jpg	c
250.414	9.178	1	learning	LS2	PICTURE_203.jpg	c
259.592	9.988	1	learning	LS2	PICTURE_224.jpg	c
269.580	8.596	1	learning	LS3	PICTURE_224.jpg	c
278.176	8.768	1	learning	LS3	PICTURE_414.jpg	i
286.944	10.378	1	learning	LS3	PICTURE_224.jpg	i
297.322	7.990	1	learning	LS3	PICTURE_203.jpg	i
305.312	9.922	1	learning	LS3	PICTURE_414.jpg	c
315.234	8.172	1	learning	LS3	PICTURE_566.jpg	c
323.406	7.865	1	learning	LS3	PICTURE_42.jpg	c
331.271	10.591	1	learning	LS3	PICTURE_566.jpg	i
341.862	8.203	1	learning	LS3	PICTURE_42.jpg	i
350.065	9.334	1	learning	LS3	PICTURE_203.jpg	c
359.399	9.865	1	learning	LS4	PICTURE_42.jpg	c
369.264	12.112	1	learning	LS4	PICTURE_224.jpg	i
381.376	8.926	1	learning	LS4	PICTURE_203.jpg	c
390.302	11.814	1	learning	LS4	PICTURE_42.jpg	i
402.116	11.666	1	learning	LS4	PICTURE_203.jpg	i
413.782	8.963	1	learning	LS4	PICTURE_566.jpg	i
422.745	20.321	0	learning	LS4	PICTURE_414.jpg	i
443.066	10.738	0	learning	LS4	PICTURE_566.jpg	c
453.804	13.786	1	learning	LS4	PICTURE_414.jpg	c
467.590	7.562	1	learning	LS4	PICTURE_224.jpg	c
475.152	9.988	1	control	LS1	PICTURE_135.jpg	c
485.140	9.681	1	control	LS1	PICTURE_491.jpg	c
494.821	7.612	1	control	LS1	PICTURE_116.jpg	c
502.433	12.259	1	control	LS1	PICTURE_540.jpg	i
514.692	9.072	1	control	LS1	PICTURE_135.jpg	i
523.764	10.520	1	control	LS1	PICTURE_263.jpg	i
534.284	8.774	1	control	LS1	PICTURE_540.jpg	c
543.058	8.309	1	control	LS1	PICTURE_263.jpg	c
551.367	7.838	1	control	LS1	PICTURE_491.jpg	i
