trial_index	trial_type	block_number	response_time_ms
55	go	4	443.011
56	go	4	443.360
57	nogo	4	343.197
58	go	4	495.093
59	go	4	459.349
60	go	4	510.668
61	nogo	4	410.837
62	go	4	475.189
63	go	4	510.019
64	go	4	693.054
65	go	4	494.013
66	go	4	578.979
67	go	4	444.066
68	go	4	677.528
69	nogo	4	342.509
70	go	4	561.372
71	nogo	4	375.804
72	go	4	494.625
73	nogo	4	426.464
74	go	4	576.255
75	go	4	509.971
76	go	4	592.449
77	go	4	576.841
78	go	4	576.643
79	go	4	642.329
80	go	4	559.412
81	go	4	612.137
82	go	4	608.356
83	go	4	510.428
84	go	4	592.235
85	go	4	593.814
86	go	4	528.063
87	go	4	477.423
88	nogo	4	374.330
89	go	4	495.001
90	go	4	612.096
91	go	4	595.087
92	go	4	659.134
93	nogo	4	344.477
94	go	4	528.373
95	nogo	4	427.765
96	go	4	477.210
97	nogo	4	391.870
98	go	4	644.507
99	go	4	558.686
100	go	4	626.518
101	go	4	594.595
102	go	4	510.988
103	go	4	627.264
104	nogo	4	359.932
105	go	4	659.695
106	go	4	660.948
107	go	4	743.879
108	go	4	795.364
109	nogo	4	359.452
110	go	4	595.206
111	go	4	577.362
112	nogo	4	360.174
113	go	4	561.956
114	go	4	544.006
115	go	5	509.165
116	go	5	478.498
117	go	5	542.865
118	nogo	5	n/a
119	go	5	492.912
120	go	5	543.132
121	nogo	5	410.494
122	go	5	526.768
123	go	5	593.634
124	nogo	5	361.235
125	go	5	625.982
126	go	5	643.127
127	nogo	5	376.376
128	go	5	644.242
129	go	5	608.868
130	go	5	676.963
131	go	5	610.941
132	go	5	662.698
133	nogo	5	393.495
134	go	5	794.007
135	go	5	558.836
136	go	5	627.156
137	go	5	645.337
138	nogo	5	427.646
139	go	5	628.555
140	go	5	629.118
141	go	5	541.879
142	go	5	591.603
143	nogo	5	n/a
144	go	5	543.731
145	go	5	524.573
146	go	5	676.835
147	go	5	494.042
148	go	5	543.221
149	nogo	5	n/a
150	go	5	527.252
151	nogo	5	376.542
152	go	5	609.638
153	go	5	509.357
154	go	5	595.859
155	go	5	1375.298
156	go	5	511.848
157	go	5	626.230
158	go	5	613.313
159	go	5	545.778
160	go	5	509.744
161	nogo	5	445.692
162	go	5	560.031
163	nogo	5	359.225
164	go	5	494.439
165	go	5	644.091
166	go	5	593.080
167	go	5	527.823
168	go	5	508.401
169	go	5	579.607
170	go	5	510.274
171	go	5	562.309
172	go	5	559.911
173	go	5	562.268
174	nogo	5	409.554
193	go	7	626.924
194	nogo	7	344.840
195	go	7	677.157
196	go	7	n/a
197	go	7	576.189
198	nogo	7	394.110
199	go	7	759.385
200	nogo	7	710.370
201	go	7	594.926
202	go	7	n/a
203	go	7	676.458
204	go	7	676.162
205	go	7	609.597
206	nogo	7	427.081
207	go	7	542.509
208	go	7	510.017
209	go	7	544.048
210	go	7	492.653
211	go	7	592.831
212	go	7	610.563
213	nogo	7	392.396
214	go	7	478.279
215	nogo	7	424.585
216	go	7	591.398
217	go	7	642.982
218	go	7	595.012
219	go	7	594.108
220	go	7	611.416
221	nogo	7	391.982
222	go	7	491.623
223	go	7	495.606
224	go	7	711.542
225	nogo	7	n/a
226	go	7	493.513
227	go	7	591.951
228	go	7	594.663
229	go	7	511.501
230	go	7	744.917
231	go	7	494.242
232	go	7	528.240
233	go	7	477.819
234	nogo	7	445.010
235	go	7	443.786
236	go	7	508.905
237	go	7	n/a
238	go	7	474.439
239	nogo	7	461.114
240	go	7	544.502
241	go	7	492.702
242	go	7	626.323
243	go	7	511.003
244	go	7	576.215
245	nogo	7	392.988
246	go	7	543.215
247	go	7	844.082
248	go	7	791.630
249	go	7	592.574
250	go	7	526.173
251	nogo	7	376.688
252	go	7	595.047
253	go	8	511.212
254	go	8	511.126
255	nogo	8	442.599
256	go	8	494.433
257	go	8	576.740
258	go	8	511.523
259	nogo	8	444.557
260	go	8	494.243
261	nogo	8	493.032
262	go	8	695.767
263	go	8	593.609
264	go	8	578.210
265	go	8	710.555
266	go	8	561.405
267	go	8	544.457
268	go	8	545.952
269	go	8	443.678
270	go	8	594.065
271	go	8	543.169
272	go	8	494.206
273	go	8	593.197
274	go	8	543.920
275	go	8	576.439
276	go	8	645.108
277	nogo	8	n/a
278	go	8	527.833
279	go	8	543.594
280	nogo	8	376.140
281	go	8	558.421
282	go	8	778.368
283	nogo	8	n/a
284	go	8	577.462
285	go	8	543.836
286	go	8	576.780
287	go	8	609.865
288	go	8	624.990
289	go	8	643.480
290	go	8	711.656
291	go	8	710.284
292	go	8	627.662
293	nogo	8	n/a
294	go	8	575.926
295	go	8	492.690
296	go	8	777.321
297	go	8	544.774
298	nogo	8	394.546
299	go	8	493.342
300	nogo	8	410.430
301	go	8	460.850
302	go	8	609.014
303	nogo	8	410.013
304	go	8	560.170
305	go	8	561.054
306	nogo	8	426.415
307	go	8	560.991
308	nogo	8	378.602
309	go	8	460.746
310	go	8	527.009
311	go	8	561.636
312	go	8	526.642
331	go	10	476.377
332	go	10	528.927
333	go	10	525.657
334	go	10	577.374
335	go	10	580.126
336	go	10	526.172
337	nogo	10	375.457
338	go	10	511.569
339	nogo	10	426.782
340	go	10	560.739
341	nogo	10	492.265
342	go	10	492.765
343	go	10	642.199
344	go	10	494.509
345	nogo	10	424.418
346	go	10	460.713
347	nogo	10	376.975
348	go	10	510.951
349	nogo	10	427.029
350	go	10	610.516
351	go	10	560.220
352	go	10	545.811
353	go	10	609.457
354	go	10	594.982
355	go	10	610.004
356	go	10	609.172
357	go	10	776.751
358	go	10	492.237
359	go	10	860.453
360	go	10	658.374
361	go	10	443.062
362	nogo	10	n/a
363	go	10	525.926
364	go	10	493.056
365	go	10	560.387
366	go	10	611.676
367	nogo	10	359.201
368	go	10	743.591
369	go	10	660.235
370	go	10	510.268
371	go	10	561.259
372	go	10	676.557
373	nogo	10	426.572
374	go	10	476.094
375	go	10	493.805
376	go	10	525.705
377	go	10	493.464
378	go	10	611.278
379	nogo	10	425.633
380	go	10	459.199
381	go	10	493.770
382	go	10	528.194
383	nogo	10	528.357
384	go	10	545.389
385	nogo	10	442.723
386	go	10	494.117
387	go	10	511.877
388	go	10	528.593
389	go	10	760.901
390	go	10	677.168
391	go	11	444.458
392	go	11	495.717
393	go	11	609.463
394	go	11	761.317
395	nogo	11	475.155
396	go	11	593.363
397	go	11	626.559
398	go	11	461.301
399	go	11	461.274
400	go	11	476.933
401	nogo	11	427.733
402	go	11	559.331
403	go	11	475.858
404	nogo	11	425.014
405	go	11	509.127
406	nogo	11	359.618
407	go	11	510.633
408	go	11	593.814
409	go	11	510.241
410	go	11	494.970
411	go	11	544.484
412	go	11	644.120
413	go	11	560.211
414	nogo	11	443.511
415	go	11	526.231
416	go	11	477.624
417	go	11	459.452
418	nogo	11	491.120
419	go	11	527.572
420	go	11	775.755
421	nogo	11	527.467
422	go	11	709.189
423	nogo	11	391.903
424	go	11	461.741
425	go	11	561.264
426	go	11	444.773
427	nogo	11	376.268
428	go	11	575.866
429	go	11	511.476
430	go	11	707.859
431	go	11	826.090
432	go	11	660.015
433	nogo	11	508.261
434	go	11	593.621
435	go	11	692.574
436	go	11	611.306
437	nogo	11	409.933
438	go	11	477.015
439	nogo	11	377.207
440	go	11	760.684
441	go	11	526.726
442	go	11	543.042
443	go	11	594.349
444	go	11	543.494
445	go	11	628.173
446	go	11	543.991
447	go	11	493.510
448	go	11	541.251
449	go	11	526.952
450	go	11	546.270
469	go	13	512.509
470	go	13	577.289
471	go	13	n/a
472	go	13	441.433
473	go	13	544.907
474	go	13	525.505
475	go	13	558.643
476	go	13	609.098
477	go	13	659.955
478	go	13	675.519
479	go	13	509.175
480	go	13	561.143
481	nogo	13	n/a
482	go	13	644.236
483	go	13	610.221
484	go	13	960.613
485	go	13	660.890
486	go	13	594.544
487	nogo	13	409.590
488	go	13	477.764
489	go	13	477.800
490	nogo	13	427.353
491	go	13	492.136
492	go	13	710.307
493	go	13	476.081
494	go	13	493.451
495	go	13	425.497
496	nogo	13	442.880
497	go	13	609.940
498	go	13	575.950
499	go	13	707.947
500	go	13	475.941
501	go	13	443.662
502	go	13	560.407
503	nogo	13	443.021
504	go	13	425.366
505	go	13	541.575
506	go	13	508.290
507	nogo	13	425.081
508	go	13	527.182
509	nogo	13	459.117
510	go	13	526.927
511	nogo	13	376.814
512	go	13	427.627
513	go	13	462.649
514	go	13	558.920
515	nogo	13	n/a
516	go	13	578.237
517	nogo	13	409.794
518	go	13	478.258
519	go	13	543.576
520	go	13	508.086
521	nogo	13	428.078
522	go	13	477.451
523	go	13	476.566
524	go	13	644.579
525	go	13	944.527
526	nogo	13	411.206
527	go	13	610.779
528	go	13	625.265
529	go	14	759.157
530	go	14	509.252
531	nogo	14	410.096
532	go	14	492.921
533	nogo	14	377.725
534	go	14	492.003
535	go	14	529.311
536	go	14	510.152
537	go	14	627.056
538	go	14	543.131
539	go	14	559.348
540	go	14	460.418
541	go	14	458.991
542	nogo	14	409.135
543	go	14	559.240
544	nogo	14	358.736
545	go	14	610.632
546	nogo	14	n/a
547	go	14	461.035
548	go	14	543.361
549	nogo	14	361.321
550	go	14	492.866
551	go	14	460.537
552	go	14	542.373
553	go	14	526.939
554	go	14	459.373
555	go	14	527.495
556	go	14	527.252
557	go	14	627.102
558	go	14	493.368
559	nogo	14	444.724
560	go	14	476.380
561	go	14	494.970
562	go	14	544.849
563	go	14	558.823
564	nogo	14	n/a
565	go	14	542.866
566	go	14	577.180
567	go	14	459.377
568	go	14	443.582
569	nogo	14	n/a
570	go	14	461.984
571	go	14	492.189
572	nogo	14	410.620
573	go	14	458.993
574	go	14	511.864
575	go	14	660.682
576	go	14	395.573
577	go	14	443.672
578	go	14	426.784
579	go	14	511.600
580	nogo	14	442.872
581	go	14	560.183
582	go	14	593.938
583	go	14	862.126
584	nogo	14	459.309
585	go	14	426.815
586	go	14	791.979
587	go	14	525.770
588	go	14	644.197
