trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
1	go	1	go_only	1	0	47	0.758351	1313.818895	6704.358346	1732.468986	173458.654040	36483.384482
2	go	1	go_only	1	0	51	0.825769	742.485257	2424.215841	899.143583	77673.888373	14428.350729
3	go	1	go_only	1	0	37	0.592219	618.092298	2412.501130	1043.688381	112330.676639	15254.553302
4	go	1	go_only	1	0	32	0.511193	624.138419	4238.908608	1220.944290	170736.697702	24338.160533
5	go	1	go_only	1	0	30	0.475514	613.020281	2909.026348	1289.174533	170210.478663	19732.819621
6	go	1	go_only	1	0	37	0.592875	627.725492	4455.867780	1058.782191	148474.391646	24198.286741
7	go	1	go_only	1	0	49	0.791843	672.622706	5147.154065	849.439587	224990.227543	18767.218114
8	go	1	go_only	1	0	42	0.677291	617.824255	3509.277503	912.199256	87301.016914	13782.949814
9	go	1	go_only	1	0	42	0.677810	608.605555	3084.774857	897.900597	108376.076047	13351.991814
10	go	1	go_only	1	0	40	0.643095	598.779002	3681.662919	931.090080	147575.262511	16016.059628
11	go	1	go_only	1	0	30	0.477830	579.927253	4112.426271	1213.668825	163555.154628	19790.181712
12	go	1	go_only	1	0	28	0.442591	619.322714	4411.077019	1399.311585	119621.272051	21729.648532
13	go	1	go_only	1	0	34	0.543296	584.865734	5219.956822	1076.514763	159864.364877	23555.546463
14	go	1	go_only	1	0	30	0.477849	634.383809	3496.139320	1327.581608	109554.892590	27823.183112
15	go	1	go_only	1	0	30	0.475863	550.634362	4954.162812	1157.129133	134838.883890	23963.503900
16	go	1	go_only	1	0	43	0.694360	852.684638	8080.446330	1228.015205	189056.644178	27685.406099
17	go	1	go_only	1	0	37	0.593969	625.141943	2960.719337	1052.482618	122426.581529	15557.419946
18	go	1	go_only	1	0	38	0.611007	601.714499	1982.793938	984.791498	88837.365397	12328.577145
19	nogo	2	go_nogo_prac	1	0	35	0.557332	498.915246	2262.738059	895.185159	78874.774312	10465.425943
20	go	2	go_nogo_prac	1	0	36	0.576395	583.764404	2618.235012	1012.786039	55663.648666	14101.185239
21	go	2	go_nogo_prac	1	0	38	0.610139	648.564519	2660.778033	1062.978304	80500.422438	14429.734977
22	nogo	2	go_nogo_prac	1	0	39	0.624737	534.375600	3050.034239	855.361307	78861.066046	14228.662916
23	go	2	go_nogo_prac	1	0	31	0.493170	589.944244	2725.825615	1196.228005	71314.289059	16261.832694
24	go	2	go_nogo_prac	1	0	33	0.528968	582.419047	2292.191740	1101.048623	111696.540312	25970.893381
25	go	2	go_nogo_prac	1	0	44	0.711572	626.661090	2159.685454	880.671497	99168.158022	12503.387066
26	nogo	2	go_nogo_prac	1	0	32	0.510422	366.400869	2064.667033	717.838959	38984.194545	10262.918228
27	go	2	go_nogo_prac	1	0	35	0.560549	606.055720	2343.431760	1081.182413	63575.566162	15885.288778
28	go	2	go_nogo_prac	1	0	38	0.610042	595.579764	1924.605569	976.292409	55706.972721	13942.218008
29	go	2	go_nogo_prac	1	0	37	0.592814	578.499023	2818.856907	975.851840	69969.052744	17849.968762
30	go	2	go_nogo_prac	1	0	36	0.575707	636.076711	2545.221670	1104.861868	78945.683705	22109.395394
31	go	2	go_nogo_prac	1	0	41	0.660891	624.918067	4059.669261	945.569467	99103.845957	20303.579320
32	go	2	go_nogo_prac	1	0	40	0.644982	583.280033	2681.259877	904.335506	58426.004277	15054.253455
33	nogo	2	go_nogo_prac	1	0	35	0.559684	390.802991	1701.102572	698.256000	71894.585454	12423.533380
34	go	2	go_nogo_prac	1	0	36	0.577699	582.741501	2038.235624	1008.728945	105470.429715	12251.982940
