onset	duration	response_time_ms	trial_type	learning_stage	stimulus	response_port
0.0	1.36	1360.1	study	Phase1	study/STIM_000.jpg	99
3.657	1.532	1531.7	study	Phase1	study/STIM_000.jpg	99
9.175	1.137	1136.7	study	Phase1	study/STIM_000.jpg	99
12.694	1.138	1137.8	study	Phase1	study/STIM_001.jpg	100
16.436	1.568	1568.0	study	Phase1	study/STIM_001.jpg	99
20.449	1.463	1463.4	study	Phase1	study/STIM_001.jpg	99
24.999	1.322	1321.6	study	Phase1	study/STIM_002.jpg	99
28.855	0.774	774.1	study	Phase1	study/STIM_002.jpg	99
31.962	0.892	891.5	study	Phase1	study/STIM_002.jpg	99
35.521	1.361	1361.3	study	Phase1	study/STIM_003.jpg	100
40.46	1.301	1301.1	study	Phase1	study/STIM_003.jpg	100
45.45	1.228	1228.3	study	Phase1	study/STIM_003.jpg	99
49.411	1.33	1330.4	study	Phase1	study/STIM_004.jpg	100
54.243	1.379	1379.3	study	Phase1	study/STIM_004.jpg	99
58.395	1.364	1364.2	study	Phase1	study/STIM_004.jpg	99
63.239	0.782	782.1	study	Phase1	study/STIM_005.jpg	100
67.926	1.368	1367.9	study	Phase1	study/STIM_005.jpg	99
72.026	1.428	1428.4	study	Phase1	study/STIM_005.jpg	100
76.589	1.456	1456.4	study	Phase1	study/STIM_006.jpg	99
81.033	0.924	924.4	study	Phase1	study/STIM_006.jpg	99
85.472	1.165	1165.3	study	Phase1	study/STIM_006.jpg	100
89.835	1.464	1464.2	study	Phase1	study/STIM_007.jpg	100
93.844	1.122	1121.5	study	Phase1	study/STIM_007.jpg	100
97.937	0.687	687.0	study	Phase1	study/STIM_007.jpg	99
100.825	1.142	1142.1	study	Phase1	study/STIM_008.jpg	99
105.204	0.909	909.0	study	Phase1	study/STIM_008.jpg	99
109.494	1.524	1523.7	study	Phase1	study/STIM_008.jpg	100
113.023	1.34	1340.2	study	Phase1	study/STIM_009.jpg	99
117.069	1.019	1019.4	study	Phase1	study/STIM_009.jpg	100
120.733	1.51	1509.6	study	Phase1	study/STIM_009.jpg	100
124.416	1.629	1629.2	study	Phase1	study/STIM_010.jpg	99
129.008	0.806	806.1	study	Phase1	study/STIM_010.jpg	100
132.943	0.757	757.4	study	Phase1	study/STIM_010.jpg	100
136.996	1.305	1305.3	study	Phase1	study/STIM_011.jpg	100
141.061	1.5	1500.5	study	Phase1	study/STIM_011.jpg	99
146.083	0.843	842.6	study	Phase1	study/STIM_011.jpg	100
149.902	1.098	1098.0	study	Phase1	study/STIM_012.jpg	99
153.968	1.356	1355.8	study	Phase1	study/STIM_012.jpg	99
158.603	1.477	1477.1	study	Phase1	study/STIM_012.jpg	100
163.255	1.112	1112.1	study	Phase1	study/STIM_013.jpg	99
167.425	0.731	730.9	study	Phase1	study/STIM_013.jpg	99
170.823	1.341	1341.2	study	Phase1	study/STIM_013.jpg	100
175.609	1.179	1178.8	study	Phase1	study/STIM_014.jpg	100
178.879	1.028	1027.6	study	Phase1	study/STIM_014.jpg	99
181.931	0.803	803.1	study	Phase1	study/STIM_014.jpg	99
185.546	0.896	896.1	study	Phase1	study/STIM_015.jpg	100
188.681	0.758	758.3	study	Phase1	study/STIM_015.jpg	99
192.415	0.908	907.8	study	Phase1	study/STIM_015.jpg	100
196.062	1.527	1527.2	study	Phase1	study/STIM_016.jpg	99
201.25	0.931	930.6	study	Phase1	study/STIM_016.jpg	100
204.707	0.896	895.5	study	Phase1	study/STIM_016.jpg	99
208.405	1.416	1415.8	study	Phase1	study/STIM_017.jpg	100
213.766	0.957	957.4	study	Phase1	study/STIM_017.jpg	100
217.473	0.978	977.7	study	Phase1	study/STIM_017.jpg	99
220.931	1.639	1639.3	study	Phase1	study/STIM_018.jpg	100
225.098	1.248	1247.7	study	Phase1	study/STIM_018.jpg	99
229.806	1.027	1027.0	study	Phase1	study/STIM_018.jpg	100
234.499	0.893	893.3	study	Phase1	study/STIM_019.jpg	100
