trial_index	trial_type	block_number	mean_velocity
55	nogo	4	906.409045
56	go	4	1043.324909
57	go	4	976.183325
58	nogo	4	1118.059731
59	go	4	1171.144811
60	go	4	1132.316500
61	go	4	938.448739
62	go	4	938.661732
63	go	4	917.715550
64	go	4	974.844373
65	go	4	1027.360163
66	nogo	4	817.558996
67	go	4	1223.488017
68	nogo	4	859.380389
69	go	4	1270.176506
70	nogo	4	920.610974
71	go	4	979.413988
72	go	4	n/a
73	nogo	4	733.575576
74	go	4	1296.163666
75	nogo	4	892.652081
76	go	4	1443.677792
77	go	4	1104.425670
78	go	4	1037.881850
79	nogo	4	928.332139
80	go	4	1115.193185
81	go	4	1003.665258
82	go	4	1140.580542
83	go	4	1148.641906
84	nogo	4	811.078815
85	go	4	928.382888
86	go	4	1224.009476
87	go	4	1177.478537
88	go	4	1122.794668
89	go	4	1141.956676
90	go	4	893.947724
91	go	4	1053.382967
92	go	4	962.144203
93	nogo	4	934.153431
94	go	4	1335.095807
95	go	4	1051.149836
96	go	4	948.728816
97	go	4	922.706670
98	go	4	926.460833
99	go	4	985.700503
100	nogo	4	774.609906
101	go	4	1097.532746
102	go	4	957.478609
103	go	4	1369.531713
104	go	4	1180.983087
105	nogo	4	808.175458
106	go	4	1007.669994
107	go	4	n/a
108	go	4	1145.763123
109	go	4	801.704689
110	go	4	932.580765
111	go	4	1283.875790
112	go	4	n/a
113	go	4	948.332013
114	go	4	1298.491262
115	go	5	1553.267515
116	go	5	1056.177159
117	go	5	1264.836920
118	go	5	1028.182992
119	go	5	876.510839
120	nogo	5	1077.210860
121	go	5	926.479782
122	nogo	5	979.279406
123	go	5	992.383540
124	nogo	5	745.731334
125	go	5	1135.284129
126	go	5	855.715918
127	nogo	5	914.143084
128	go	5	1099.789247
129	go	5	1148.198663
130	go	5	928.492912
131	go	5	972.597890
132	go	5	1085.880998
133	go	5	1032.134499
134	go	5	999.030620
135	go	5	739.573547
136	nogo	5	781.477413
137	go	5	1122.042569
138	go	5	990.953125
139	go	5	1213.248440
140	go	5	1328.101191
141	nogo	5	876.728478
142	go	5	1034.964060
143	go	5	1166.225399
144	go	5	939.622140
145	go	5	1202.298364
146	go	5	872.357205
147	nogo	5	924.147317
148	go	5	1163.264162
149	nogo	5	857.305581
150	go	5	1211.581386
151	go	5	964.616575
152	go	5	990.939553
153	go	5	1373.760616
154	go	5	1261.609507
155	go	5	1353.161373
156	go	5	1269.103639
157	go	5	1274.699099
158	go	5	1439.358937
159	go	5	1151.083205
160	go	5	1030.190678
161	nogo	5	865.691648
162	go	5	1189.284067
163	go	5	989.538539
164	nogo	5	858.657592
165	go	5	1098.546817
166	go	5	927.764818
167	go	5	1040.433580
168	nogo	5	1001.405856
169	go	5	1371.313724
170	go	5	1023.414426
171	go	5	874.081245
172	go	5	n/a
173	go	5	1026.641930
174	nogo	5	n/a
193	go	7	994.705561
194	nogo	7	803.882111
195	go	7	1123.670088
196	go	7	1013.884404
197	go	7	1099.823328
198	go	7	1263.232629
199	go	7	752.796114
200	nogo	7	854.127447
201	go	7	944.553653
202	go	7	847.990093
203	go	7	632.666088
204	go	7	1286.023339
205	go	7	1153.079066
206	go	7	1011.320571
207	go	7	1015.145484
208	nogo	7	n/a
209	go	7	1334.792960
210	go	7	1011.482927
211	nogo	7	n/a
212	go	7	1030.978733
213	nogo	7	814.702180
214	go	7	915.403345
215	go	7	896.222120
216	go	7	836.886359
217	go	7	991.752925
218	go	7	867.602565
219	go	7	927.417681
220	go	7	915.176592
221	nogo	7	876.198507
222	go	7	932.648826
223	go	7	1030.739578
224	go	7	757.286972
225	go	7	918.031187
226	nogo	7	673.113053
227	go	7	1158.506959
228	go	7	1288.617045
229	go	7	n/a
230	go	7	742.175225
231	go	7	1201.402826
232	nogo	7	n/a
233	go	7	n/a
234	go	7	1057.570710
235	go	7	1118.993660
236	nogo	7	804.795851
237	go	7	1114.131755
238	go	7	892.432399
239	go	7	981.022333
240	go	7	821.773482
241	go	7	724.070409
242	go	7	1099.754246
243	go	7	1049.332225
244	nogo	7	979.282391
245	go	7	822.523469
246	go	7	819.590967
247	nogo	7	n/a
248	go	7	1008.776515
249	go	7	563.240722
250	go	7	1052.795707
251	go	7	761.556910
252	nogo	7	n/a
253	nogo	8	1035.602400
254	go	8	1153.216012
255	go	8	825.803836
256	go	8	n/a
257	nogo	8	950.561039
