trial_index	trial_type	block_number	mean_acceleration
55	nogo	4	11107.752201
56	go	4	15771.413191
57	go	4	13480.583547
58	nogo	4	15935.545878
59	go	4	15278.930656
60	go	4	13716.403676
61	go	4	15589.669236
62	go	4	14430.565492
63	go	4	12177.821923
64	go	4	15583.780502
65	go	4	14978.707363
66	nogo	4	15005.489373
67	go	4	28026.656814
68	nogo	4	16882.139146
69	go	4	23703.470441
70	nogo	4	16208.780707
71	go	4	13791.543300
72	go	4	n/a
73	nogo	4	16301.066155
74	go	4	18490.858018
75	nogo	4	19749.092217
76	go	4	22182.405762
77	go	4	16947.946434
78	go	4	17868.441411
79	nogo	4	16293.666371
80	go	4	17787.713215
81	go	4	19842.670345
82	go	4	16547.562924
83	go	4	13994.087665
84	nogo	4	13403.668126
85	go	4	11660.353845
86	go	4	21527.757959
87	go	4	18988.492443
88	go	4	19838.720843
89	go	4	22564.509612
90	go	4	12296.835288
91	go	4	21241.669638
92	go	4	11514.513778
93	nogo	4	13166.291532
94	go	4	22050.320383
95	go	4	13359.712501
96	go	4	12476.572428
97	go	4	17259.573723
98	go	4	15935.119757
99	go	4	15966.148588
100	nogo	4	12402.128045
101	go	4	18415.041827
102	go	4	18854.584485
103	go	4	21241.772028
104	go	4	19223.645142
105	nogo	4	11530.325863
106	go	4	11495.968758
107	go	4	n/a
108	go	4	14453.708439
109	go	4	10664.823283
110	go	4	10165.412334
111	go	4	13768.229302
112	go	4	n/a
113	go	4	14218.922049
114	go	4	19032.289661
115	go	5	37700.585550
116	go	5	15072.585382
117	go	5	15651.594819
118	go	5	14657.510919
119	go	5	12781.401774
120	nogo	5	14605.846125
121	go	5	12295.283720
122	nogo	5	10440.295623
123	go	5	18035.759406
124	nogo	5	8994.964134
125	go	5	13839.949532
126	go	5	14053.874985
127	nogo	5	14291.116358
128	go	5	15287.596362
129	go	5	15224.998455
130	go	5	12968.600528
131	go	5	11248.229619
132	go	5	13977.148292
133	go	5	12033.105238
134	go	5	15146.944605
135	go	5	9795.431151
136	nogo	5	10157.464612
137	go	5	16703.011750
138	go	5	14458.218685
139	go	5	15556.679328
140	go	5	20594.690312
141	nogo	5	8573.287737
142	go	5	12663.979140
143	go	5	17466.708433
144	go	5	15496.819688
145	go	5	14725.485245
146	go	5	10779.897050
147	nogo	5	9693.399753
148	go	5	17633.906008
149	nogo	5	9917.993471
150	go	5	14383.456332
151	go	5	11777.479476
152	go	5	12602.200030
153	go	5	21757.052797
154	go	5	16827.167008
155	go	5	17405.803346
156	go	5	17568.550188
157	go	5	20773.025735
158	go	5	12103.015626
159	go	5	19257.030102
160	go	5	17694.067898
161	nogo	5	10047.658932
162	go	5	21270.142584
163	go	5	12687.690056
164	nogo	5	13270.346281
165	go	5	17243.247743
166	go	5	13899.296496
167	go	5	17963.540709
168	nogo	5	14023.916516
169	go	5	19475.640770
170	go	5	11270.428451
171	go	5	12177.124329
172	go	5	n/a
173	go	5	15713.054983
174	nogo	5	n/a
193	go	7	12310.336267
194	nogo	7	9980.649721
195	go	7	17140.504194
196	go	7	13157.215900
197	go	7	14023.087156
198	go	7	21375.876089
199	go	7	8839.515215
200	nogo	7	14964.018539
201	go	7	15884.645037
202	go	7	12797.857422
203	go	7	9621.377542
204	go	7	20811.527413
205	go	7	18425.878909
206	go	7	14617.267621
207	go	7	13100.431869
208	nogo	7	n/a
209	go	7	15286.776965
210	go	7	12704.738742
211	nogo	7	n/a
212	go	7	11451.241626
213	nogo	7	12857.454780
214	go	7	11607.724108
215	go	7	11760.329263
216	go	7	9829.778219
217	go	7	14031.249956
218	go	7	12252.165428
219	go	7	15836.681048
220	go	7	11600.229969
221	nogo	7	12560.216597
222	go	7	14260.328338
223	go	7	13436.520483
224	go	7	9516.130307
225	go	7	11701.365165
226	nogo	7	9160.958773
227	go	7	16486.946193
228	go	7	21034.947773
229	go	7	n/a
230	go	7	11404.024928
231	go	7	23014.371529
232	nogo	7	n/a
233	go	7	n/a
234	go	7	19145.724879
235	go	7	24115.445903
236	nogo	7	12913.705823
237	go	7	14709.452093
238	go	7	13343.600684
239	go	7	12692.140446
240	go	7	9754.473900
241	go	7	10665.931660
242	go	7	23356.995157
243	go	7	28475.840961
244	nogo	7	13470.420176
245	go	7	15708.769097
246	go	7	10686.681344
247	nogo	7	n/a
248	go	7	15656.260605
249	go	7	9407.190290
250	go	7	11818.303423
251	go	7	12060.363715
252	nogo	7	n/a
253	nogo	8	20123.836675
254	go	8	12905.266112
255	go	8	11734.173256
256	go	8	n/a
257	nogo	8	14742.578398
258	go	8	n/a
259	nogo	8	13521.430834
260	go	8	21626.369132
261	go	8	11470.979190
262	nogo	8	11627.507422
263	go	8	11414.796398
264	go	8	17197.201717
265	go	8	9273.232843
266	go	8	11613.025017
267	go	8	13754.582474
268	go	8	n/a
269	go	8	16683.167105
270	go	8	11720.475836
271	go	8	15728.368035
272	go	8	15134.128879
273	go	8	13649.651203
274	go	8	23726.168446
275	go	8	16600.099739
276	go	8	15234.605703
277	go	8	19320.181284
278	go	8	14871.384530
279	go	8	14335.534063
280	go	8	13779.714727
281	go	8	11612.452017
282	go	8	n/a
283	go	8	12221.239693
284	nogo	8	13918.336597
285	go	8	16046.500804
286	nogo	8	n/a
287	go	8	11837.244337
288	go	8	15608.148186
289	nogo	8	13694.711671
290	go	8	29876.348615
291	go	8	13747.269812
292	go	8	11590.032205
293	go	8	n/a
294	go	8	23440.313187
295	go	8	13356.995027
296	nogo	8	14106.777096
297	go	8	16113.731424
298	go	8	12757.263965
299	nogo	8	12263.157033
300	go	8	11223.817747
301	go	8	14561.538485
302	go	8	12443.657062
303	nogo	8	11435.507876
304	go	8	14052.973144
305	go	8	18382.967267
