onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	9.395	0	learning	LS1	PICTURE_610.jpg	i
9.395	10.262	0	learning	LS1	PICTURE_43.jpg	i
19.657	7.930	0	learning	LS1	PICTURE_599.jpg	i
27.587	8.963	0	learning	LS1	PICTURE_247.jpg	i
36.550	12.874	0	learning	LS1	PICTURE_741.jpg	i
49.424	24.144	1	learning	LS1	PICTURE_247.jpg	c
73.568	10.943	1	learning	LS1	PICTURE_741.jpg	c
84.511	14.056	1	learning	LS1	PICTURE_43.jpg	c
98.567	13.497	1	learning	LS1	PICTURE_599.jpg	c
112.064	12.450	1	learning	LS1	PICTURE_610.jpg	c
124.514	8.793	1	learning	LS2	PICTURE_43.jpg	c
133.307	12.392	1	learning	LS2	PICTURE_741.jpg	i
145.699	13.426	0	learning	LS2	PICTURE_247.jpg	i
159.125	18.785	0	learning	LS2	PICTURE_599.jpg	i
177.910	10.870	1	learning	LS2	PICTURE_741.jpg	c
188.780	11.430	1	learning	LS2	PICTURE_599.jpg	c
200.210	22.380	0	learning	LS2	PICTURE_43.jpg	i
222.590	14.303	1	learning	LS2	PICTURE_610.jpg	i
236.893	9.426	1	learning	LS2	PICTURE_247.jpg	c
246.319	11.085	1	learning	LS2	PICTURE_610.jpg	c
257.404	7.080	1	learning	LS3	PICTURE_599.jpg	c
264.484	10.660	1	learning	LS3	PICTURE_247.jpg	i
275.144	9.921	1	learning	LS3	PICTURE_599.jpg	i
285.065	6.629	1	learning	LS3	PICTURE_247.jpg	c
291.694	12.773	0	learning	LS3	PICTURE_741.jpg	i
304.467	9.648	1	learning	LS3	PICTURE_43.jpg	i
314.115	10.361	1	learning	LS3	PICTURE_610.jpg	i
324.476	12.195	1	learning	LS3	PICTURE_43.jpg	c
336.671	9.230	1	learning	LS3	PICTURE_610.jpg	c
345.901	10.583	1	learning	LS3	PICTURE_741.jpg	c
356.484	7.081	1	learning	LS4	PICTURE_43.jpg	c
363.565	9.881	1	learning	LS4	PICTURE_741.jpg	c
373.446	7.396	1	learning	LS4	PICTURE_610.jpg	i
380.842	8.915	1	learning	LS4	PICTURE_599.jpg	c
389.757	8.836	1	learning	LS4	PICTURE_247.jpg	c
398.593	13.395	0	learning	LS4	PICTURE_741.jpg	i
411.988	8.672	0	learning	LS4	PICTURE_247.jpg	i
420.660	12.110	1	learning	LS4	PICTURE_43.jpg	i
432.770	8.032	1	learning	LS4	PICTURE_610.jpg	c
440.802	14.023	1	learning	LS4	PICTURE_599.jpg	i
454.825	11.365	1	learning	LS1	PICTURE_594.jpg	c
466.190	8.388	1	learning	LS1	PICTURE_52.jpg	c
474.578	8.134	0	learning	LS1	PICTURE_576.jpg	i
482.712	10.601	0	learning	LS1	PICTURE_581.jpg	i
493.313	9.876	1	learning	LS1	PICTURE_605.jpg	c
503.189	11.709	1	learning	LS1	PICTURE_581.jpg	c
514.898	11.143	0	learning	LS1	PICTURE_605.jpg	i
526.041	11.537	1	learning	LS1	PICTURE_594.jpg	i
537.578	16.090	1	learning	LS1	PICTURE_576.jpg	c
553.668	11.046	0	learning	LS1	PICTURE_52.jpg	i
564.714	16.665	0	learning	LS2	PICTURE_605.jpg	i
581.379	8.429	1	learning	LS2	PICTURE_52.jpg	c
589.808	16.179	1	learning	LS2	PICTURE_605.jpg	c
605.987	8.583	0	learning	LS2	PICTURE_576.jpg	i
614.570	10.742	1	learning	LS2	PICTURE_594.jpg	c
625.312	8.744	0	learning	LS2	PICTURE_581.jpg	i
634.056	10.417	1	learning	LS2	PICTURE_52.jpg	i
644.473	16.575	1	learning	LS2	PICTURE_576.jpg	c
661.048	15.216	1	learning	LS2	PICTURE_581.jpg	c
676.264	9.853	1	learning	LS2	PICTURE_594.jpg	i
686.117	14.325	0	learning	LS3	PICTURE_581.jpg	i
700.442	7.349	1	learning	LS3	PICTURE_605.jpg	c
707.791	11.722	1	learning	LS3	PICTURE_581.jpg	c
719.513	7.782	1	learning	LS3	PICTURE_594.jpg	c
