trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
1	go	1	go_only	1	0	57	0.922354	1052.368322	8221.996013	1140.959738	165734.446289	26723.277063
2	go	1	go_only	1	0	65	1.052227	599.607681	1865.355333	569.846588	53481.063056	8746.942902
3	go	1	go_only	1	0	38	0.607691	588.335439	2687.628800	968.149645	74745.692549	15214.807546
4	go	1	go_only	1	0	49	0.787696	599.770520	3491.384363	761.424139	184496.698771	15980.612606
5	go	1	go_only	1	0	52	0.841241	606.465647	3046.411128	720.917928	110685.396702	12795.753473
6	go	1	go_only	1	0	41	0.655391	634.265784	2592.006871	967.767298	70331.273548	14534.964510
7	go	1	go_only	1	0	51	0.824587	593.966972	2926.642441	720.320126	180290.794654	15701.976535
8	go	1	go_only	1	0	41	0.658725	619.600335	2709.620319	940.606037	159383.805103	15179.268888
9	go	1	go_only	1	0	41	0.659882	589.303084	3914.087600	893.043532	100288.070254	15793.447201
10	go	1	go_only	1	0	49	0.792564	606.971869	3897.116872	765.833257	139408.306330	13690.782788
11	go	1	go_only	1	0	46	0.739107	1027.864175	5044.762636	1390.684235	246776.569230	20149.892051
12	go	1	go_only	1	0	42	0.677064	607.702752	2810.852104	897.555714	69521.895536	13547.844683
13	go	1	go_only	1	0	34	0.543538	612.357366	4222.636283	1126.612886	119536.017319	24137.514608
14	go	1	go_only	1	0	36	0.576670	625.885825	3063.639176	1085.345432	61217.243152	15546.486567
15	go	1	go_only	1	0	43	0.694435	608.554435	4147.844023	876.330683	137920.447867	15297.198554
16	go	1	go_only	1	0	37	0.592455	601.209270	3290.482972	1014.776776	109384.948737	22793.168870
17	go	1	go_only	1	0	35	0.558421	566.569787	4336.193168	1014.592733	147294.439316	18617.751273
18	go	1	go_only	1	0	42	0.676690	544.015123	2803.926799	803.936109	165378.528522	13954.397579
19	go	2	go_nogo_prac	1	0	44	0.710188	625.024135	2324.241822	880.083018	72157.297559	15308.817538
20	go	2	go_nogo_prac	1	0	37	0.593060	568.267963	4178.282501	958.196571	110502.319039	19083.202114
22	go	2	go_nogo_prac	1	0	40	0.642313	595.707514	2170.450258	927.441160	71046.587063	17620.289361
23	go	2	go_nogo_prac	1	0	40	0.641602	593.658300	3691.555132	925.275303	94777.976372	16682.679259
24	go	2	go_nogo_prac	1	0	34	0.543254	645.701269	3061.346921	1188.581448	151814.950328	17913.397815
25	nogo	2	go_nogo_prac	1	0	36	0.574849	587.833138	2828.075306	1022.587752	93493.770253	14314.418323
26	go	2	go_nogo_prac	1	0	38	0.610110	540.098510	2947.938252	885.248339	122773.655485	19287.734449
27	go	2	go_nogo_prac	1	0	36	0.576615	598.105483	3443.030397	1037.270613	123707.328987	17560.094738
28	go	2	go_nogo_prac	1	0	36	0.577747	612.689376	6797.345545	1060.481146	309034.346040	26352.612478
29	nogo	2	go_nogo_prac	1	0	37	0.591080	588.035931	4104.440235	994.849652	168837.515938	21338.062841
30	nogo	2	go_nogo_prac	1	0	35	0.561806	599.861760	3363.288889	1067.737499	91152.521692	15062.440348
31	go	2	go_nogo_prac	1	0	51	0.825728	632.922734	3929.817137	766.502413	112801.143284	13194.967696
32	go	2	go_nogo_prac	1	0	42	0.674603	576.807346	3152.334651	855.032161	92751.364282	12877.254177
33	go	2	go_nogo_prac	1	0	37	0.594061	580.362323	3569.737422	976.940623	91447.928157	18000.055513
34	go	2	go_nogo_prac	1	0	49	0.792463	650.814286	5039.327421	821.255625	105117.588577	18232.975355
35	nogo	2	go_nogo_prac	1	0	31	0.493623	550.635510	4720.907374	1115.498535	112826.609638	22293.717344
36	go	2	go_nogo_prac	1	0	40	0.644113	603.080549	6052.279048	936.296628	212457.856706	26546.638124
37	go	3	go_only	0	0	56	0.910635	587.448672	2287.994009	645.097911	88313.395046	14157.966416
38	go	3	go_only	0	0	44	0.710417	595.090019	2156.200177	837.662976	82638.521288	13088.084997
39	go	3	go_only	0	0	40	0.642876	616.695662	2432.303086	959.276523	130737.277682	13060.671146
40	go	3	go_only	0	0	47	0.758919	630.678357	1773.803075	831.022181	38671.075344	10096.471690
41	go	3	go_only	0	0	33	0.525719	646.474730	3123.948458	1229.696574	105892.076041	15446.151786
42	go	3	go_only	0	0	65	1.077236	588.516420	3108.865579	546.321041	76184.036386	7719.229814
43	go	3	go_only	0	0	33	0.525533	569.405828	2708.589000	1083.483156	150712.787777	17174.788583
44	go	3	go_only	0	0	39	0.627607	643.708945	2374.787649	1025.656750	93927.645584	12466.987694
45	go	3	go_only	0	0	45	0.725076	628.710409	2759.698796	867.096354	80657.365851	14910.968079
46	go	3	go_only	0	0	37	0.594180	614.023578	2936.750664	1033.397273	126868.730310	17512.614424
47	go	3	go_only	0	0	38	0.610571	590.371396	2056.412027	966.917021	121155.039651	15056.958930
48	go	3	go_only	0	0	38	0.610504	612.588318	3505.214793	1003.414423	94296.951127	17222.666180
49	go	3	go_only	0	0	40	0.641548	592.606074	2859.398476	923.712329	90884.381284	15381.512807
50	go	3	go_only	0	0	41	0.658847	628.581454	3390.014529	954.063296	82722.917175	19524.237025
51	go	3	go_only	0	0	39	0.626987	586.493054	2340.463037	935.415462	110206.362254	12756.073391
52	go	3	go_only	0	0	50	0.811716	725.557475	3371.521079	893.856648	87554.483010	13370.454253
53	go	3	go_only	0	0	40	0.642640	576.442463	2083.143971	896.991958	60417.126128	12944.720536
54	go	3	go_only	0	0	39	0.626135	625.864900	2502.616518	999.569263	153490.497746	14113.477948
55	go	4	go_nogo	0	0	43	0.691367	674.194822	3211.502771	975.162698	107788.679532	13559.538842
56	nogo	4	go_nogo	0	0	37	0.593577	526.234873	2636.356626	886.547879	88030.931021	14738.448138
57	go	4	go_nogo	0	0	37	0.593177	573.280970	2910.362386	966.458527	106443.779940	18441.935619
58	nogo	4	go_nogo	0	0	38	0.608140	539.175264	3371.759769	886.596978	85504.007910	16149.978194
59	go	4	go_nogo	0	0	31	0.493062	609.626415	3014.056916	1236.409747	181763.501832	18353.592698
60	nogo	4	go_nogo	0	0	33	0.526954	644.627137	3257.498428	1223.308640	119725.105205	19230.024736
61	go	4	go_nogo	0	0	42	0.676613	630.700341	2753.298742	932.143811	166216.833797	15662.976411
62	go	4	go_nogo	0	0	53	0.859514	580.917233	2952.254014	675.867412	107990.800556	11869.894486
63	go	4	go_nogo	0	0	39	0.627218	584.879289	4297.966109	932.497912	189217.670040	21789.316367
64	go	4	go_nogo	0	0	45	0.724982	632.015610	5199.789437	871.767553	272928.773134	18607.834993
65	nogo	4	go_nogo	0	0	38	0.610674	513.876968	2418.918399	841.492168	91289.587911	11937.720644
66	go	4	go_nogo	0	0	36	0.576655	578.043036	2741.148314	1002.407047	88861.893745	17085.156797
67	go	4	go_nogo	0	0	34	0.543916	626.731876	2786.821537	1152.257942	127700.482785	17694.481046
68	nogo	4	go_nogo	0	0	38	0.609186	614.542825	3404.923860	1008.793414	92905.496823	24063.325203
69	go	4	go_nogo	0	0	36	0.576509	597.705327	5327.060940	1036.767048	325406.123171	23962.991458
70	go	4	go_nogo	0	0	71	1.159633	589.585697	4894.538465	508.424562	143959.577018	10673.732283
71	go	4	go_nogo	0	0	38	0.609741	583.925209	2502.792859	957.661369	65980.205986	13029.768011
72	go	4	go_nogo	0	0	35	0.560518	589.202727	3365.533457	1051.175764	79291.522562	15685.690231
73	go	4	go_nogo	0	0	30	0.478185	632.195197	4526.905755	1322.072413	126059.606963	18210.726755
74	nogo	4	go_nogo	0	0	34	0.541444	478.348847	3139.619854	883.468738	55111.614968	13927.160911
75	go	4	go_nogo	0	0	38	0.610378	599.148708	4253.707575	981.602082	145339.503659	17712.860475
76	go	4	go_nogo	0	0	37	0.593686	601.577411	3176.762378	1013.293083	94457.866352	14839.405728
77	nogo	4	go_nogo	0	0	31	0.492261	493.596623	3048.859340	1002.713446	79428.425970	18089.676106
