onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	19.922	incorrect	learning	LS1	PICTURE_480.jpg	i	false alarm
19.922	16.733	correct	learning	LS1	PICTURE_15.jpg	i	correct rejection
36.655	11.946	incorrect	learning	LS1	PICTURE_488.jpg	i	false alarm
48.601	10.509	incorrect	learning	LS1	PICTURE_508.jpg	i	false alarm
59.110	11.477	correct	learning	LS1	PICTURE_488.jpg	c	hit
70.587	11.166	correct	learning	LS1	PICTURE_95.jpg	c	hit
81.753	11.975	correct	learning	LS1	PICTURE_15.jpg	c	hit
93.728	8.947	correct	learning	LS1	PICTURE_480.jpg	c	hit
102.675	9.918	correct	learning	LS1	PICTURE_508.jpg	c	hit
112.593	13.278	correct	learning	LS1	PICTURE_95.jpg	i	correct rejection
125.871	9.639	correct	learning	LS2	PICTURE_480.jpg	i	correct rejection
135.510	8.209	correct	learning	LS2	PICTURE_508.jpg	c	hit
143.719	9.177	correct	learning	LS2	PICTURE_15.jpg	i	correct rejection
152.896	8.226	correct	learning	LS2	PICTURE_95.jpg	i	correct rejection
161.122	8.234	correct	learning	LS2	PICTURE_508.jpg	i	correct rejection
169.356	9.837	correct	learning	LS2	PICTURE_480.jpg	c	hit
179.193	9.047	correct	learning	LS2	PICTURE_95.jpg	c	hit
188.240	11.296	correct	learning	LS2	PICTURE_488.jpg	c	hit
199.536	8.265	correct	learning	LS2	PICTURE_15.jpg	c	hit
207.801	19.781	incorrect	learning	LS2	PICTURE_488.jpg	i	false alarm
227.582	8.315	correct	learning	LS3	PICTURE_508.jpg	c	hit
235.897	7.844	correct	learning	LS3	PICTURE_15.jpg	i	correct rejection
243.741	7.692	correct	learning	LS3	PICTURE_480.jpg	i	correct rejection
251.433	7.382	correct	learning	LS3	PICTURE_488.jpg	i	correct rejection
258.815	6.910	correct	learning	LS3	PICTURE_95.jpg	c	hit
265.725	6.755	correct	learning	LS3	PICTURE_15.jpg	c	hit
272.480	7.721	correct	learning	LS3	PICTURE_480.jpg	c	hit
280.201	7.567	correct	learning	LS3	PICTURE_488.jpg	c	hit
287.768	6.936	correct	learning	LS3	PICTURE_95.jpg	i	correct rejection
294.704	8.543	correct	learning	LS3	PICTURE_508.jpg	i	correct rejection
303.247	8.578	correct	learning	LS4	PICTURE_480.jpg	c	hit
311.825	7.948	correct	learning	LS4	PICTURE_95.jpg	c	hit
319.773	8.434	correct	learning	LS4	PICTURE_508.jpg	c	hit
328.207	7.804	correct	learning	LS4	PICTURE_488.jpg	i	correct rejection
336.011	7.333	correct	learning	LS4	PICTURE_95.jpg	i	correct rejection
343.344	9.738	correct	learning	LS4	PICTURE_480.jpg	i	correct rejection
353.082	6.711	correct	learning	LS4	PICTURE_15.jpg	i	correct rejection
359.793	11.672	correct	learning	LS4	PICTURE_508.jpg	i	correct rejection
371.465	8.644	correct	learning	LS4	PICTURE_488.jpg	c	hit
380.109	7.214	correct	learning	LS4	PICTURE_15.jpg	c	hit
387.323	9.306	correct	control	LS1	PICTURE_286.jpg	i	correct rejection
396.629	8.836	correct	control	LS1	PICTURE_292.jpg	c	hit
405.465	9.962	correct	control	LS1	PICTURE_430.jpg	i	correct rejection
415.427	8.215	correct	control	LS1	PICTURE_718.jpg	i	correct rejection
423.642	8.540	correct	control	LS1	PICTURE_2.jpg	i	correct rejection
432.182	7.431	correct	control	LS1	PICTURE_718.jpg	c	hit
439.613	8.874	correct	control	LS1	PICTURE_2.jpg	c	hit
448.487	7.925	correct	control	LS1	PICTURE_430.jpg	c	hit
456.412	7.456	correct	control	LS1	PICTURE_292.jpg	i	correct rejection
463.868	10.499	correct	control	LS1	PICTURE_286.jpg	c	hit
474.367	8.461	correct	control	LS2	PICTURE_430.jpg	i	correct rejection
482.828	9.427	correct	control	LS2	PICTURE_286.jpg	c	hit
492.255	7.038	correct	control	LS2	PICTURE_430.jpg	c	hit
499.293	7.204	correct	control	LS2	PICTURE_2.jpg	c	hit
506.497	7.373	correct	control	LS2	PICTURE_292.jpg	c	hit
513.870	10.575	correct	control	LS2	PICTURE_718.jpg	i	correct rejection
524.445	8.346	correct	control	LS2	PICTURE_2.jpg	i	correct rejection
532.791	8.035	correct	control	LS2	PICTURE_718.jpg	c	hit
540.826	8.201	correct	control	LS2	PICTURE_292.jpg	i	correct rejection
549.027	9.169	correct	control	LS2	PICTURE_286.jpg	i	correct rejection
558.196	9.207	correct	control	LS3	PICTURE_733.jpg	i	correct rejection
567.403	9.056	correct	control	LS3	PICTURE_134.jpg	c	hit
576.459	10.344	correct	control	LS3	PICTURE_731.jpg	i	correct rejection
586.803	8.914	correct	control	LS3	PICTURE_134.jpg	i	correct rejection
595.717	8.126	correct	control	LS3	PICTURE_733.jpg	c	hit
603.843	9.094	correct	control	LS3	PICTURE_645.jpg	c	hit
612.937	10.540	correct	control	LS3	PICTURE_731.jpg	c	hit
623.477	8.149	correct	control	LS3	PICTURE_98.jpg	i	correct rejection
631.626	8.312	correct	control	LS3	PICTURE_645.jpg	i	correct rejection
639.938	11.036	correct	control	LS3	PICTURE_98.jpg	c	hit
650.974	8.998	correct	control	LS4	PICTURE_645.jpg	i	correct rejection
659.972	9.167	correct	control	LS4	PICTURE_134.jpg	i	correct rejection
669.139	8.053	correct	control	LS4	PICTURE_98.jpg	i	correct rejection
677.192	7.742	correct	control	LS4	PICTURE_134.jpg	c	hit
684.934	8.387	correct	control	LS4	PICTURE_731.jpg	i	correct rejection
693.321	9.513	correct	control	LS4	PICTURE_733.jpg	i	correct rejection
702.834	7.124	correct	control	LS4	PICTURE_645.jpg	c	hit
709.958	12.248	correct	control	LS4	PICTURE_98.jpg	c	hit
722.206	10.498	correct	control	LS4	PICTURE_733.jpg	c	hit
732.704	9.545	correct	control	LS4	PICTURE_731.jpg	c	hit
742.249	10.825	incorrect	learning	LS1	PICTURE_43.jpg	i	false alarm
753.074	10.036	incorrect	learning	LS1	PICTURE_741.jpg	i	false alarm
763.110	10.845	correct	learning	LS1	PICTURE_599.jpg	c	hit
773.955	10.695	correct	learning	LS1	PICTURE_43.jpg	c	hit
784.650	11.983	incorrect	learning	LS1	PICTURE_610.jpg	i	false alarm
796.633	10.234	correct	learning	LS1	PICTURE_741.jpg	c	hit
806.867	12.479	correct	learning	LS1	PICTURE_247.jpg	c	hit
819.346	10.571	correct	learning	LS1	PICTURE_599.jpg	i	correct rejection
829.917	9.301	correct	learning	LS1	PICTURE_247.jpg	i	correct rejection
839.218	9.468	correct	learning	LS1	PICTURE_610.jpg	c	hit
848.686	9.824	correct	learning	LS2	PICTURE_610.jpg	i	correct rejection
858.510	10.314	correct	learning	LS2	PICTURE_599.jpg	c	hit
868.824	9.844	correct	learning	LS2	PICTURE_610.jpg	c	hit
878.668	8.417	correct	learning	LS2	PICTURE_43.jpg	c	hit
887.085	7.785	correct	learning	LS2	PICTURE_599.jpg	i	correct rejection
894.870	8.913	correct	learning	LS2	PICTURE_741.jpg	c	hit
903.783	10.202	correct	learning	LS2	PICTURE_247.jpg	c	hit
913.985	7.655	correct	learning	LS2	PICTURE_43.jpg	i	correct rejection
921.640	8.461	correct	learning	LS2	PICTURE_247.jpg	i	correct rejection
930.101	8.789	correct	learning	LS2	PICTURE_741.jpg	i	correct rejection
938.890	8.187	correct	learning	LS3	PICTURE_741.jpg	i	correct rejection
947.077	10.426	correct	learning	LS3	PICTURE_247.jpg	c	hit
957.503	7.399	correct	learning	LS3	PICTURE_599.jpg	c	hit
964.902	9.163	correct	learning	LS3	PICTURE_610.jpg	c	hit
974.065	7.730	correct	learning	LS3	PICTURE_599.jpg	i	correct rejection
981.795	8.219	correct	learning	LS3	PICTURE_247.jpg	i	correct rejection
990.014	8.069	correct	learning	LS3	PICTURE_43.jpg	i	correct rejection
998.083	7.757	correct	learning	LS3	PICTURE_610.jpg	i	correct rejection
1005.840	8.242	correct	learning	LS3	PICTURE_741.jpg	c	hit
1014.082	8.732	correct	learning	LS3	PICTURE_43.jpg	c	hit
1022.814	8.610	correct	learning	LS4	PICTURE_610.jpg	c	hit
1031.424	8.620	correct	learning	LS4	PICTURE_247.jpg	i	correct rejection
1040.044	6.871	correct	learning	LS4	PICTURE_599.jpg	c	hit
1046.915	6.560	correct	learning	LS4	PICTURE_43.jpg	c	hit
1053.475	7.530	correct	learning	LS4	PICTURE_599.jpg	i	correct rejection
1061.005	6.735	correct	learning	LS4	PICTURE_741.jpg	c	hit
1067.740	7.541	correct	learning	LS4	PICTURE_610.jpg	i	correct rejection
1075.281	6.912	correct	learning	LS4	PICTURE_43.jpg	i	correct rejection
1082.193	8.357	correct	learning	LS4	PICTURE_247.jpg	c	hit
1090.550	10.759	correct	learning	LS4	PICTURE_741.jpg	i	correct rejection
1101.309	10.606	incorrect	learning	LS1	PICTURE_405.jpg	i	false alarm
1111.915	9.494	incorrect	learning	LS1	PICTURE_402.jpg	i	false alarm
1121.409	9.342	incorrect	learning	LS1	PICTURE_21.jpg	i	false alarm
1130.751	12.228	correct	learning	LS1	PICTURE_400.jpg	c	hit
1142.979	9.518	incorrect	learning	LS1	PICTURE_462.jpg	i	false alarm
1152.497	9.206	correct	learning	LS1	PICTURE_400.jpg	i	correct rejection
1161.703	11.450	correct	learning	LS1	PICTURE_21.jpg	c	hit
1173.153	9.864	correct	learning	LS1	PICTURE_402.jpg	c	hit
1183.017	8.273	correct	learning	LS1	PICTURE_405.jpg	c	hit
1191.290	10.517	correct	learning	LS1	PICTURE_462.jpg	c	hit
1201.807	9.277	correct	learning	LS2	PICTURE_405.jpg	i	correct rejection
1211.084	9.443	correct	learning	LS2	PICTURE_21.jpg	i	correct rejection
1220.527	10.092	correct	learning	LS2	PICTURE_400.jpg	i	correct rejection
1230.619	7.861	correct	learning	LS2	PICTURE_405.jpg	c	hit
1238.480	8.668	correct	learning	LS2	PICTURE_462.jpg	c	hit
1247.148	8.833	correct	learning	LS2	PICTURE_402.jpg	c	hit
1255.981	11.076	correct	learning	LS2	PICTURE_462.jpg	i	correct rejection
1267.057	8.365	correct	learning	LS2	PICTURE_21.jpg	c	hit
1275.422	17.955	correct	learning	LS2	PICTURE_400.jpg	c	hit
1293.377	8.376	correct	learning	LS2	PICTURE_402.jpg	i	correct rejection
1301.753	8.256	correct	learning	LS3	PICTURE_405.jpg	i	correct rejection
1310.009	8.583	correct	learning	LS3	PICTURE_21.jpg	i	correct rejection
1318.592	8.428	correct	learning	LS3	PICTURE_400.jpg	c	hit
1327.020	8.596	correct	learning	LS3	PICTURE_21.jpg	c	hit
1335.616	9.243	correct	learning	LS3	PICTURE_402.jpg	c	hit
1344.859	11.808	correct	learning	LS3	PICTURE_462.jpg	i	correct rejection
1356.667	7.980	correct	learning	LS3	PICTURE_400.jpg	i	correct rejection
1364.647	9.270	correct	learning	LS3	PICTURE_462.jpg	c	hit
1373.917	8.319	correct	learning	LS3	PICTURE_402.jpg	i	correct rejection
1382.236	7.529	correct	learning	LS3	PICTURE_405.jpg	c	hit
1389.765	9.163	correct	learning	LS4	PICTURE_400.jpg	i	correct rejection
1398.928	7.890	correct	learning	LS4	PICTURE_402.jpg	i	correct rejection
1406.818	7.739	correct	learning	LS4	PICTURE_21.jpg	c	hit
1414.557	6.466	correct	learning	LS4	PICTURE_405.jpg	c	hit
1421.023	7.435	correct	learning	LS4	PICTURE_400.jpg	c	hit
1428.458	8.243	correct	learning	LS4	PICTURE_405.jpg	i	correct rejection
1436.701	9.689	correct	learning	LS4	PICTURE_402.jpg	c	hit
1446.390	10.332	correct	learning	LS4	PICTURE_462.jpg	i	correct rejection
1456.722	7.943	correct	learning	LS4	PICTURE_21.jpg	i	correct rejection
1464.665	8.587	correct	learning	LS4	PICTURE_462.jpg	c	hit
1473.252	10.037	incorrect	learning	LS1	PICTURE_23.jpg	i	false alarm
1483.289	10.843	incorrect	learning	LS1	PICTURE_297.jpg	i	false alarm
1494.132	10.213	correct	learning	LS1	PICTURE_23.jpg	c	hit
1504.345	9.744	incorrect	learning	LS1	PICTURE_235.jpg	c	miss
1514.089	11.511	incorrect	learning	LS1	PICTURE_746.jpg	i	false alarm
1525.600	11.678	correct	learning	LS1	PICTURE_297.jpg	c	hit
1537.278	9.449	correct	learning	LS1	PICTURE_235.jpg	i	correct rejection
1546.727	n/a	n/a	learning	LS1	PICTURE_720.jpg	i	late
1571.727	19.852	correct	learning	LS1	PICTURE_746.jpg	c	hit
1591.579	9.793	incorrect	learning	LS1	PICTURE_720.jpg	c	miss
1601.372	7.749	correct	learning	LS2	PICTURE_297.jpg	c	hit
1609.121	7.116	correct	learning	LS2	PICTURE_746.jpg	c	hit
1616.237	7.126	correct	learning	LS2	PICTURE_23.jpg	c	hit
1623.363	7.614	correct	learning	LS2	PICTURE_235.jpg	c	hit
1630.977	8.902	incorrect	learning	LS2	PICTURE_720.jpg	i	false alarm
1639.879	9.232	correct	learning	LS2	PICTURE_297.jpg	i	correct rejection
1649.111	7.958	correct	learning	LS2	PICTURE_720.jpg	c	hit
1657.069	7.804	correct	learning	LS2	PICTURE_746.jpg	i	correct rejection
1664.873	8.290	correct	learning	LS2	PICTURE_235.jpg	i	correct rejection
1673.163	8.617	correct	learning	LS2	PICTURE_23.jpg	i	correct rejection
1681.780	7.211	correct	learning	LS3	PICTURE_235.jpg	c	hit
1688.991	6.902	correct	learning	LS3	PICTURE_746.jpg	c	hit
1695.893	7.711	correct	learning	LS3	PICTURE_297.jpg	c	hit
1703.604	6.921	correct	learning	LS3	PICTURE_746.jpg	i	correct rejection
1710.525	7.887	correct	learning	LS3	PICTURE_720.jpg	i	correct rejection
1718.412	7.417	correct	learning	LS3	PICTURE_23.jpg	i	correct rejection
1725.829	8.383	correct	learning	LS3	PICTURE_297.jpg	i	correct rejection
1734.212	8.550	correct	learning	LS3	PICTURE_720.jpg	c	hit
1742.762	8.396	correct	learning	LS3	PICTURE_235.jpg	i	correct rejection
1751.158	9.041	correct	learning	LS3	PICTURE_23.jpg	c	hit
1760.199	6.840	correct	learning	LS4	PICTURE_746.jpg	c	hit
1767.039	7.805	correct	learning	LS4	PICTURE_23.jpg	i	correct rejection
1774.844	8.768	correct	learning	LS4	PICTURE_720.jpg	c	hit
1783.612	8.297	correct	learning	LS4	PICTURE_297.jpg	i	correct rejection
1791.909	10.221	correct	learning	LS4	PICTURE_720.jpg	i	correct rejection
1802.130	7.194	correct	learning	LS4	PICTURE_23.jpg	c	hit
1809.324	7.524	correct	learning	LS4	PICTURE_746.jpg	i	correct rejection
