onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	11.367	correct	learning	LS1	PICTURE_72.jpg	c	hit
11.367	10.468	incorrect	learning	LS1	PICTURE_74.jpg	i	false alarm
21.835	10.687	correct	learning	LS1	PICTURE_67.jpg	c	hit
32.522	9.952	incorrect	learning	LS1	PICTURE_68.jpg	i	false alarm
42.474	11.777	correct	learning	LS1	PICTURE_74.jpg	c	hit
54.251	10.563	correct	learning	LS1	PICTURE_67.jpg	i	correct rejection
64.814	9.032	correct	learning	LS1	PICTURE_71.jpg	c	hit
73.846	8.291	correct	learning	LS1	PICTURE_68.jpg	c	hit
82.137	11.395	correct	learning	LS1	PICTURE_71.jpg	i	correct rejection
93.532	10.335	correct	learning	LS1	PICTURE_72.jpg	i	correct rejection
103.867	15.576	incorrect	learning	LS2	PICTURE_74.jpg	c	miss
119.443	10.026	incorrect	learning	LS2	PICTURE_67.jpg	i	false alarm
129.469	10.390	correct	learning	LS2	PICTURE_71.jpg	c	hit
139.859	7.879	correct	learning	LS2	PICTURE_68.jpg	i	correct rejection
147.738	7.769	correct	learning	LS2	PICTURE_67.jpg	c	hit
155.507	8.619	correct	learning	LS2	PICTURE_72.jpg	i	correct rejection
164.126	6.760	correct	learning	LS2	PICTURE_68.jpg	c	hit
170.886	8.577	correct	learning	LS2	PICTURE_71.jpg	i	correct rejection
179.463	6.238	correct	learning	LS2	PICTURE_72.jpg	c	hit
185.701	10.133	incorrect	learning	LS2	PICTURE_74.jpg	i	false alarm
195.834	8.038	correct	learning	LS3	PICTURE_72.jpg	c	hit
203.872	7.936	correct	learning	LS3	PICTURE_67.jpg	i	correct rejection
211.808	8.802	correct	learning	LS3	PICTURE_71.jpg	i	correct rejection
220.610	12.385	correct	learning	LS3	PICTURE_67.jpg	c	hit
232.995	7.967	correct	learning	LS3	PICTURE_68.jpg	i	correct rejection
240.962	8.985	correct	learning	LS3	PICTURE_74.jpg	c	hit
249.947	7.772	correct	learning	LS3	PICTURE_68.jpg	c	hit
