trial_index	trial_type	block_number	block_type	is_practice	n_left_clicks	go_first_left_inside	go_first_left_rt	parse_failed_time	parse_failed_xy	parse_failed_buttons	mismatched_lengths	any_rb_nonzero	any_mb_nonzero	any_click	any_left	any_right	nogo_stop_time	nogo_stopped	nogo_outcome	nogo_parse_failed	rt_combined	accuracy
1	go	1	go_only	1	1	0	0.000000	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
2	go	1	go_only	1	1	0	0.000000	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	n/a	0
3	go	1	go_only	1	1	0	0.000000	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	n/a	0
4	go	1	go_only	1	1	0	0.000000	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
5	go	1	go_only	1	1	0	0.000000	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	n/a	0
6	go	1	go_only	1	1	0	0.000000	0	0	0	0	0	0	1	1	0	n/a	0	too_short_after_peak	0	n/a	0
7	go	1	go_only	1	1	1	0.459305	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.459305	1
8	go	1	go_only	1	1	1	0.493087	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.493087	1
9	go	1	go_only	1	1	1	0.576469	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.576469	1
10	go	1	go_only	1	1	1	0.511379	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.511379	1
11	go	1	go_only	1	1	1	0.376514	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.376514	1
12	go	1	go_only	1	1	1	0.475214	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.475214	1
13	go	1	go_only	1	1	1	0.427105	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.427105	1
14	go	1	go_only	1	2	0	0.342488	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	n/a	0
15	go	1	go_only	1	1	1	0.377732	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.377732	1
16	go	1	go_only	1	1	1	0.525697	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.525697	1
17	go	1	go_only	1	1	1	0.461002	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461002	1
18	go	1	go_only	1	1	1	0.525403	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.525403	1
19	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.443934	1	stopped_early	0	0.443934	1
20	go	2	go_nogo_prac	1	1	1	0.362080	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.362080	1
21	go	2	go_nogo_prac	1	1	1	0.461230	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.461230	1
22	nogo	2	go_nogo_prac	1	0	0	n/a	0	0	0	0	0	0	0	0	0	0.408783	1	stopped_early	0	0.408783	1
23	go	2	go_nogo_prac	1	1	1	0.342605	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.342605	1
24	go	2	go_nogo_prac	1	1	1	0.509626	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.509626	1
25	go	2	go_nogo_prac	1	1	1	0.325994	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.325994	1
26	go	2	go_nogo_prac	1	1	1	0.543160	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_early	0	0.543160	1
27	go	2	go_nogo_prac	1	1	0	0.377623	0	0	0	0	0	0	1	1	0	n/a	0	no_stop_timeout	0	n/a	0
