onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	15.640	1	learning	LS1	PICTURE_592.jpg	i
15.640	11.698	1	learning	LS1	PICTURE_692.jpg	c
27.338	9.681	0	learning	LS1	PICTURE_465.jpg	c
37.019	13.262	1	learning	LS1	PICTURE_640.jpg	c
50.281	9.486	1	learning	LS1	PICTURE_692.jpg	i
59.767	13.708	0	learning	LS1	PICTURE_379.jpg	c
73.475	9.612	1	learning	LS1	PICTURE_592.jpg	c
83.087	14.007	0	learning	LS1	PICTURE_640.jpg	i
97.094	12.964	1	learning	LS1	PICTURE_379.jpg	i
110.058	10.802	1	learning	LS1	PICTURE_465.jpg	i
120.860	10.981	1	learning	LS2	PICTURE_592.jpg	i
131.841	8.339	0	learning	LS2	PICTURE_379.jpg	i
140.180	9.694	1	learning	LS2	PICTURE_465.jpg	i
149.874	8.490	1	learning	LS2	PICTURE_692.jpg	c
158.364	8.726	1	learning	LS2	PICTURE_640.jpg	i
167.090	8.329	1	learning	LS2	PICTURE_592.jpg	c
175.419	7.295	0	learning	LS2	PICTURE_692.jpg	i
182.714	12.325	1	learning	LS2	PICTURE_465.jpg	c
195.039	9.209	1	learning	LS2	PICTURE_379.jpg	c
204.248	9.451	1	learning	LS2	PICTURE_640.jpg	c
213.699	8.357	1	learning	LS3	PICTURE_640.jpg	i
222.056	8.120	1	learning	LS3	PICTURE_465.jpg	c
230.176	7.557	1	learning	LS3	PICTURE_592.jpg	c
237.733	7.459	1	learning	LS3	PICTURE_379.jpg	c
245.192	8.642	1	learning	LS3	PICTURE_692.jpg	c
253.834	9.664	1	learning	LS3	PICTURE_379.jpg	i
263.498	9.567	1	learning	LS3	PICTURE_592.jpg	i
273.065	9.477	1	learning	LS3	PICTURE_640.jpg	c
282.542	9.547	1	learning	LS3	PICTURE_692.jpg	i
292.089	8.976	1	learning	LS3	PICTURE_465.jpg	i
301.065	8.356	1	learning	LS4	PICTURE_465.jpg	i
309.421	9.711	1	learning	LS4	PICTURE_640.jpg	c
319.132	8.346	1	learning	LS4	PICTURE_379.jpg	i
327.478	8.422	1	learning	LS4	PICTURE_692.jpg	c
335.900	7.857	1	learning	LS4	PICTURE_592.jpg	c
343.757	9.693	1	learning	LS4	PICTURE_692.jpg	i
353.450	8.495	1	learning	LS4	PICTURE_465.jpg	c
361.945	9.058	1	learning	LS4	PICTURE_592.jpg	i
371.003	8.662	1	learning	LS4	PICTURE_379.jpg	c
379.665	9.224	1	learning	LS4	PICTURE_640.jpg	i
388.889	10.766	1	control	LS1	PICTURE_368.jpg	c
399.655	7.949	1	control	LS1	PICTURE_338.jpg	c
407.604	8.492	1	control	LS1	PICTURE_391.jpg	c
416.096	9.833	1	control	LS1	PICTURE_255.jpg	i
425.929	8.936	1	control	LS1	PICTURE_368.jpg	i
434.865	10.597	1	control	LS1	PICTURE_255.jpg	c
445.462	11.626	1	control	LS1	PICTURE_398.jpg	c
457.088	8.817	1	control	LS1	PICTURE_338.jpg	i
465.905	7.766	1	control	LS1	PICTURE_398.jpg	i
473.671	10.415	1	control	LS1	PICTURE_391.jpg	i
484.086	8.821	1	control	LS2	PICTURE_368.jpg	i
492.907	7.457	1	control	LS2	PICTURE_391.jpg	i
500.364	7.372	1	control	LS2	PICTURE_398.jpg	c
507.736	8.567	1	control	LS2	PICTURE_255.jpg	i
516.303	7.851	1	control	LS2	PICTURE_368.jpg	c
524.154	9.373	1	control	LS2	PICTURE_398.jpg	i
533.527	8.176	1	control	LS2	PICTURE_255.jpg	c
541.703	12.419	1	control	LS2	PICTURE_338.jpg	i
554.122	9.782	1	control	LS2	PICTURE_391.jpg	c
563.904	8.586	1	control	LS2	PICTURE_338.jpg	c
572.490	12.602	1	control	LS3	PICTURE_19.jpg	c
585.092	9.965	1	control	LS3	PICTURE_551.jpg	c
595.057	9.248	1	control	LS3	PICTURE_343.jpg	c
604.305	11.236	1	control	LS3	PICTURE_185.jpg	i
615.541	8.419	1	control	LS3	PICTURE_708.jpg	c
623.960	8.482	1	control	LS3	PICTURE_551.jpg	i
632.442	7.424	1	control	LS3	PICTURE_185.jpg	c
639.866	8.605	1	control	LS3	PICTURE_708.jpg	i
648.471	8.507	1	control	LS3	PICTURE_19.jpg	i
656.978	9.375	1	control	LS3	PICTURE_343.jpg	i
666.353	13.547	1	control	LS4	PICTURE_185.jpg	i
679.900	8.504	1	control	LS4	PICTURE_19.jpg	i
688.404	8.899	1	control	LS4	PICTURE_708.jpg	c
697.303	7.376	1	control	LS4	PICTURE_343.jpg	i
704.679	12.250	1	control	LS4	PICTURE_551.jpg	c
716.929	7.687	1	control	LS4	PICTURE_343.jpg	c
724.616	11.122	1	control	LS4	PICTURE_19.jpg	c
735.738	10.403	1	control	LS4	PICTURE_551.jpg	i
746.141	9.366	1	control	LS4	PICTURE_708.jpg	i
755.507	10.567	1	control	LS4	PICTURE_185.jpg	c
766.074	12.438	1	learning	LS1	PICTURE_38.jpg	i
778.512	8.362	0	learning	LS1	PICTURE_212.jpg	i
786.874	11.944	1	learning	LS1	PICTURE_659.jpg	c
798.818	15.365	1	learning	LS1	PICTURE_654.jpg	i
814.183	11.269	1	learning	LS1	PICTURE_212.jpg	c
825.452	9.732	1	learning	LS1	PICTURE_38.jpg	c
835.184	9.635	1	learning	LS1	PICTURE_26.jpg	i
844.819	11.623	1	learning	LS1	PICTURE_659.jpg	i
856.442	9.453	1	learning	LS1	PICTURE_26.jpg	c
865.895	10.320	0	learning	LS1	PICTURE_654.jpg	c
876.215	11.139	1	learning	LS2	PICTURE_659.jpg	c
887.354	n/a	n/a	learning	LS2	PICTURE_38.jpg	i
912.354	12.730	0	learning	LS2	PICTURE_654.jpg	i
