onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	1.717	FLOW_B	B	1	1	1	109 + 2	111	11.0	1717.3	0	0
5.732	2.201	FLOW_B	B	1	2	1	1 + 102	103	103.0	2201.0	1	0
11.954	1.497	FLOW_B	B	1	3	1	106 + 4	110	110.0	1497.2	1	0
17.499	1.792	FLOW_B	B	1	4	1	107 + 1	108	108.0	1792.5	1	0
23.312	1.46	FLOW_B	B	1	5	1	3 + 100	103	103.0	1460.1	1	0
28.814	1.626	FLOW_B	B	1	6	1	8 + 100	108	108.0	1626.2	1	0
34.49	1.576	FLOW_B	B	1	7	1	102 + 6	108	108.0	1576.4	1	0
40.109	2.224	FLOW_B	B	1	8	1	3 + 103	106	106.0	2224.5	1	0
46.344	1.378	FLOW_B	B	1	9	1	105 + 4	109	109.0	1377.5	1	0
51.727	1.95	FLOW_B	B	1	10	1	8 + 103	111	111.0	1949.9	1	0
57.685	1.721	FLOW_B	B	1	11	1	4 + 101	105	105.0	1720.8	1	0
63.457	2.078	FLOW_B	B	1	12	1	5 + 108	113	113.0	2078.5	1	0
69.58	1.349	FLOW_B	B	1	13	1	104 + 6	110	110.0	1349.4	1	0
74.983	2.591	FLOW_B	B	1	14	1	8 + 102	110	110.0	2591.3	1	0
81.629	1.817	FLOW_B	B	1	15	1	2 + 100	102	102.0	1817.4	1	0
87.493	1.437	FLOW_B	B	1	16	1	5 + 103	108	108.0	1437.1	1	0
92.974	1.669	FLOW_B	B	1	17	1	102 + 4	106	106.0	1668.7	1	0
98.685	1.899	FLOW_B	B	1	18	1	8 + 108	116	116.0	1898.6	1	0
104.623	1.674	FLOW_B	B	1	19	1	6 + 101	107	107.0	1674.3	1	0
110.341	3.232	FLOW_B	B	1	20	1	8 + 105	113	113.0	3232.2	1	0
117.623	1.663	FLOW_B	B	1	21	1	4 + 109	113	113.0	1662.9	1	0
123.294	1.765	FLOW_B	B	1	22	1	8 + 103	111	111.0	1764.8	1	0
129.07	2.217	FLOW_B	B	1	23	1	3 + 102	105	105.0	2216.7	1	0
135.297	1.56	FLOW_B	B	1	24	1	3 + 106	109	109.0	1560.1	1	0
140.883	1.47	FLOW_B	B	1	25	1	2 + 105	107	107.0	1470.1	1	0
146.403	1.469	FLOW_B	B	1	26	1	9 + 105	114	114.0	1468.7	1	0
151.873	1.429	FLOW_B	B	1	27	1	5 + 101	106	106.0	1429.4	1	0
157.305	1.814	FLOW_B	B	1	28	1	3 + 103	106	106.0	1813.6	1	0
163.173	2.495	FLOW_B	B	1	29	1	109 + 6	115	115.0	2494.6	1	0
169.716	0.302	FLOW_B	B	1	30	1	7 + 103	110	n/a	302.2	0	1
209.852	18.015	FLOW_O	O	2	1	10	40 + 48 + 105 + 37 + 98 + 18	346	146.0	18015.0	0	0
231.879	18.009	FLOW_O	O	2	2	10	22 + 43 + 68 + 43 + 103 + 78	357	n/a	18009.4	0	1
253.941	18.007	FLOW_O	O	2	3	10	56 + 18 + 101 + 16 + 93 + 82	366	n/a	18006.6	0	1
276.0	18.004	FLOW_O	O	2	4	10	37 + 108 + 19 + 81 + 46 + 25	316	n/a	18004.3	0	1
298.008	18.014	FLOW_O	O	2	5	10	101 + 68 + 81 + 36 + 14 + 85	385	n/a	18014.5	0	1
320.026	18.011	FLOW_O	O	2	6	10	82 + 108 + 11 + 35 + 33 + 38	307	n/a	18011.0	0	1
342.057	14.758	FLOW_O	O	2	7	10	40 + 60 + 34 + 38 + 60 + 103	335	333.0	14757.9	0	0
360.859	17.292	FLOW_O	O	2	8	10	15 + 17 + 69 + 108 + 49 + 22	280	280.0	17291.9	1	0
414.053	13.057	FLOW_F	F	3	1	7	85 + 6 + 15 + 96 + 100	302	302.0	13056.9	1	0
431.161	18.003	FLOW_F	F	3	2	7	84 + 97 + 3 + 48 + 103	335	n/a	18002.7	0	1
453.208	15.207	FLOW_F	F	3	3	7	90 + 1 + 64 + 101 + 32	288	277.0	15206.6	0	0
472.468	13.277	FLOW_F	F	3	4	6	48 + 105 + 97 + 88	338	338.0	13277.2	1	0
489.761	18.015	FLOW_F	F	3	5	6	82 + 53 + 12 + 108	255	n/a	18014.7	0	1
511.778	18.016	FLOW_F	F	3	6	6	86 + 21 + 15 + 103	225	n/a	18016.1	0	1
533.797	18.01	FLOW_F	F	3	7	5	68 + 7 + 89 + 102	266	n/a	18010.0	0	1
555.812	18.009	FLOW_F	F	3	8	5	34 + 3 + 42 + 108	187	n/a	18008.9	0	1
577.831	6.243	FLOW_F	F	3	9	4	15 + 37 + 108	160	n/a	6243.1	0	1
622.23	4.066	FLOW_B	B	4	1	1	105 + 8	113	113.0	4065.5	1	0
630.298	2.086	FLOW_B	B	4	2	1	3 + 106	109	109.0	2086.4	1	0
636.425	1.885	FLOW_B	B	4	3	1	3 + 103	106	106.0	1885.0	1	0
642.34	4.253	FLOW_B	B	4	4	1	106 + 1	107	107.0	4253.1	1	0
650.644	2.212	FLOW_B	B	4	5	1	7 + 108	115	115.0	2211.7	1	0
656.907	2.101	FLOW_B	B	4	6	1	108 + 1	109	109.0	2101.2	1	0
663.058	1.718	FLOW_B	B	4	7	1	5 + 100	105	105.0	1718.4	1	0
668.787	1.73	FLOW_B	B	4	8	1	5 + 101	106	106.0	1729.9	1	0
674.52	1.37	FLOW_B	B	4	9	1	101 + 4	105	105.0	1370.2	1	0
679.892	1.857	FLOW_B	B	4	10	1	104 + 3	107	197.0	1857.2	0	0
685.777	1.429	FLOW_B	B	4	11	1	1 + 108	109	109.0	1429.4	1	0
691.251	1.975	FLOW_B	B	4	12	1	108 + 2	110	110.0	1974.6	1	0
697.227	1.878	FLOW_B	B	4	13	1	108 + 8	116	116.0	1877.6	1	0
703.123	1.859	FLOW_B	B	4	14	1	109 + 8	117	117.0	1858.6	1	0
709.002	1.672	FLOW_B	B	4	15	1	5 + 103	108	108.0	1672.1	1	0
714.716	1.532	FLOW_B	B	4	16	1	109 + 9	118	118.0	1532.1	1	0
720.249	1.464	FLOW_B	B	4	17	1	109 + 6	115	115.0	1463.5	1	0
725.75	1.761	FLOW_B	B	4	18	1	9 + 102	111	111.0	1761.2	1	0
731.555	1.58	FLOW_B	B	4	19	1	8 + 103	111	111.0	1579.8	1	0
737.14	1.618	FLOW_B	B	4	20	1	2 + 108	110	110.0	1617.5	1	0
742.775	2.442	FLOW_B	B	4	21	1	5 + 107	112	112.0	2442.1	1	0
749.245	1.932	FLOW_B	B	4	22	1	102 + 5	107	107.0	1932.0	1	0
755.208	2.954	FLOW_B	B	4	23	1	4 + 104	108	108.0	2954.2	1	0
762.169	1.466	FLOW_B	B	4	24	1	100 + 3	103	103.0	1465.6	1	0
767.642	1.863	FLOW_B	B	4	25	1	1 + 103	104	104.0	1863.3	1	0
773.521	2.102	FLOW_B	B	4	26	1	107 + 3	110	110.0	2102.3	1	0
779.65	1.795	FLOW_B	B	4	27	1	105 + 5	110	110.0	1794.8	1	0
785.454	1.764	FLOW_B	B	4	28	1	8 + 106	114	114.0	1764.1	1	0
791.237	1.005	FLOW_B	B	4	29	1	8 + 100	108	n/a	1004.6	0	1
831.905	18.019	FLOW_O	O	5	1	10	86 + 103 + 30 + 62 + 55 + 81	417	n/a	18018.8	0	1
853.98	13.843	FLOW_O	O	5	2	10	102 + 74 + 74 + 31 + 54 + 11	346	336.0	13843.3	0	0
871.876	14.639	FLOW_O	O	5	3	10	14 + 71 + 56 + 10 + 66 + 101	318	315.0	14639.2	0	0
890.548	15.536	FLOW_O	O	5	4	10	101 + 55 + 14 + 60 + 32 + 77	339	347.0	15536.1	0	0
910.099	18.022	FLOW_O	O	5	5	10	63 + 67 + 79 + 10 + 102 + 27	348	n/a	18021.8	0	1
932.132	18.012	FLOW_O	O	5	6	10	101 + 88 + 10 + 55 + 23 + 97	374	n/a	18012.3	0	1
954.172	18.002	FLOW_O	O	5	7	10	75 + 74 + 93 + 21 + 108 + 70	441	n/a	18001.6	0	1
976.188	18.012	FLOW_O	O	5	8	10	13 + 23 + 69 + 10 + 105 + 53	273	n/a	18012.1	0	1
998.246	3.67	FLOW_O	O	5	9	10	109 + 38 + 39 + 67 + 19 + 19	291	n/a	3669.5	0	1
1034.502	4.612	FLOW_B	B	6	1	1	2 + 105	107	107.0	4612.5	1	0
1043.116	2.27	FLOW_B	B	6	2	1	7 + 104	111	111.0	2270.5	1	0
1049.429	2.101	FLOW_B	B	6	3	1	105 + 7	112	112.0	2100.7	1	0
1055.581	1.753	FLOW_B	B	6	4	1	109 + 2	111	111.0	1753.0	1	0
1061.343	1.916	FLOW_B	B	6	5	1	6 + 103	109	109.0	1915.5	1	0
1067.302	1.569	FLOW_B	B	6	6	1	7 + 102	109	109.0	1568.6	1	0
1072.911	1.574	FLOW_B	B	6	7	1	4 + 100	104	104.0	1573.6	1	0
1078.531	1.453	FLOW_B	B	6	8	1	5 + 107	112	112.0	1452.6	1	0
1084.0	1.48	FLOW_B	B	6	9	1	100 + 3	103	103.0	1479.5	1	0
1089.526	1.598	FLOW_B	B	6	10	1	102 + 1	103	103.0	1598.4	1	0
1095.169	1.677	FLOW_B	B	6	11	1	7 + 101	108	108.0	1677.0	1	0
1100.847	1.378	FLOW_B	B	6	12	1	2 + 101	103	103.0	1378.5	1	0
1106.28	1.706	FLOW_B	B	6	13	1	9 + 103	112	112.0	1705.9	1	0
1112.021	1.932	FLOW_B	B	6	14	1	107 + 3	110	110.0	1932.5	1	0
1117.957	2.537	FLOW_B	B	6	15	1	6 + 105	111	111.0	2537.0	1	0
1124.548	1.809	FLOW_B	B	6	16	1	1 + 105	106	106.0	1809.2	1	0
1130.374	1.763	FLOW_B	B	6	17	1	106 + 2	108	108.0	1763.4	1	0
1136.174	1.606	FLOW_B	B	6	18	1	8 + 104	112	112.0	1605.6	1	0
