onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
240.96	n/a	to late	learning	LS1	h12_p4_k_down_left.jpg	n/a
287.325	1.824	correct	learning	LS1	h87_p9_k_up_left.jpg	98
333.857	1.693	incorrect	learning	LS1	h32_p10_i_down_right.jpg	98
380.556	1.115	incorrect	learning	LS1	h87_p10_i_up_left.jpg	98
427.088	n/a	to late	learning	LS1	h114_p35_k_up_right.jpg	n/a
473.619	1.461	correct	learning	LS1	h82_p21_k_up_right.jpg	98
520.151	1.858	incorrect	learning	LS1	h32_p31_k_down_right.jpg	97
566.683	1.839	correct	learning	LS1	h82_p10_i_up_left.jpg	97
613.215	2.204	incorrect	learning	LS1	h114_p16_i_up_left.jpg	98
659.747	1.21	incorrect	learning	LS1	h12_p12_i_down_left.jpg	98
751.476	1.514	correct	learning	LS2	h114_p35_k_up_right.jpg	98
798.341	2.246	correct	learning	LS2	h12_p37_i_down_left.jpg	97
844.873	1.668	correct	learning	LS2	h87_p9_k_up_left.jpg	98
891.405	1.09	correct	learning	LS2	h32_p31_k_down_right.jpg	98
937.937	1.327	incorrect	learning	LS2	h82_p37_i_up_right.jpg	98
984.635	1.468	correct	learning	LS2	h114_p33_i_up_left.jpg	97
1031.167	2.392	correct	learning	LS2	h12_p4_k_down_left.jpg	98
1077.699	1.814	incorrect	learning	LS2	h82_p21_k_up_right.jpg	97
1124.398	1.315	correct	learning	LS2	h32_p13_i_down_left.jpg	97
1171.096	1.855	incorrect	learning	LS2	h87_p34_i_up_right.jpg	98
1262.826	1.488	incorrect	learning	LS3	h12_p12_i_down_left.jpg	98
1309.357	1.645	incorrect	learning	LS3	h82_p10_i_up_left.jpg	98
1356.056	1.306	correct	learning	LS3	h12_p4_k_down_left.jpg	98
1402.588	0.904	correct	learning	LS3	h32_p31_k_down_right.jpg	98
1449.286	2.179	incorrect	learning	LS3	h87_p10_i_up_left.jpg	98
1495.985	1.377	correct	learning	LS3	h32_p10_i_down_right.jpg	97
1542.517	1.598	correct	learning	LS3	h114_p16_i_up_left.jpg	97
1589.049	1.435	correct	learning	LS3	h87_p9_k_up_left.jpg	98
1635.747	0.904	correct	learning	LS3	h114_p35_k_up_right.jpg	98
1682.279	0.758	correct	learning	LS3	h82_p21_k_up_right.jpg	98
1774.008	1.653	correct	learning	LS4	h87_p34_i_up_right.jpg	97
1820.707	1.171	correct	learning	LS4	h12_p4_k_down_left.jpg	98
1867.239	1.344	correct	learning	LS4	h82_p37_i_up_right.jpg	97
1913.937	0.829	correct	learning	LS4	h32_p31_k_down_right.jpg	98
1960.636	1.417	correct	learning	LS4	h114_p35_k_up_right.jpg	98
2007.168	1.014	correct	learning	LS4	h32_p13_i_down_left.jpg	97
2053.7	0.9	incorrect	learning	LS4	h114_p33_i_up_left.jpg	98
2100.231	0.706	correct	learning	LS4	h87_p9_k_up_left.jpg	98
2146.763	1.518	correct	learning	LS4	h82_p21_k_up_right.jpg	98
2193.462	1.962	correct	learning	LS4	h12_p37_i_down_left.jpg	97
2465.648	1.575	incorrect	learning	LS1	h22_p48_i_down_left.jpg	98
2512.346	1.876	correct	learning	LS1	h89_p2_i_up_left.jpg	97
2558.878	1.186	correct	learning	LS1	h28_p46_k_down_right.jpg	98
2605.744	1.102	incorrect	learning	LS1	h107_p25_i_up_left.jpg	98
2652.442	1.705	correct	learning	LS1	h22_p21_k_down_left.jpg	98
2698.974	1.526	correct	learning	LS1	h89_p39_k_up_left.jpg	98
