onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	22.570	22570.0	learning	LS1	PICTURE_465.jpg	i	n/a
22.570	14.171	14171.0	learning	LS1	PICTURE_640.jpg	i	n/a
36.741	14.417	14417.0	learning	LS1	PICTURE_692.jpg	i	n/a
51.158	15.460	15460.0	learning	LS1	PICTURE_379.jpg	i	n/a
66.618	15.379	15379.0	learning	LS1	PICTURE_592.jpg	c	n/a
81.997	14.498	14498.0	learning	LS1	PICTURE_640.jpg	c	n/a
96.495	14.584	14584.0	learning	LS1	PICTURE_692.jpg	c	n/a
111.079	13.388	13388.0	learning	LS1	PICTURE_465.jpg	c	n/a
124.467	14.253	14253.0	learning	LS1	PICTURE_592.jpg	i	n/a
138.720	13.998	13998.0	learning	LS1	PICTURE_379.jpg	c	n/a
152.718	10.963	10963.0	learning	LS2	PICTURE_465.jpg	c	n/a
163.681	12.307	12307.0	learning	LS2	PICTURE_379.jpg	c	n/a
175.988	13.658	13658.0	learning	LS2	PICTURE_592.jpg	i	n/a
189.646	14.050	14050.0	learning	LS2	PICTURE_465.jpg	i	n/a
203.696	20.846	20846.0	learning	LS2	PICTURE_640.jpg	c	n/a
224.542	12.926	12926.0	learning	LS2	PICTURE_379.jpg	i	n/a
237.468	15.242	15242.0	learning	LS2	PICTURE_592.jpg	c	n/a
252.710	12.123	12123.0	learning	LS2	PICTURE_692.jpg	i	n/a
264.833	13.001	13001.0	learning	LS2	PICTURE_640.jpg	i	n/a
277.834	13.078	13078.0	learning	LS2	PICTURE_692.jpg	c	n/a
290.912	10.863	10863.0	learning	LS3	PICTURE_692.jpg	c	n/a
301.775	10.308	10308.0	learning	LS3	PICTURE_592.jpg	c	n/a
312.083	10.393	10393.0	learning	LS3	PICTURE_640.jpg	i	n/a
322.476	12.078	12078.0	learning	LS3	PICTURE_465.jpg	i	n/a
334.554	10.557	10557.0	learning	LS3	PICTURE_692.jpg	i	n/a
345.111	12.720	12720.0	learning	LS3	PICTURE_640.jpg	c	n/a
357.831	11.205	11205.0	learning	LS3	PICTURE_465.jpg	c	n/a
369.036	10.491	10491.0	learning	LS3	PICTURE_379.jpg	i	n/a
379.527	11.854	11854.0	learning	LS3	PICTURE_592.jpg	i	n/a
391.381	11.139	11139.0	learning	LS3	PICTURE_379.jpg	c	n/a
402.520	10.037	10037.0	learning	LS4	PICTURE_640.jpg	c	n/a
412.557	8.662	8662.0	learning	LS4	PICTURE_692.jpg	c	n/a
421.219	11.127	11127.0	learning	LS4	PICTURE_640.jpg	i	n/a
432.346	10.552	10552.0	learning	LS4	PICTURE_465.jpg	i	n/a
442.898	8.065	8065.0	learning	LS4	PICTURE_592.jpg	c	n/a
450.963	10.056	10056.0	learning	LS4	PICTURE_379.jpg	c	n/a
461.019	10.926	10926.0	learning	LS4	PICTURE_592.jpg	i	n/a
471.945	9.886	9886.0	learning	LS4	PICTURE_465.jpg	c	n/a
481.831	11.083	11083.0	learning	LS4	PICTURE_379.jpg	i	n/a
492.914	11.162	11162.0	learning	LS4	PICTURE_692.jpg	i	n/a
504.076	10.151	10151.0	control	LS1	PICTURE_116.jpg	c	n/a
514.227	12.149	12149.0	control	LS1	PICTURE_491.jpg	i	n/a
526.376	10.948	10948.0	control	LS1	PICTURE_135.jpg	c	n/a
537.324	12.952	12952.0	control	LS1	PICTURE_491.jpg	c	n/a
550.276	11.118	11118.0	control	LS1	PICTURE_540.jpg	i	n/a
561.394	11.044	11044.0	control	LS1	PICTURE_263.jpg	i	n/a
572.438	10.490	10490.0	control	LS1	PICTURE_540.jpg	c	n/a
582.928	12.815	12815.0	control	LS1	PICTURE_263.jpg	c	n/a
595.743	11.294	11294.0	control	LS1	PICTURE_135.jpg	i	n/a
607.037	10.392	10392.0	control	LS1	PICTURE_116.jpg	i	n/a
617.429	11.194	11194.0	control	LS2	PICTURE_491.jpg	i	n/a
628.623	9.179	9179.0	control	LS2	PICTURE_540.jpg	c	n/a
637.802	8.920	8920.0	control	LS2	PICTURE_263.jpg	c	n/a
646.722	8.823	8823.0	control	LS2	PICTURE_135.jpg	c	n/a
655.545	7.769	7769.0	control	LS2	PICTURE_116.jpg	c	n/a
663.314	9.281	9281.0	control	LS2	PICTURE_135.jpg	i	n/a
672.595	10.159	10159.0	control	LS2	PICTURE_491.jpg	c	n/a
682.754	9.918	9918.0	control	LS2	PICTURE_116.jpg	i	n/a
692.672	9.356	9356.0	control	LS2	PICTURE_540.jpg	i	n/a
702.028	10.554	10554.0	control	LS2	PICTURE_263.jpg	i	n/a
712.582	9.938	9938.0	control	LS3	PICTURE_111.jpg	c	n/a
722.520	9.057	9057.0	control	LS3	PICTURE_234.jpg	i	n/a
731.577	11.694	11694.0	control	LS3	PICTURE_151.jpg	c	n/a
743.271	9.214	9214.0	control	LS3	PICTURE_119.jpg	c	n/a
752.485	11.051	11051.0	control	LS3	PICTURE_621.jpg	i	n/a
763.536	11.776	11776.0	control	LS3	PICTURE_119.jpg	i	n/a
775.312	10.583	10583.0	control	LS3	PICTURE_234.jpg	c	n/a
785.895	8.901	8901.0	control	LS3	PICTURE_621.jpg	c	n/a
794.796	10.265	10265.0	control	LS3	PICTURE_151.jpg	i	n/a
805.061	10.183	10183.0	control	LS3	PICTURE_111.jpg	i	n/a
815.244	9.247	9247.0	control	LS4	PICTURE_234.jpg	c	n/a
824.491	7.226	7226.0	control	LS4	PICTURE_621.jpg	c	n/a
831.717	8.571	8571.0	control	LS4	PICTURE_111.jpg	i	n/a
840.288	8.475	8475.0	control	LS4	PICTURE_151.jpg	i	n/a
848.763	7.900	7900.0	control	LS4	PICTURE_119.jpg	i	n/a
856.663	8.292	8292.0	control	LS4	PICTURE_151.jpg	c	n/a
864.955	8.045	8045.0	control	LS4	PICTURE_234.jpg	i	n/a
873.000	10.036	10036.0	control	LS4	PICTURE_621.jpg	i	n/a
883.036	10.274	10274.0	control	LS4	PICTURE_111.jpg	c	n/a
893.310	7.952	7952.0	control	LS4	PICTURE_119.jpg	c	n/a
901.262	12.549	12549.0	learning	LS1	PICTURE_38.jpg	i	n/a
913.811	12.947	12947.0	learning	LS1	PICTURE_654.jpg	i	n/a
926.758	14.152	14152.0	learning	LS1	PICTURE_38.jpg	c	n/a
940.910	10.718	10718.0	learning	LS1	PICTURE_26.jpg	i	n/a
951.628	14.641	14641.0	learning	LS1	PICTURE_212.jpg	c	n/a
966.269	12.327	12327.0	learning	LS1	PICTURE_659.jpg	i	n/a
978.596	12.413	12413.0	learning	LS1	PICTURE_654.jpg	c	n/a
991.009	12.172	12172.0	learning	LS1	PICTURE_26.jpg	c	n/a
1003.181	13.217	13217.0	learning	LS1	PICTURE_659.jpg	c	n/a
1016.398	13.302	13302.0	learning	LS1	PICTURE_212.jpg	i	n/a
1029.700	9.627	9627.0	learning	LS2	PICTURE_38.jpg	c	n/a
1039.327	10.493	10493.0	learning	LS2	PICTURE_26.jpg	c	n/a
1049.820	9.278	9278.0	learning	LS2	PICTURE_659.jpg	c	n/a
1059.098	13.182	13182.0	learning	LS2	PICTURE_654.jpg	i	n/a
1072.280	15.972	15972.0	learning	LS2	PICTURE_212.jpg	i	n/a
1088.252	11.885	11885.0	learning	LS2	PICTURE_659.jpg	i	n/a
1100.137	9.084	9084.0	learning	LS2	PICTURE_212.jpg	c	n/a
1109.221	8.843	8843.0	learning	LS2	PICTURE_654.jpg	c	n/a
1118.064	11.801	11801.0	learning	LS2	PICTURE_38.jpg	i	n/a
1129.865	15.238	15238.0	learning	LS2	PICTURE_26.jpg	i	n/a
1145.103	9.024	9024.0	learning	LS3	PICTURE_212.jpg	i	n/a
1154.127	9.581	9581.0	learning	LS3	PICTURE_26.jpg	i	n/a
1163.708	9.347	9347.0	learning	LS3	PICTURE_38.jpg	i	n/a
1173.055	8.152	8152.0	learning	LS3	PICTURE_654.jpg	c	n/a
1181.207	9.191	9191.0	learning	LS3	PICTURE_659.jpg	i	n/a
1190.398	8.957	8957.0	learning	LS3	PICTURE_212.jpg	c	n/a
1199.355	11.920	11920.0	learning	LS3	PICTURE_26.jpg	c	n/a
1211.275	8.640	8640.0	learning	LS3	PICTURE_38.jpg	c	n/a
1219.915	9.366	9366.0	learning	LS3	PICTURE_659.jpg	c	n/a
1229.281	8.170	8170.0	learning	LS3	PICTURE_654.jpg	i	n/a
1237.451	7.241	7241.0	learning	LS4	PICTURE_26.jpg	c	n/a
1244.692	8.925	8925.0	learning	LS4	PICTURE_38.jpg	c	n/a
1253.617	7.065	7065.0	learning	LS4	PICTURE_659.jpg	c	n/a
1260.682	9.848	9848.0	learning	LS4	PICTURE_38.jpg	i	n/a
1270.530	8.633	8633.0	learning	LS4	PICTURE_26.jpg	i	n/a
1279.163	6.779	6779.0	learning	LS4	PICTURE_212.jpg	c	n/a
1285.942	8.283	8283.0	learning	LS4	PICTURE_659.jpg	i	n/a
1294.225	8.034	8034.0	learning	LS4	PICTURE_654.jpg	c	n/a
1302.259	7.786	7786.0	learning	LS4	PICTURE_212.jpg	i	n/a
1310.045	9.464	9464.0	learning	LS4	PICTURE_654.jpg	i	n/a
1319.509	12.300	12300.0	learning	LS1	PICTURE_566.jpg	i	n/a
1331.809	13.339	13339.0	learning	LS1	PICTURE_203.jpg	c	n/a
1345.148	10.704	10704.0	learning	LS1	PICTURE_566.jpg	c	n/a
1355.852	13.341	13341.0	learning	LS1	PICTURE_224.jpg	c	n/a
1369.193	10.540	10540.0	learning	LS1	PICTURE_42.jpg	c	n/a
1379.733	11.745	11745.0	learning	LS1	PICTURE_203.jpg	i	n/a
1391.478	10.550	10550.0	learning	LS1	PICTURE_414.jpg	c	n/a
