onset	duration	accuracy_binary	trial_type	learning_stage	stimulus	coherence
0.000	18.372	0	learning	LS1	PICTURE_703.jpg	i
18.372	11.667	0	learning	LS1	PICTURE_695.jpg	i
30.039	10.077	1	learning	LS1	PICTURE_216.jpg	c
40.116	13.274	1	learning	LS1	PICTURE_695.jpg	c
53.390	10.405	0	learning	LS1	PICTURE_53.jpg	i
63.795	13.449	0	learning	LS1	PICTURE_220.jpg	i
77.244	15.531	1	learning	LS1	PICTURE_53.jpg	c
92.775	15.858	1	learning	LS1	PICTURE_703.jpg	c
108.633	14.586	1	learning	LS1	PICTURE_220.jpg	c
123.219	12.196	1	learning	LS1	PICTURE_216.jpg	i
135.415	12.710	1	learning	LS2	PICTURE_216.jpg	c
148.125	10.320	1	learning	LS2	PICTURE_695.jpg	i
158.445	11.281	1	learning	LS2	PICTURE_220.jpg	c
169.726	8.732	1	learning	LS2	PICTURE_703.jpg	c
178.458	9.058	1	learning	LS2	PICTURE_220.jpg	i
187.516	8.906	1	learning	LS2	PICTURE_53.jpg	c
196.422	8.431	1	learning	LS2	PICTURE_216.jpg	i
204.853	15.471	0	learning	LS2	PICTURE_695.jpg	c
220.324	9.248	1	learning	LS2	PICTURE_53.jpg	i
229.572	11.651	1	learning	LS2	PICTURE_703.jpg	i
241.223	9.769	1	learning	LS3	PICTURE_703.jpg	c
250.992	11.214	1	learning	LS3	PICTURE_220.jpg	c
262.206	9.786	1	learning	LS3	PICTURE_53.jpg	c
271.992	8.518	1	learning	LS3	PICTURE_695.jpg	c
280.510	8.845	1	learning	LS3	PICTURE_216.jpg	i
289.355	10.289	1	learning	LS3	PICTURE_703.jpg	i
299.644	8.858	1	learning	LS3	PICTURE_53.jpg	i
308.502	13.820	1	learning	LS3	PICTURE_216.jpg	c
322.322	9.669	1	learning	LS3	PICTURE_220.jpg	i
331.991	9.522	1	learning	LS3	PICTURE_695.jpg	i
341.513	9.079	1	learning	LS4	PICTURE_53.jpg	i
350.592	11.162	1	learning	LS4	PICTURE_216.jpg	i
361.754	8.933	1	learning	LS4	PICTURE_695.jpg	i
370.687	8.776	1	learning	LS4	PICTURE_703.jpg	c
379.463	9.104	1	learning	LS4	PICTURE_220.jpg	i
388.567	10.072	1	learning	LS4	PICTURE_53.jpg	c
398.639	9.117	1	learning	LS4	PICTURE_703.jpg	i
407.756	8.325	1	learning	LS4	PICTURE_695.jpg	c
416.081	8.812	1	learning	LS4	PICTURE_220.jpg	c
424.893	8.820	1	learning	LS4	PICTURE_216.jpg	c
433.713	12.178	0	learning	LS1	PICTURE_247.jpg	i
445.891	8.990	1	learning	LS1	PICTURE_610.jpg	c
454.881	11.071	1	learning	LS1	PICTURE_247.jpg	c
465.952	8.038	0	learning	LS1	PICTURE_43.jpg	i
473.990	9.967	1	learning	LS1	PICTURE_741.jpg	c
483.957	10.934	0	learning	LS1	PICTURE_599.jpg	i
494.891	12.220	1	learning	LS1	PICTURE_610.jpg	i
507.111	12.705	1	learning	LS1	PICTURE_599.jpg	c
519.816	10.791	1	learning	LS1	PICTURE_741.jpg	i
530.607	12.718	1	learning	LS1	PICTURE_43.jpg	c
543.325	18.027	1	learning	LS2	PICTURE_247.jpg	i
561.352	9.563	1	learning	LS2	PICTURE_610.jpg	c
570.915	15.804	1	learning	LS2	PICTURE_247.jpg	c
586.719	9.737	1	learning	LS2	PICTURE_43.jpg	i
596.456	9.267	1	learning	LS2	PICTURE_599.jpg	c
605.723	10.071	1	learning	LS2	PICTURE_741.jpg	c
615.794	12.473	1	learning	LS2	PICTURE_610.jpg	i
628.267	10.723	1	learning	LS2	PICTURE_599.jpg	i
638.990	9.771	1	learning	LS2	PICTURE_741.jpg	i
648.761	16.011	1	learning	LS2	PICTURE_43.jpg	c
664.772	9.495	1	learning	LS3	PICTURE_741.jpg	i
674.267	11.741	1	learning	LS3	PICTURE_247.jpg	c
686.008	9.671	1	learning	LS3	PICTURE_610.jpg	c
695.679	11.274	1	learning	LS3	PICTURE_599.jpg	i
706.953	9.206	1	learning	LS3	PICTURE_610.jpg	i
716.159	11.769	1	learning	LS3	PICTURE_741.jpg	c
727.928	10.496	1	learning	LS3	PICTURE_43.jpg	i
738.424	13.379	1	learning	LS3	PICTURE_247.jpg	i
751.803	11.149	1	learning	LS3	PICTURE_599.jpg	c
762.952	10.677	1	learning	LS3	PICTURE_43.jpg	c
773.629	9.118	1	learning	LS4	PICTURE_43.jpg	i
782.747	7.047	1	learning	LS4	PICTURE_247.jpg	c
789.794	9.611	1	learning	LS4	PICTURE_43.jpg	c
799.405	8.021	1	learning	LS4	PICTURE_599.jpg	i
807.426	9.303	1	learning	LS4	PICTURE_741.jpg	i
816.729	9.951	1	learning	LS4	PICTURE_247.jpg	i
826.680	10.598	1	learning	LS4	PICTURE_610.jpg	i
837.278	10.128	1	learning	LS4	PICTURE_599.jpg	c
847.406	9.814	1	learning	LS4	PICTURE_741.jpg	c
857.220	10.617	0	learning	LS4	PICTURE_610.jpg	c
867.837	9.972	1	learning	LS1	PICTURE_297.jpg	c
877.809	7.901	1	learning	LS1	PICTURE_746.jpg	i
885.710	11.423	0	learning	LS1	PICTURE_235.jpg	i
897.133	11.110	1	learning	LS1	PICTURE_746.jpg	c
908.243	12.716	1	learning	LS1	PICTURE_235.jpg	c
920.959	10.644	1	learning	LS1	PICTURE_23.jpg	c
931.603	10.490	1	learning	LS1	PICTURE_297.jpg	i
942.093	13.054	1	learning	LS1	PICTURE_720.jpg	c
955.147	9.705	1	learning	LS1	PICTURE_23.jpg	i
964.852	12.272	1	learning	LS1	PICTURE_720.jpg	i
977.124	9.109	1	learning	LS2	PICTURE_297.jpg	c
986.233	8.476	1	learning	LS2	PICTURE_746.jpg	c
994.709	16.629	1	learning	LS2	PICTURE_720.jpg	i
1011.338	8.966	1	learning	LS2	PICTURE_297.jpg	i
1020.304	9.132	1	learning	LS2	PICTURE_23.jpg	c
1029.436	9.462	1	learning	LS2	PICTURE_720.jpg	c
1038.898	7.391	1	learning	LS2	PICTURE_746.jpg	i
1046.289	10.436	1	learning	LS2	PICTURE_235.jpg	i
1056.725	10.280	1	learning	LS2	PICTURE_23.jpg	i
1067.005	11.407	1	learning	LS2	PICTURE_235.jpg	c
1078.412	9.682	1	learning	LS3	PICTURE_23.jpg	i
1088.094	8.729	1	learning	LS3	PICTURE_720.jpg	i
1096.823	9.856	1	learning	LS3	PICTURE_297.jpg	c
1106.679	9.227	1	learning	LS3	PICTURE_235.jpg	i
1115.906	8.435	1	learning	LS3	PICTURE_720.jpg	c
1124.341	8.921	1	learning	LS3	PICTURE_235.jpg	c
1133.262	10.206	1	learning	LS3	PICTURE_23.jpg	c
1143.468	9.251	1	learning	LS3	PICTURE_746.jpg	c
1152.719	9.417	1	learning	LS3	PICTURE_297.jpg	i
1162.136	9.424	1	learning	LS3	PICTURE_746.jpg	i
1171.560	8.339	1	learning	LS4	PICTURE_746.jpg	c
1179.899	10.581	1	learning	LS4	PICTURE_23.jpg	i
1190.480	9.788	1	learning	LS4	PICTURE_746.jpg	i
1200.268	8.517	1	learning	LS4	PICTURE_720.jpg	i
1208.785	9.003	1	learning	LS4	PICTURE_235.jpg	i
1217.788	9.970	1	learning	LS4	PICTURE_23.jpg	c
1227.758	9.658	1	learning	LS4	PICTURE_297.jpg	c
1237.416	8.708	1	learning	LS4	PICTURE_720.jpg	c
1246.124	16.063	1	learning	LS4	PICTURE_297.jpg	i
1262.187	8.721	1	learning	LS4	PICTURE_235.jpg	c
1270.908	7.923	1	learning	LS1	PICTURE_15.jpg	c
1278.831	6.014	1	learning	LS1	PICTURE_480.jpg	i
1284.845	12.089	1	learning	LS1	PICTURE_95.jpg	c
1296.934	9.538	0	learning	LS1	PICTURE_488.jpg	c
1306.472	7.631	1	learning	LS1	PICTURE_508.jpg	c
1314.103	10.515	1	learning	LS1	PICTURE_488.jpg	i
1324.618	7.965	0	learning	LS1	PICTURE_95.jpg	i
1332.583	15.002	0	learning	LS1	PICTURE_508.jpg	i
1347.585	10.212	1	learning	LS1	PICTURE_15.jpg	i
1357.797	10.698	1	learning	LS1	PICTURE_480.jpg	c
1368.495	11.211	1	learning	LS2	PICTURE_15.jpg	i
1379.706	11.220	1	learning	LS2	PICTURE_95.jpg	c
1390.926	15.383	1	learning	LS2	PICTURE_488.jpg	i
1406.309	9.474	1	learning	LS2	PICTURE_15.jpg	c
1415.783	8.682	1	learning	LS2	PICTURE_488.jpg	c
1424.465	8.690	1	learning	LS2	PICTURE_95.jpg	i
1433.155	12.853	0	learning	LS2	PICTURE_480.jpg	i
1446.008	9.343	1	learning	LS2	PICTURE_508.jpg	c
1455.351	14.623	1	learning	LS2	PICTURE_480.jpg	c
1469.974	9.038	1	learning	LS2	PICTURE_508.jpg	i
1479.012	8.117	1	learning	LS3	PICTURE_15.jpg	i
1487.129	9.082	1	learning	LS3	PICTURE_488.jpg	i
1496.211	11.324	1	learning	LS3	PICTURE_480.jpg	c
1507.535	11.176	1	learning	LS3	PICTURE_508.jpg	i
1518.711	8.142	1	learning	LS3	PICTURE_95.jpg	i
1526.853	8.789	1	learning	LS3	PICTURE_488.jpg	c
1535.642	7.516	1	learning	LS3	PICTURE_480.jpg	i
1543.158	9.604	1	learning	LS3	PICTURE_95.jpg	c
1552.762	8.331	1	learning	LS3	PICTURE_508.jpg	c
1561.093	8.979	1	learning	LS3	PICTURE_15.jpg	c
1570.072	9.653	1	learning	LS4	PICTURE_95.jpg	c
1579.725	6.462	1	learning	LS4	PICTURE_15.jpg	c
1586.187	9.824	1	learning	LS4	PICTURE_508.jpg	i
1596.011	9.513	1	learning	LS4	PICTURE_488.jpg	c
1605.524	7.122	1	learning	LS4	PICTURE_508.jpg	c
1612.646	7.927	1	learning	LS4	PICTURE_15.jpg	i
1620.573	12.086	1	learning	LS4	PICTURE_480.jpg	c
1632.659	8.259	1	learning	LS4	PICTURE_95.jpg	i
1640.918	9.063	1	learning	LS4	PICTURE_480.jpg	i
1649.981	7.951	1	learning	LS4	PICTURE_488.jpg	i
1657.932	12.906	1	control	LS1	PICTURE_549.jpg	i
1670.838	10.038	1	control	LS1	PICTURE_418.jpg	c
1680.876	9.406	1	control	LS1	PICTURE_498.jpg	c
1690.282	9.571	1	control	LS1	PICTURE_549.jpg	c
1699.853	11.176	1	control	LS1	PICTURE_350.jpg	i
1711.029	12.304	1	control	LS1	PICTURE_418.jpg	i
1723.333	9.759	1	control	LS1	PICTURE_485.jpg	c
1733.092	9.130	1	control	LS1	PICTURE_350.jpg	c
1742.222	8.973	1	control	LS1	PICTURE_498.jpg	i
1751.195	9.941	1	control	LS1	PICTURE_485.jpg	i
1761.136	16.376	1	control	LS2	PICTURE_498.jpg	c
1777.512	8.871	1	control	LS2	PICTURE_418.jpg	i
1786.383	7.919	1	control	LS2	PICTURE_485.jpg	c
1794.302	10.643	1	control	LS2	PICTURE_498.jpg	i
1804.945	7.774	1	control	LS2	PICTURE_350.jpg	c
1812.719	9.859	1	control	LS2	PICTURE_549.jpg	c
1822.578	9.225	1	control	LS2	PICTURE_485.jpg	i
1831.803	13.068	1	control	LS2	PICTURE_418.jpg	c
1844.871	8.283	1	control	LS2	PICTURE_549.jpg	i
1853.154	11.968	1	control	LS2	PICTURE_350.jpg	i
1865.122	12.320	1	control	LS3	PICTURE_552.jpg	c
1877.442	10.410	1	control	LS3	PICTURE_388.jpg	i
1887.852	11.215	1	control	LS3	PICTURE_314.jpg	i
1899.067	9.786	1	control	LS3	PICTURE_663.jpg	c
1908.853	9.633	1	control	LS3	PICTURE_476.jpg	c
1918.486	12.997	1	control	LS3	PICTURE_552.jpg	i
1931.483	12.685	1	control	LS3	PICTURE_663.jpg	i
1944.168	11.413	1	control	LS3	PICTURE_388.jpg	c
1955.581	8.223	1	control	LS3	PICTURE_314.jpg	c
1963.804	8.388	1	control	LS3	PICTURE_476.jpg	i
1972.192	13.218	1	control	LS4	PICTURE_476.jpg	i
1985.410	8.429	1	control	LS4	PICTURE_552.jpg	i
1993.839	8.115	1	control	LS4	PICTURE_476.jpg	c
2001.954	7.321	1	control	LS4	PICTURE_314.jpg	c
2009.275	14.040	1	control	LS4	PICTURE_388.jpg	c
2023.315	8.295	1	control	LS4	PICTURE_552.jpg	c
2031.610	9.103	1	control	LS4	PICTURE_663.jpg	i
2040.713	11.990	1	control	LS4	PICTURE_314.jpg	i
2052.703	9.439	1	control	LS4	PICTURE_663.jpg	c
2062.142	11.046	1	control	LS4	PICTURE_388.jpg	i
2073.188	13.439	1	learning	LS1	PICTURE_581.jpg	c
2086.627	13.769	1	learning	LS1	PICTURE_605.jpg	c
2100.396	9.781	1	learning	LS1	PICTURE_52.jpg	i
2110.177	9.312	0	learning	LS1	PICTURE_576.jpg	c
2119.489	8.357	0	learning	LS1	PICTURE_594.jpg	i
2127.846	11.724	1	learning	LS1	PICTURE_581.jpg	i
2139.570	9.657	1	learning	LS1	PICTURE_594.jpg	c
2149.227	9.506	1	learning	LS1	PICTURE_605.jpg	i
2158.733	12.230	1	learning	LS1	PICTURE_576.jpg	i
2170.963	15.273	1	learning	LS1	PICTURE_52.jpg	c
2186.236	13.232	1	learning	LS2	PICTURE_576.jpg	i
2199.468	8.763	1	learning	LS2	PICTURE_605.jpg	i
2208.231	14.362	1	learning	LS2	PICTURE_581.jpg	i
2222.593	9.574	1	learning	LS2	PICTURE_576.jpg	c
2232.167	10.699	1	learning	LS2	PICTURE_52.jpg	i
2242.866	9.905	0	learning	LS2	PICTURE_594.jpg	i
2252.771	9.749	1	learning	LS2	PICTURE_605.jpg	c
2262.520	10.235	1	learning	LS2	PICTURE_594.jpg	c
2272.755	9.926	1	learning	LS2	PICTURE_581.jpg	c
2282.681	9.617	1	learning	LS2	PICTURE_52.jpg	c
2292.298	8.210	1	learning	LS3	PICTURE_605.jpg	c
2300.508	8.221	1	learning	LS3	PICTURE_576.jpg	c
2308.729	10.301	1	learning	LS3	PICTURE_594.jpg	c
2319.030	7.749	1	learning	LS3	PICTURE_52.jpg	c
2326.779	9.035	1	learning	LS3	PICTURE_581.jpg	c
2335.814	9.203	1	learning	LS3	PICTURE_576.jpg	i
2345.017	9.848	1	learning	LS3	PICTURE_605.jpg	i
2354.865	8.095	1	learning	LS3	PICTURE_52.jpg	i
2362.960	8.900	1	learning	LS3	PICTURE_594.jpg	i
2371.860	9.065	1	learning	LS3	PICTURE_581.jpg	i
2380.925	9.103	1	learning	LS4	PICTURE_594.jpg	i
2390.028	7.193	1	learning	LS4	PICTURE_605.jpg	i
2397.221	9.916	1	learning	LS4	PICTURE_576.jpg	c
2407.137	10.240	1	learning	LS4	PICTURE_605.jpg	c
2417.377	7.847	1	learning	LS4	PICTURE_581.jpg	i
2425.224	8.174	1	learning	LS4	PICTURE_576.jpg	i
2433.398	9.780	1	learning	LS4	PICTURE_52.jpg	c
2443.178	8.189	1	learning	LS4	PICTURE_581.jpg	c
2451.367	9.477	1	learning	LS4	PICTURE_52.jpg	i
2460.844	11.881	1	learning	LS4	PICTURE_594.jpg	c
2472.725	13.962	1	control	LS1	PICTURE_430.jpg	i
2486.687	10.612	1	control	LS1	PICTURE_286.jpg	c
2497.299	9.819	1	control	LS1	PICTURE_2.jpg	i
2507.118	10.302	1	control	LS1	PICTURE_718.jpg	c
2517.420	9.990	1	control	LS1	PICTURE_430.jpg	c
2527.410	9.675	1	control	LS1	PICTURE_718.jpg	i
2537.085	8.086	1	control	LS1	PICTURE_286.jpg	i
2545.171	9.214	1	control	LS1	PICTURE_292.jpg	c
2554.385	11.298	1	control	LS1	PICTURE_2.jpg	c
2565.683	11.786	1	control	LS1	PICTURE_292.jpg	i
2577.469	7.989	1	control	LS2	PICTURE_2.jpg	c
2585.458	11.673	1	control	LS2	PICTURE_292.jpg	i
2597.131	10.399	1	control	LS2	PICTURE_430.jpg	i
2607.530	7.050	1	control	LS2	PICTURE_292.jpg	c
2614.580	8.498	1	control	LS2	PICTURE_286.jpg	i
2623.078	12.181	1	control	LS2	PICTURE_718.jpg	c
2635.259	13.308	1	control	LS2	PICTURE_2.jpg	i
2648.567	9.158	1	control	LS2	PICTURE_430.jpg	c
2657.725	9.165	1	control	LS2	PICTURE_286.jpg	c
2666.890	16.365	1	control	LS2	PICTURE_718.jpg	i
2683.255	10.486	1	control	LS3	PICTURE_98.jpg	i
2693.741	7.616	1	control	LS3	PICTURE_645.jpg	c
2701.357	10.822	1	control	LS3	PICTURE_98.jpg	c
2712.179	7.791	1	control	LS3	PICTURE_733.jpg	c
2719.970	7.801	1	control	LS3	PICTURE_134.jpg	c
2727.771	8.769	1	control	LS3	PICTURE_733.jpg	i
2736.540	10.217	1	control	LS3	PICTURE_645.jpg	i
2746.757	8.628	1	control	LS3	PICTURE_731.jpg	c
2755.385	9.593	1	control	LS3	PICTURE_134.jpg	i
2764.978	9.440	1	control	LS3	PICTURE_731.jpg	i
2774.418	8.517	1	control	LS4	PICTURE_98.jpg	c
2782.935	12.838	1	control	LS4	PICTURE_134.jpg	i
2795.773	8.051	1	control	LS4	PICTURE_731.jpg	i
2803.824	9.014	1	control	LS4	PICTURE_733.jpg	i
2812.838	8.222	1	control	LS4	PICTURE_98.jpg	i
2821.060	8.390	1	control	LS4	PICTURE_645.jpg	i
2829.450	9.832	1	control	LS4	PICTURE_733.jpg	c
2839.282	9.199	1	control	LS4	PICTURE_134.jpg	c
2848.481	9.685	1	control	LS4	PICTURE_645.jpg	c
2858.166	10.812	1	control	LS4	PICTURE_731.jpg	c
2868.978	14.043	0	learning	LS1	PICTURE_462.jpg	i
2883.021	7.656	0	learning	LS1	PICTURE_402.jpg	i
2890.677	10.698	1	learning	LS1	PICTURE_462.jpg	c
2901.375	9.420	1	learning	LS1	PICTURE_405.jpg	c
2910.795	11.984	0	learning	LS1	PICTURE_21.jpg	c
2922.779	9.117	1	learning	LS1	PICTURE_400.jpg	c
2931.896	10.558	1	learning	LS1	PICTURE_21.jpg	i
2942.454	8.971	1	learning	LS1	PICTURE_405.jpg	i
2951.425	12.651	1	learning	LS1	PICTURE_400.jpg	i
2964.076	15.215	1	learning	LS1	PICTURE_402.jpg	c
2979.291	8.537	1	learning	LS2	PICTURE_21.jpg	c
2987.828	8.701	1	learning	LS2	PICTURE_402.jpg	c
2996.529	7.910	1	learning	LS2	PICTURE_405.jpg	i
3004.439	9.356	1	learning	LS2	PICTURE_400.jpg	i
3013.795	12.879	1	learning	LS2	PICTURE_21.jpg	i
3026.674	8.095	1	learning	LS2	PICTURE_402.jpg	i
3034.769	10.018	1	learning	LS2	PICTURE_462.jpg	c
3044.787	8.109	1	learning	LS2	PICTURE_400.jpg	c
3052.896	8.757	1	learning	LS2	PICTURE_462.jpg	i
3061.653	10.360	1	learning	LS2	PICTURE_405.jpg	c
3072.013	8.160	1	learning	LS3	PICTURE_402.jpg	c
3080.173	8.006	1	learning	LS3	PICTURE_400.jpg	i
3088.179	8.172	1	learning	LS3	PICTURE_21.jpg	i
3096.351	7.539	1	learning	LS3	PICTURE_405.jpg	c
3103.890	7.707	1	learning	LS3	PICTURE_462.jpg	c
3111.597	7.716	1	learning	LS3	PICTURE_405.jpg	i
3119.313	8.520	1	learning	LS3	PICTURE_462.jpg	i
3127.833	8.524	1	learning	LS3	PICTURE_400.jpg	c
3136.357	8.689	1	learning	LS3	PICTURE_402.jpg	i
3145.046	10.774	1	learning	LS3	PICTURE_21.jpg	c
3155.820	8.410	1	learning	LS4	PICTURE_400.jpg	c
3164.230	7.781	1	learning	LS4	PICTURE_405.jpg	i
3172.011	10.665	1	learning	LS4	PICTURE_402.jpg	i
3182.676	7.313	1	learning	LS4	PICTURE_21.jpg	i
3189.989	8.919	1	learning	LS4	PICTURE_462.jpg	i
3198.908	8.129	1	learning	LS4	PICTURE_400.jpg	i
3207.037	9.094	1	learning	LS4	PICTURE_462.jpg	c
3216.131	7.822	1	learning	LS4	PICTURE_21.jpg	c
3223.953	7.668	1	learning	LS4	PICTURE_402.jpg	c
3231.621	8.152	1	learning	LS4	PICTURE_405.jpg	c
