onset	duration	trial_type	condition	block	trial	difficulty_level	expression	correct_answer	user_answer	response_time_ms	is_correct	is_timeout
0.0	4.074	FLOW_B	B	1	1	1	103 + 8	111	110.0	4074.1	0	0
8.127	2.245	FLOW_B	B	1	2	1	101 + 8	109	109.0	2244.7	1	0
14.423	3.497	FLOW_B	B	1	3	1	4 + 109	113	113.0	3496.7	1	0
21.973	2.061	FLOW_B	B	1	4	1	107 + 3	110	110.0	2061.2	1	0
28.088	2.388	FLOW_B	B	1	5	1	1 + 104	105	105.0	2388.2	1	0
34.52	1.948	FLOW_B	B	1	6	1	106 + 4	110	110.0	1947.5	1	0
40.519	4.382	FLOW_B	B	1	7	1	3 + 109	112	112.0	4381.6	1	0
48.953	3.703	FLOW_B	B	1	8	1	3 + 109	112	112.0	3702.8	1	0
56.704	2.156	FLOW_B	B	1	9	1	104 + 1	105	105.0	2155.8	1	0
62.905	4.842	FLOW_B	B	1	10	1	7 + 108	115	115.0	4841.7	1	0
71.773	2.205	FLOW_B	B	1	11	1	1 + 107	108	108.0	2205.0	1	0
77.985	3.318	FLOW_B	B	1	12	1	102 + 9	111	110.0	3317.9	0	0
85.32	3.21	FLOW_B	B	1	13	1	107 + 4	111	110.0	3210.1	0	0
92.574	1.778	FLOW_B	B	1	14	1	104 + 2	106	106.0	1777.7	1	0
98.398	2.773	FLOW_B	B	1	15	1	5 + 103	108	108.0	2772.9	1	0
105.217	1.784	FLOW_B	B	1	16	1	100 + 5	105	105.0	1783.8	1	0
111.015	1.855	FLOW_B	B	1	17	1	101 + 8	109	109.0	1855.1	1	0
116.882	4.855	FLOW_B	B	1	18	1	103 + 9	112	120.0	4854.6	0	0
125.783	1.938	FLOW_B	B	1	19	1	101 + 3	104	104.0	1938.3	1	0
131.775	3.73	FLOW_B	B	1	20	1	8 + 104	112	112.0	3730.2	1	0
139.552	1.508	FLOW_B	B	1	21	1	100 + 6	106	106.0	1508.5	1	0
145.076	2.204	FLOW_B	B	1	22	1	109 + 4	113	113.0	2204.2	1	0
151.299	2.973	FLOW_B	B	1	23	1	5 + 106	111	110.0	2972.6	0	0
