onset	duration	accuracy	trial_type	learning_stage	stimulus
24.142	2.107	incorrect	learning	LS1	h50_p45_k_up_q3_right.jpg
28.858	0.642	correct	learning	LS1	h74_p16_k_up_q1_left.jpg
33.574	1.030	incorrect	learning	LS1	h77_p42_k_down_q1_left.jpg
38.290	0.343	correct	learning	LS1	h27_p8_k_up_q1_left.jpg
43.006	0.465	correct	learning	LS1	h76_p29_k_down_q1_left.jpg
47.706	0.620	incorrect	learning	LS1	h50_p45_k_up_q3_right.jpg
52.422	1.457	correct	learning	LS1	h27_p8_k_up_q1_left.jpg
57.154	0.821	correct	learning	LS1	h76_p29_k_down_q1_left.jpg
61.837	0.292	incorrect	learning	LS1	h74_p16_k_up_q1_left.jpg
66.537	0.529	correct	learning	LS1	h77_p42_k_down_q1_left.jpg
75.735	0.747	correct	learning	LS2	h74_p16_k_up_q1_left.jpg
80.418	1.669	correct	learning	LS2	h27_p8_k_up_q1_left.jpg
85.117	0.532	correct	learning	LS2	h50_p45_k_up_q3_right.jpg
89.817	1.004	correct	learning	LS2	h27_p8_k_up_q1_left.jpg
94.533	1.025	correct	learning	LS2	h50_p45_k_up_q3_right.jpg
99.249	0.372	correct	learning	LS2	h77_p42_k_down_q1_left.jpg
103.982	0.877	correct	learning	LS2	h76_p29_k_down_q1_left.jpg
108.698	1.298	correct	learning	LS2	h77_p42_k_down_q1_left.jpg
113.430	1.685	correct	learning	LS2	h74_p16_k_up_q1_left.jpg
118.146	0.766	correct	learning	LS2	h76_p29_k_down_q1_left.jpg
127.379	1.659	correct	learning	LS3	h27_p8_k_up_q1_left.jpg
132.095	0.955	correct	learning	LS3	h74_p16_k_up_q1_left.jpg
136.794	1.194	correct	learning	LS3	h77_p42_k_down_q1_left.jpg
141.510	1.465	correct	learning	LS3	h76_p29_k_down_q1_left.jpg
146.226	0.945	correct	learning	LS3	h74_p16_k_up_q1_left.jpg
150.942	0.933	correct	learning	LS3	h27_p8_k_up_q1_left.jpg
155.642	1.004	correct	learning	LS3	h50_p45_k_up_q3_right.jpg
160.358	1.458	correct	learning	LS3	h76_p29_k_down_q1_left.jpg
165.074	0.772	correct	learning	LS3	h77_p42_k_down_q1_left.jpg
169.772	0.877	correct	learning	LS3	h50_p45_k_up_q3_right.jpg
178.988	0.995	correct	learning	LS4	h50_p45_k_up_q3_right.jpg
183.671	1.333	correct	learning	LS4	h76_p29_k_down_q1_left.jpg
188.387	1.520	correct	learning	LS4	h74_p16_k_up_q1_left.jpg
193.070	0.651	correct	learning	LS4	h50_p45_k_up_q3_right.jpg
197.769	1.305	correct	learning	LS4	h77_p42_k_down_q1_left.jpg
202.469	1.593	correct	learning	LS4	h27_p8_k_up_q1_left.jpg
207.202	0.757	correct	learning	LS4	h76_p29_k_down_q1_left.jpg
211.934	1.178	correct	learning	LS4	h77_p42_k_down_q1_left.jpg
216.667	1.416	correct	learning	LS4	h27_p8_k_up_q1_left.jpg
221.400	1.554	correct	learning	LS4	h74_p16_k_up_q1_left.jpg
