onset	duration	accuracy	trial_type	learning_stage	stimulus	response_port
211.694	1.446	incorrect	learning	LS1	h57_p36_k_down_q1_left.jpg	97
258.522	0.794	incorrect	learning	LS1	h26_p48_i_up_right.jpg	98
305.516	0.957	incorrect	learning	LS1	h55_p24_k_down_q4_left.jpg	97
352.51	1.568	correct	learning	LS1	h57_p34_i_down_left.jpg	97
399.504	1.027	incorrect	learning	LS1	h27_p8_k_up_q1_left.jpg	97
446.331	1.143	incorrect	learning	LS1	h30_p47_i_up_left.jpg	98
493.158	1.594	correct	learning	LS1	h55_p15_i_down_left.jpg	97
539.986	1.358	correct	learning	LS1	h26_p20_k_up_q2_right.jpg	98
586.979	0.945	correct	learning	LS1	h27_p34_i_up_right.jpg	97
633.807	1.06	incorrect	learning	LS1	h30_p14_k_up_q2_right.jpg	97
725.795	1.298	correct	learning	LS2	h30_p11_i_up_left.jpg	97
772.622	1.126	correct	learning	LS2	h26_p20_k_up_q2_right.jpg	98
819.783	1.304	incorrect	learning	LS2	h27_p8_k_up_q1_left.jpg	97
866.944	1.003	incorrect	learning	LS2	h26_p43_i_up_right.jpg	98
914.437	1.611	correct	learning	LS2	h57_p15_i_down_left.jpg	97
961.765	1.501	correct	learning	LS2	h27_p10_i_up_left.jpg	97
1009.092	1.614	correct	learning	LS2	h55_p11_i_down_right.jpg	97
1056.419	1.408	correct	learning	LS2	h30_p14_k_up_q2_right.jpg	98
1103.58	1.586	correct	learning	LS2	h55_p24_k_down_q4_left.jpg	98
1150.74	1.652	incorrect	learning	LS2	h57_p36_k_down_q1_left.jpg	97
1243.062	1.457	correct	learning	LS3	h55_p15_i_down_left.jpg	97
1290.223	1.555	correct	learning	LS3	h30_p14_k_up_q2_right.jpg	98
1337.383	1.174	correct	learning	LS3	h26_p48_i_up_right.jpg	97
1384.544	1.24	correct	learning	LS3	h30_p47_i_up_left.jpg	97
1431.704	1.194	correct	learning	LS3	h55_p24_k_down_q4_left.jpg	98
1478.698	1.341	correct	learning	LS3	h27_p8_k_up_q1_left.jpg	98
1525.859	1.055	correct	learning	LS3	h27_p34_i_up_right.jpg	97
1572.853	1.09	correct	learning	LS3	h57_p34_i_down_left.jpg	97
1619.847	n/a	to late	learning	LS3	h57_p36_k_down_q1_left.jpg	n/a
1666.674	1.16	correct	learning	LS3	h26_p20_k_up_q2_right.jpg	98
1758.662	1.381	correct	learning	LS4	h26_p43_i_up_right.jpg	97
1805.49	1.448	correct	learning	LS4	h27_p8_k_up_q1_left.jpg	98
