onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	12.191	incorrect	learning	LS1	PICTURE_220.jpg	i	false alarm
12.191	9.835	correct	learning	LS1	PICTURE_216.jpg	i	correct rejection
22.026	14.992	correct	learning	LS1	PICTURE_53.jpg	c	hit
37.018	13.124	incorrect	learning	LS1	PICTURE_695.jpg	i	false alarm
50.142	11.744	correct	learning	LS1	PICTURE_53.jpg	i	correct rejection
61.886	11.465	correct	learning	LS1	PICTURE_695.jpg	c	hit
73.351	11.677	incorrect	learning	LS1	PICTURE_703.jpg	c	miss
85.028	9.011	correct	learning	LS1	PICTURE_220.jpg	c	hit
94.039	11.138	correct	learning	LS1	PICTURE_216.jpg	c	hit
105.177	8.957	correct	learning	LS1	PICTURE_703.jpg	i	correct rejection
114.134	11.640	correct	learning	LS2	PICTURE_695.jpg	c	hit
125.774	11.216	correct	learning	LS2	PICTURE_216.jpg	i	correct rejection
136.990	10.147	correct	learning	LS2	PICTURE_53.jpg	i	correct rejection
147.137	8.764	correct	learning	LS2	PICTURE_216.jpg	c	hit
155.901	10.900	incorrect	learning	LS2	PICTURE_703.jpg	i	false alarm
166.801	11.275	correct	learning	LS2	PICTURE_695.jpg	i	correct rejection
178.076	10.845	correct	learning	LS2	PICTURE_220.jpg	i	correct rejection
188.921	10.264	correct	learning	LS2	PICTURE_53.jpg	c	hit
199.185	7.742	correct	learning	LS2	PICTURE_220.jpg	c	hit
206.927	10.016	correct	learning	LS2	PICTURE_703.jpg	c	hit
216.943	7.723	correct	learning	LS3	PICTURE_220.jpg	c	hit
224.666	8.238	correct	learning	LS3	PICTURE_216.jpg	c	hit
232.904	7.482	correct	learning	LS3	PICTURE_53.jpg	c	hit
240.386	10.721	correct	learning	LS3	PICTURE_703.jpg	i	correct rejection
251.107	9.171	correct	learning	LS3	PICTURE_53.jpg	i	correct rejection
260.278	8.902	correct	learning	LS3	PICTURE_695.jpg	i	correct rejection
269.180	8.951	correct	learning	LS3	PICTURE_220.jpg	i	correct rejection
278.131	10.599	correct	learning	LS3	PICTURE_216.jpg	i	correct rejection
288.730	11.447	correct	learning	LS3	PICTURE_703.jpg	c	hit
300.177	8.937	correct	learning	LS3	PICTURE_695.jpg	c	hit
309.114	8.423	correct	learning	LS4	PICTURE_216.jpg	c	hit
317.537	7.842	correct	learning	LS4	PICTURE_703.jpg	c	hit
325.379	9.017	correct	learning	LS4	PICTURE_53.jpg	i	correct rejection
334.396	8.426	correct	learning	LS4	PICTURE_703.jpg	i	correct rejection
342.822	7.523	correct	learning	LS4	PICTURE_220.jpg	c	hit
350.345	8.058	correct	learning	LS4	PICTURE_695.jpg	c	hit
