trial_index	trial_type	block_number	block_type	is_practice	kin_parse_failed	kin_n_samples	duration	path_length	max_velocity	mean_velocity	max_acceleration	mean_acceleration
1	go	1	go_only	1	0	63	1.023585	648.164920	1815.632686	633.230434	39584.189651	8597.710085
2	go	1	go_only	1	0	56	0.908305	614.004801	2297.154064	675.989451	52121.672130	12580.225980
3	go	1	go_only	1	0	62	1.007437	582.117090	3992.854547	577.820016	139009.408556	13423.315439
4	go	1	go_only	1	0	67	1.090080	670.085210	3505.038859	614.711844	107657.157440	16485.529352
5	go	1	go_only	1	0	56	0.909558	570.994997	2177.347857	627.772085	134091.308927	15366.081417
6	go	1	go_only	1	0	45	0.724055	606.782271	6188.054833	838.033859	203414.782084	24916.635403
7	go	1	go_only	1	0	48	0.778932	563.389094	2621.189724	723.284053	161717.980868	14955.871097
8	go	1	go_only	1	0	63	1.027562	824.223566	6125.603393	802.115967	219614.133685	20583.370082
9	go	1	go_only	1	0	46	0.743922	610.042220	2522.481130	820.035302	88294.079816	13587.460115
10	go	1	go_only	1	0	38	0.610250	598.679820	2988.959782	981.040584	120281.719137	20952.931816
11	go	1	go_only	1	0	56	0.910525	674.528269	3239.334073	740.812546	73453.721223	13309.977298
12	go	1	go_only	1	0	45	0.725925	545.600483	2598.487475	751.593461	91331.262136	15645.686730
13	go	1	go_only	1	0	42	0.676395	625.700789	3909.210261	925.051673	85138.650725	18574.953630
14	go	1	go_only	1	0	37	0.594130	579.505846	3449.766614	975.384942	173370.684791	20818.958476
15	go	1	go_only	1	0	49	0.794503	800.995696	5454.374839	1008.172403	128302.526327	27975.334121
16	go	1	go_only	1	0	46	0.742296	647.243086	6483.714324	871.947660	235413.803907	26331.541015
17	go	1	go_only	1	0	39	0.628046	628.504613	4020.866730	1000.731019	86717.433932	16036.812868
18	go	1	go_only	1	0	47	0.758576	665.536858	3375.142115	877.350617	91585.984030	17357.141482
19	go	2	go_nogo_prac	1	0	46	0.742991	542.188976	2765.829587	729.738283	80817.019498	12558.412371
20	go	2	go_nogo_prac	1	0	42	0.677922	620.890374	5001.628823	915.873419	102384.429698	23007.483230
21	go	2	go_nogo_prac	1	0	48	0.777920	592.065063	2294.607700	761.087340	62021.944022	14862.081237
22	go	2	go_nogo_prac	1	0	40	0.643228	622.495559	2911.433468	967.768733	78436.895593	16025.230492
23	go	2	go_nogo_prac	1	0	43	0.691723	577.823446	2397.699380	835.339960	75472.141762	18301.405295
24	go	2	go_nogo_prac	1	0	36	0.575959	578.098837	2650.925468	1003.715956	135316.883941	18989.759550
25	nogo	2	go_nogo_prac	1	0	37	0.591197	489.887230	6287.345016	828.635630	185927.683083	24996.804559
26	go	2	go_nogo_prac	1	0	34	0.543378	570.253985	6725.101178	1049.460937	250286.775167	33690.578795
27	nogo	2	go_nogo_prac	1	0	50	0.808786	528.638947	3292.868882	653.619976	107270.261099	16532.318708
28	go	2	go_nogo_prac	1	0	36	0.576229	574.710616	3647.979726	997.364964	116751.074403	20193.938266
29	go	2	go_nogo_prac	1	0	37	0.594437	621.682866	4474.485024	1045.834213	133509.062757	27011.238216
30	go	2	go_nogo_prac	1	0	35	0.559068	618.243699	2177.396747	1105.847842	129371.141137	16488.663731
31	go	2	go_nogo_prac	1	0	43	0.694195	642.581516	3927.199283	925.649210	61909.182503	16710.642340
32	go	2	go_nogo_prac	1	0	37	0.592585	646.371329	5827.327080	1090.765592	172072.776894	25760.735800
33	nogo	2	go_nogo_prac	1	0	48	0.777019	552.904210	4672.687381	711.571396	123812.073293	17368.276605
34	go	2	go_nogo_prac	1	0	36	0.576881	519.025010	3808.605871	899.709125	229523.963528	27984.572419
35	go	2	go_nogo_prac	1	0	43	0.693433	588.278051	3243.891884	848.356129	139686.717254	28968.776517
36	nogo	2	go_nogo_prac	1	0	48	0.776395	553.903928	3994.042365	713.430387	243101.882354	20177.019149
37	go	3	go_only	0	0	48	0.777203	780.746671	9936.047041	1004.559646	444287.139871	52320.431376
38	go	3	go_only	0	0	42	0.679131	625.941660	3761.618981	921.680973	148907.739573	24885.949122
39	go	3	go_only	0	0	58	0.942192	1145.806582	9764.589463	1216.106668	287365.155566	38596.991833
40	go	3	go_only	0	0	38	0.610932	595.840758	2838.992981	975.297842	87674.358139	17430.989570
41	go	3	go_only	0	0	47	0.760258	603.277814	2344.042500	793.517115	76316.356542	14027.934299
42	go	3	go_only	0	0	51	0.826080	630.135649	2991.137131	762.801932	106142.256384	17475.576175
43	go	3	go_only	0	0	36	0.578206	621.408422	3190.295702	1074.718232	114818.572966	18965.059127
44	go	3	go_only	0	0	39	0.626734	521.273092	5294.347252	831.729530	170712.648843	22661.503470
45	go	3	go_only	0	0	38	0.610858	622.834338	5456.656285	1019.606264	112253.512604	24334.147157
46	go	3	go_only	0	0	34	0.543879	602.604885	5169.088823	1107.977030	158064.534542	29357.179535
47	go	3	go_only	0	0	43	0.691958	587.912772	3759.123691	849.636867	94135.944518	21111.411682
48	go	3	go_only	0	0	35	0.558169	546.223597	4008.336660	978.599300	163808.239725	31876.255381
49	go	3	go_only	0	0	37	0.593516	607.334202	6611.757194	1023.282798	186556.199902	30353.247827
50	go	3	go_only	0	0	40	0.644137	717.927186	7452.225910	1114.556664	283601.156493	28942.527037
51	go	3	go_only	0	0	35	0.557825	608.070650	5284.665180	1090.074998	92513.488941	27339.033754
52	go	3	go_only	0	0	37	0.594311	685.669878	8692.141350	1153.722535	339862.163297	40926.611702
53	go	3	go_only	0	0	33	0.527660	516.225034	8156.375526	978.328913	324072.896217	35491.662095
54	go	3	go_only	0	0	31	0.491998	469.137759	8915.762786	953.536101	379373.367781	43261.846226
55	go	4	go_nogo	0	0	38	0.609648	524.747697	6655.461681	860.739379	399900.356544	34317.457639
56	nogo	4	go_nogo	0	0	52	0.843703	547.938826	6761.679446	649.444924	396251.747215	23617.151451
57	go	4	go_nogo	0	0	35	0.558105	577.960101	7485.801172	1035.574996	325923.307743	36715.265522
58	go	4	go_nogo	0	0	36	0.575791	609.139863	6349.792201	1057.919083	153020.873162	33822.237077
59	go	4	go_nogo	0	0	34	0.542347	586.348692	3658.203463	1081.132788	113997.871305	26113.883259
60	go	4	go_nogo	0	0	31	0.490808	478.110420	3103.945376	974.130223	131387.411168	24301.353503
61	nogo	4	go_nogo	0	0	63	1.026183	644.972794	5411.899048	628.516289	254814.693522	15854.542660
