onset	duration	response_time_ms	trial_type	learning_stage	stimulus	coherence	response_port
0.000	12.782	12782.0	learning	LS1	PICTURE_216.jpg	i	n/a
12.782	11.994	11994.0	learning	LS1	PICTURE_703.jpg	i	n/a
24.776	11.690	11690.0	learning	LS1	PICTURE_220.jpg	c	n/a
36.466	13.135	13135.0	learning	LS1	PICTURE_695.jpg	c	n/a
49.601	13.149	13149.0	learning	LS1	PICTURE_53.jpg	c	n/a
62.750	15.877	15877.0	learning	LS1	PICTURE_220.jpg	i	n/a
78.627	11.733	11733.0	learning	LS1	PICTURE_703.jpg	c	n/a
90.360	9.985	9985.0	learning	LS1	PICTURE_216.jpg	c	n/a
100.345	8.243	8243.0	learning	LS1	PICTURE_53.jpg	i	n/a
108.588	10.649	10649.0	learning	LS1	PICTURE_695.jpg	i	n/a
119.237	7.818	7818.0	learning	LS2	PICTURE_695.jpg	c	n/a
127.055	6.870	6870.0	learning	LS2	PICTURE_53.jpg	i	n/a
133.925	8.001	8001.0	learning	LS2	PICTURE_216.jpg	i	n/a
141.926	10.569	10569.0	learning	LS2	PICTURE_703.jpg	i	n/a
152.495	14.580	14580.0	learning	LS2	PICTURE_220.jpg	c	n/a
167.075	8.681	8681.0	learning	LS2	PICTURE_53.jpg	c	n/a
175.756	13.971	13971.0	learning	LS2	PICTURE_703.jpg	c	n/a
189.727	9.349	9349.0	learning	LS2	PICTURE_695.jpg	i	n/a
199.076	6.958	6958.0	learning	LS2	PICTURE_216.jpg	c	n/a
206.034	8.089	8089.0	learning	LS2	PICTURE_220.jpg	i	n/a
214.123	8.766	8766.0	learning	LS3	PICTURE_53.jpg	c	n/a
222.889	8.620	8620.0	learning	LS3	PICTURE_216.jpg	c	n/a
231.509	7.355	7355.0	learning	LS3	PICTURE_695.jpg	i	n/a
238.864	8.003	8003.0	learning	LS3	PICTURE_216.jpg	i	n/a
246.867	8.011	8011.0	learning	LS3	PICTURE_220.jpg	i	n/a
254.878	10.422	10422.0	learning	LS3	PICTURE_53.jpg	i	n/a
265.300	9.312	9312.0	learning	LS3	PICTURE_703.jpg	i	n/a
274.612	9.483	9483.0	learning	LS3	PICTURE_220.jpg	c	n/a
284.095	8.376	8376.0	learning	LS3	PICTURE_703.jpg	c	n/a
292.471	20.533	20533.0	learning	LS3	PICTURE_695.jpg	c	n/a
313.004	10.829	10829.0	learning	LS4	PICTURE_703.jpg	i	n/a
