onset	duration	accuracy	trial_type	learning_stage	stimulus	coherence	signal_detection_theory
0.000	16.067	incorrect	learning	LS1	PICTURE_581.jpg	i	false alarm
16.067	10.682	incorrect	learning	LS1	PICTURE_594.jpg	i	false alarm
26.749	7.377	incorrect	learning	LS1	PICTURE_605.jpg	i	false alarm
34.126	7.110	incorrect	learning	LS1	PICTURE_576.jpg	i	false alarm
41.236	18.367	correct	learning	LS1	PICTURE_581.jpg	c	hit
59.603	16.667	correct	learning	LS1	PICTURE_52.jpg	c	hit
76.270	14.495	incorrect	learning	LS1	PICTURE_605.jpg	c	miss
90.765	10.883	correct	learning	LS1	PICTURE_52.jpg	i	correct rejection
101.648	10.318	correct	learning	LS1	PICTURE_594.jpg	c	hit
111.966	11.031	correct	learning	LS1	PICTURE_576.jpg	c	hit
122.997	9.765	incorrect	learning	LS2	PICTURE_581.jpg	i	false alarm
132.762	9.999	incorrect	learning	LS2	PICTURE_594.jpg	i	false alarm
142.761	11.032	correct	learning	LS2	PICTURE_605.jpg	c	hit
153.793	9.825	correct	learning	LS2	PICTURE_576.jpg	i	correct rejection
163.618	8.938	incorrect	learning	LS2	PICTURE_605.jpg	i	false alarm
172.556	8.693	correct	learning	LS2	PICTURE_52.jpg	c	hit
181.249	n/a	n/a	learning	LS2	PICTURE_581.jpg	c	late
206.249	8.846	incorrect	learning	LS2	PICTURE_52.jpg	i	false alarm
215.095	11.006	incorrect	learning	LS2	PICTURE_594.jpg	c	miss
226.101	11.566	correct	learning	LS2	PICTURE_576.jpg	c	hit
237.667	15.107	incorrect	learning	LS3	PICTURE_581.jpg	i	false alarm
252.774	8.783	correct	learning	LS3	PICTURE_576.jpg	c	hit
261.557	13.500	correct	learning	LS3	PICTURE_52.jpg	c	hit
275.057	11.329	correct	learning	LS3	PICTURE_605.jpg	c	hit
286.386	22.744	correct	learning	LS3	PICTURE_594.jpg	i	correct rejection
309.130	10.649	correct	learning	LS3	PICTURE_576.jpg	i	correct rejection
319.779	14.868	correct	learning	LS3	PICTURE_605.jpg	i	correct rejection
334.647	19.886	incorrect	learning	LS3	PICTURE_594.jpg	c	miss
354.533	8.279	incorrect	learning	LS3	PICTURE_52.jpg	i	false alarm
362.812	18.101	correct	learning	LS3	PICTURE_581.jpg	c	hit
380.913	9.312	correct	learning	LS4	PICTURE_581.jpg	i	correct rejection
390.225	9.219	correct	learning	LS4	PICTURE_605.jpg	i	correct rejection
399.444	8.653	correct	learning	LS4	PICTURE_576.jpg	i	correct rejection
